Order_Detail_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount_Percentage,Total_Price
OD11001,ORD04791,PROD01249,2,378,0,756
OD11002,ORD06191,PROD00444,1,917,0,917
OD11003,ORD04019,PROD00956,1,2758,0,2758
OD11004,ORD01141,PROD01668,2,930,0,1860
OD11005,ORD05628,PROD01685,3,4581,10,12368
OD11006,ORD00268,PROD00272,1,933,0,933
OD11007,ORD05324,PROD00958,1,4529,0,4529
OD11008,ORD04340,PROD00195,1,1687,0,1687
OD11009,ORD00092,PROD01575,1,2787,15,2368
OD11010,ORD01736,PROD01027,2,2453,0,4906
OD11011,ORD03519,PROD00059,4,1698,25,5094
OD11012,ORD04193,PROD01234,4,4863,0,19452
OD11013,ORD01325,PROD00441,3,2259,0,6777
OD11014,ORD01388,PROD01657,1,3159,20,2527
OD11015,ORD00468,PROD00723,2,4260,0,8520
OD11016,ORD03263,PROD01678,1,2201,15,1870
OD11017,ORD03407,PROD00863,1,4689,20,3751
OD11018,ORD00382,PROD01822,1,2257,10,2031
OD11019,ORD05286,PROD01540,4,4793,10,17254
OD11020,ORD04389,PROD01154,1,3093,0,3093
OD11021,ORD06966,PROD00959,4,2800,0,11200
OD11022,ORD01693,PROD01808,1,2337,15,1986
OD11023,ORD03449,PROD01909,3,4321,10,11666
OD11024,ORD02048,PROD01679,1,4646,25,3484
OD11025,ORD00755,PROD00213,2,1435,10,2583
OD11026,ORD01231,PROD00821,1,1031,10,927
OD11027,ORD03778,PROD00041,1,4338,0,4338
OD11028,ORD02829,PROD00559,1,2024,10,1821
OD11029,ORD00562,PROD00014,2,996,10,1792
OD11030,ORD04935,PROD00960,1,4239,0,4239
OD11031,ORD00772,PROD01052,2,1006,10,1810
OD11032,ORD03106,PROD00623,2,1005,0,2010
OD11033,ORD02807,PROD01818,2,4023,5,7643
OD11034,ORD02870,PROD00959,3,504,10,1360
OD11035,ORD00543,PROD01495,2,2866,25,4299
OD11036,ORD05526,PROD01619,1,3084,0,3084
OD11037,ORD05282,PROD00251,1,4559,0,4559
OD11038,ORD00212,PROD00100,4,2084,0,8336
OD11039,ORD03707,PROD00264,1,1063,0,1063
OD11040,ORD02791,PROD01135,2,2269,0,4538
OD11041,ORD01336,PROD01681,1,2337,0,2337
OD11042,ORD05472,PROD00128,1,1359,0,1359
OD11043,ORD03198,PROD00288,1,3545,20,2836
OD11044,ORD06257,PROD00461,1,407,10,366
OD11045,ORD04495,PROD01556,2,3756,15,6385
OD11046,ORD02724,PROD00983,2,2702,0,5404
OD11047,ORD06214,PROD00389,1,4278,25,3208
OD11048,ORD00210,PROD00177,1,2622,0,2622
OD11049,ORD03914,PROD01529,1,2328,0,2328
OD11050,ORD04749,PROD00452,1,707,0,707
OD11051,ORD04004,PROD00451,1,1297,15,1102
OD11052,ORD00391,PROD01281,2,644,0,1288
OD11053,ORD03689,PROD01240,1,2748,0,2748
OD11054,ORD06063,PROD01605,2,3865,0,7730
OD11055,ORD05316,PROD00828,1,1802,0,1802
OD11056,ORD01396,PROD01493,1,3000,0,3000
OD11057,ORD06437,PROD01947,1,731,0,731
OD11058,ORD05871,PROD01728,3,3414,15,8705
OD11059,ORD01248,PROD00808,2,1464,10,2635
OD11060,ORD05698,PROD00714,2,4678,0,9356
OD11061,ORD05803,PROD00915,1,4057,0,4057
OD11062,ORD00216,PROD00464,2,3833,15,6516
OD11063,ORD00977,PROD01998,1,4413,0,4413
OD11064,ORD07193,PROD00942,4,3538,0,14152
OD11065,ORD07908,PROD01445,2,3463,10,6233
OD11066,ORD05480,PROD00852,2,378,0,756
OD11067,ORD06969,PROD01744,1,1898,0,1898
OD11068,ORD01480,PROD00914,1,3599,25,2699
OD11069,ORD01858,PROD01720,2,4170,20,6672
OD11070,ORD00609,PROD00564,1,4627,0,4627
OD11071,ORD02525,PROD01788,1,1103,0,1103
OD11072,ORD06687,PROD00136,4,1290,0,5160
OD11073,ORD07492,PROD01220,2,3549,15,6033
OD11074,ORD01549,PROD01968,2,2410,25,3615
OD11075,ORD04721,PROD01682,3,4950,25,11137
OD11076,ORD01616,PROD00762,3,3364,5,9587
OD11077,ORD06822,PROD00665,1,3078,0,3078
OD11078,ORD05251,PROD00613,4,2285,0,9140
OD11079,ORD03804,PROD01008,1,4667,20,3733
OD11080,ORD01287,PROD01941,1,550,0,550
OD11081,ORD07897,PROD00139,1,1561,15,1326
OD11082,ORD03814,PROD01652,2,1513,0,3026
OD11083,ORD03566,PROD01710,1,4667,0,4667
OD11084,ORD05735,PROD00156,2,4234,0,8468
OD11085,ORD04065,PROD01209,1,3682,0,3682
OD11086,ORD04097,PROD01010,1,734,0,734
OD11087,ORD06177,PROD01133,1,1362,0,1362
OD11088,ORD05437,PROD01561,3,4863,0,14589
OD11089,ORD05238,PROD01718,1,2591,0,2591
OD11090,ORD01284,PROD01585,1,2596,5,2466
OD11091,ORD02723,PROD00337,3,1977,15,5041
OD11092,ORD03101,PROD01192,3,4538,0,13614
OD11093,ORD07209,PROD01523,1,3480,0,3480
OD11094,ORD06849,PROD00662,1,1603,0,1603
OD11095,ORD00479,PROD00848,1,3144,0,3144
OD11096,ORD02975,PROD01385,2,4705,0,9410
OD11097,ORD07259,PROD00836,2,3491,15,5934
OD11098,ORD00688,PROD01652,2,3174,0,6348
OD11099,ORD04517,PROD00068,1,4046,0,4046
OD11100,ORD02440,PROD00222,2,4251,15,7226
OD11101,ORD02695,PROD00482,1,4951,10,4455
OD11102,ORD07711,PROD00802,3,1037,0,3111
OD11103,ORD02407,PROD01398,2,2553,0,5106
OD11104,ORD05965,PROD01865,2,4063,0,8126
OD11105,ORD04865,PROD01099,1,3318,0,3318
OD11106,ORD02012,PROD01389,1,1379,0,1379
OD11107,ORD03773,PROD01629,1,3976,10,3578
OD11108,ORD05292,PROD01902,2,2775,0,5550
OD11109,ORD01363,PROD00330,1,1005,10,904
OD11110,ORD05939,PROD01968,1,2253,25,1689
OD11111,ORD01537,PROD00618,3,4392,5,12517
OD11112,ORD02601,PROD00077,2,2687,0,5374
OD11113,ORD01971,PROD01075,3,3735,0,11205
OD11114,ORD07945,PROD00516,2,4470,0,8940
OD11115,ORD07993,PROD00768,2,812,20,1299
OD11116,ORD01484,PROD01181,1,2068,0,2068
OD11117,ORD00659,PROD00119,2,2782,15,4729
OD11118,ORD03623,PROD00439,3,4718,0,14154
OD11119,ORD01712,PROD00959,1,3164,0,3164
OD11120,ORD04038,PROD00369,2,1549,0,3098
OD11121,ORD00810,PROD00366,4,1201,20,3843
OD11122,ORD00682,PROD01074,1,1070,0,1070
OD11123,ORD03210,PROD00937,2,1573,0,3146
OD11124,ORD06917,PROD00305,2,1481,0,2962
OD11125,ORD05680,PROD01756,2,3740,0,7480
OD11126,ORD02967,PROD00132,1,2795,10,2515
OD11127,ORD03921,PROD01764,2,2448,10,4406
OD11128,ORD00957,PROD00299,2,3249,0,6498
OD11129,ORD02776,PROD01833,3,4703,0,14109
OD11130,ORD02241,PROD01336,3,524,0,1572
OD11131,ORD07651,PROD01250,1,1518,20,1214
OD11132,ORD05471,PROD00915,4,809,0,3236
OD11133,ORD00250,PROD00878,1,3325,0,3325
OD11134,ORD07505,PROD01815,1,2959,0,2959
OD11135,ORD06602,PROD01921,1,1432,15,1217
OD11136,ORD07048,PROD01123,1,2422,0,2422
OD11137,ORD02150,PROD00270,1,1085,5,1030
OD11138,ORD05273,PROD00185,1,2726,0,2726
OD11139,ORD03205,PROD01123,3,4527,0,13581
OD11140,ORD03990,PROD01535,1,1046,10,941
OD11141,ORD04553,PROD01633,2,4092,0,8184
OD11142,ORD01557,PROD01735,2,1787,25,2680
OD11143,ORD01627,PROD00368,1,1675,0,1675
OD11144,ORD03163,PROD01686,1,2834,15,2408
OD11145,ORD06135,PROD01753,1,1296,0,1296
OD11146,ORD05918,PROD00629,1,4682,20,3745
OD11147,ORD01906,PROD01806,2,4092,10,7365
OD11148,ORD00356,PROD01231,1,3875,0,3875
OD11149,ORD02883,PROD01029,1,3538,0,3538
OD11150,ORD03914,PROD01945,2,765,0,1530
OD11151,ORD05540,PROD01705,3,2620,5,7467
OD11152,ORD03941,PROD01865,2,4227,10,7608
OD11153,ORD07761,PROD01117,1,4933,0,4933
OD11154,ORD01892,PROD00629,2,4129,0,8258
OD11155,ORD02735,PROD00308,2,3079,0,6158
OD11156,ORD00625,PROD00112,3,3422,0,10266
OD11157,ORD07062,PROD00074,1,1072,20,857
OD11158,ORD01661,PROD00151,1,1500,25,1125
OD11159,ORD01118,PROD00818,1,3497,5,3322
OD11160,ORD05829,PROD01406,1,450,25,337
OD11161,ORD06602,PROD00569,1,3225,0,3225
OD11162,ORD04740,PROD01691,2,3089,15,5251
OD11163,ORD04654,PROD00044,1,4994,15,4244
OD11164,ORD03969,PROD01048,1,3822,0,3822
OD11165,ORD00478,PROD01623,2,4731,0,9462
OD11166,ORD07327,PROD01670,1,2875,10,2587
OD11167,ORD05635,PROD01616,1,2483,0,2483
OD11168,ORD00442,PROD00321,1,1403,20,1122
OD11169,ORD02749,PROD00654,1,530,0,530
OD11170,ORD01324,PROD00337,1,2511,0,2511
OD11171,ORD03023,PROD01270,1,3426,0,3426
OD11172,ORD01506,PROD00082,1,2249,0,2249
OD11173,ORD06708,PROD01993,1,2158,20,1726
OD11174,ORD06761,PROD01783,1,2563,0,2563
OD11175,ORD05457,PROD00430,1,4666,10,4199
OD11176,ORD06800,PROD01445,1,1383,0,1383
OD11177,ORD02748,PROD01328,1,4009,0,4009
OD11178,ORD05649,PROD01376,1,2449,0,2449
OD11179,ORD00592,PROD00444,3,4196,20,10070
OD11180,ORD06599,PROD01274,1,1311,15,1114
OD11181,ORD01284,PROD00469,1,2621,0,2621
OD11182,ORD03075,PROD00141,2,1208,0,2416
OD11183,ORD02502,PROD01071,2,4529,0,9058
OD11184,ORD06354,PROD01034,2,1802,5,3423
OD11185,ORD05835,PROD01935,1,2838,25,2128
OD11186,ORD06364,PROD01006,1,1174,0,1174
OD11187,ORD02406,PROD00496,2,3697,0,7394
OD11188,ORD00245,PROD01170,1,705,0,705
OD11189,ORD00453,PROD01760,1,4320,25,3240
OD11190,ORD04748,PROD00891,1,3789,25,2841
OD11191,ORD02287,PROD01997,1,3410,0,3410
OD11192,ORD07822,PROD01743,1,3812,25,2859
OD11193,ORD07064,PROD00958,3,2141,5,6101
OD11194,ORD06524,PROD01493,1,3363,0,3363
OD11195,ORD00288,PROD00172,1,2352,0,2352
OD11196,ORD02787,PROD00012,1,312,0,312
OD11197,ORD07822,PROD00618,1,3771,0,3771
OD11198,ORD07521,PROD01015,2,2700,0,5400
OD11199,ORD05670,PROD00981,1,2609,20,2087
OD11200,ORD03245,PROD00864,1,2591,0,2591
OD11201,ORD07655,PROD01230,3,1099,0,3297
OD11202,ORD02994,PROD01619,2,4905,0,9810
OD11203,ORD03516,PROD00492,1,521,0,521
OD11204,ORD01885,PROD00308,1,3362,0,3362
OD11205,ORD01212,PROD00888,2,4455,0,8910
OD11206,ORD00904,PROD01540,1,1972,0,1972
OD11207,ORD03373,PROD00631,2,3512,0,7024
OD11208,ORD00993,PROD01587,3,4109,10,11094
OD11209,ORD02048,PROD00519,2,826,15,1404
OD11210,ORD06864,PROD00452,1,2309,0,2309
OD11211,ORD06427,PROD00327,2,3246,0,6492
OD11212,ORD06933,PROD00662,1,2050,10,1845
OD11213,ORD00926,PROD01351,1,1301,0,1301
OD11214,ORD06506,PROD00704,1,4755,0,4755
OD11215,ORD05055,PROD01883,1,4357,0,4357
OD11216,ORD04503,PROD01231,1,1520,0,1520
OD11217,ORD06805,PROD01432,1,2332,5,2215
OD11218,ORD04735,PROD01011,1,3370,25,2527
OD11219,ORD01708,PROD00362,1,516,0,516
OD11220,ORD06349,PROD01303,1,3811,0,3811
OD11221,ORD04865,PROD01047,1,4180,15,3553
OD11222,ORD00686,PROD00697,1,4033,0,4033
OD11223,ORD01181,PROD00151,1,4749,15,4036
OD11224,ORD03197,PROD01116,1,3279,5,3115
OD11225,ORD07746,PROD01482,1,2521,25,1890
OD11226,ORD01793,PROD01927,2,2080,0,4160
OD11227,ORD07138,PROD01967,2,3899,0,7798
OD11228,ORD02337,PROD00913,1,3022,0,3022
OD11229,ORD07052,PROD01771,2,3882,0,7764
OD11230,ORD01023,PROD00253,1,2451,20,1960
OD11231,ORD00173,PROD00159,1,2028,5,1926
OD11232,ORD05515,PROD00585,2,3267,15,5553
OD11233,ORD00334,PROD01508,1,4825,0,4825
OD11234,ORD01387,PROD01355,1,4947,25,3710
OD11235,ORD02952,PROD01958,1,4868,0,4868
OD11236,ORD05559,PROD00108,1,4039,0,4039
OD11237,ORD01112,PROD01206,1,3977,15,3380
OD11238,ORD04676,PROD01647,2,786,10,1414
OD11239,ORD01076,PROD00208,1,1296,0,1296
OD11240,ORD06001,PROD01890,1,4434,0,4434
OD11241,ORD05409,PROD00651,1,3814,25,2860
OD11242,ORD05533,PROD00779,1,2871,0,2871
OD11243,ORD03407,PROD01551,2,4750,0,9500
OD11244,ORD03550,PROD00803,4,3738,0,14952
OD11245,ORD02572,PROD01938,1,1659,15,1410
OD11246,ORD00926,PROD01281,3,2819,0,8457
OD11247,ORD02630,PROD00388,1,2714,5,2578
OD11248,ORD07390,PROD01170,3,3639,15,9279
OD11249,ORD02391,PROD01188,2,631,10,1135
OD11250,ORD02132,PROD00224,1,347,0,347
OD11251,ORD06004,PROD00925,2,2238,10,4028
OD11252,ORD03589,PROD01150,1,4430,5,4208
OD11253,ORD00729,PROD00797,1,2176,0,2176
OD11254,ORD04557,PROD00407,1,597,25,447
OD11255,ORD02602,PROD01402,2,578,0,1156
OD11256,ORD07372,PROD01819,1,3553,0,3553
OD11257,ORD03231,PROD01842,1,3211,0,3211
OD11258,ORD05358,PROD01598,3,4249,0,12747
OD11259,ORD05450,PROD01097,1,2662,0,2662
OD11260,ORD00582,PROD01501,1,4234,0,4234
OD11261,ORD06201,PROD01327,1,1140,20,912
OD11262,ORD02372,PROD01031,3,1604,0,4812
OD11263,ORD05052,PROD01001,1,3092,15,2628
OD11264,ORD01075,PROD01455,1,1385,0,1385
OD11265,ORD01515,PROD00642,1,4074,0,4074
OD11266,ORD05593,PROD00940,2,1077,0,2154
OD11267,ORD06499,PROD01299,1,3811,5,3620
OD11268,ORD04334,PROD01392,2,4966,0,9932
OD11269,ORD00399,PROD00408,1,1213,15,1031
OD11270,ORD03872,PROD00708,1,4829,0,4829
OD11271,ORD05838,PROD01726,1,4550,0,4550
OD11272,ORD07670,PROD00898,2,2924,0,5848
OD11273,ORD07820,PROD01249,3,4215,0,12645
OD11274,ORD05522,PROD00034,1,3888,5,3693
OD11275,ORD04387,PROD01593,2,4378,15,7442
OD11276,ORD06002,PROD01978,2,1496,5,2842
OD11277,ORD05494,PROD01655,1,2145,15,1823
OD11278,ORD04017,PROD01794,1,596,0,596
OD11279,ORD05029,PROD00760,1,326,20,260
OD11280,ORD02217,PROD00954,1,3014,0,3014
OD11281,ORD05638,PROD00018,1,3700,10,3330
OD11282,ORD04143,PROD00004,1,2410,10,2169
OD11283,ORD01012,PROD00500,2,597,0,1194
OD11284,ORD05795,PROD00957,1,4210,15,3578
OD11285,ORD03821,PROD00735,1,1375,0,1375
OD11286,ORD06090,PROD00240,1,4446,5,4223
OD11287,ORD06401,PROD01222,1,2086,0,2086
OD11288,ORD05316,PROD00917,2,695,25,1042
OD11289,ORD07035,PROD01439,1,3871,15,3290
OD11290,ORD04944,PROD00793,1,3153,0,3153
OD11291,ORD01018,PROD01503,2,3314,10,5965
OD11292,ORD06027,PROD01531,2,432,10,777
OD11293,ORD06842,PROD00760,1,2634,0,2634
OD11294,ORD02679,PROD01754,1,4414,25,3310
OD11295,ORD07320,PROD00505,2,4252,0,8504
OD11296,ORD04255,PROD01226,1,3170,5,3011
OD11297,ORD06164,PROD00397,2,442,0,884
OD11298,ORD01692,PROD00498,1,928,10,835
OD11299,ORD05076,PROD00460,1,1945,15,1653
OD11300,ORD03865,PROD01782,2,1230,0,2460
OD11301,ORD03502,PROD01573,1,4261,0,4261
OD11302,ORD04430,PROD01773,1,3800,0,3800
OD11303,ORD04384,PROD01178,1,851,0,851
OD11304,ORD00787,PROD00037,1,1361,0,1361
OD11305,ORD00165,PROD01272,1,1117,5,1061
OD11306,ORD02933,PROD01806,2,3272,5,6216
OD11307,ORD04705,PROD00060,1,3635,0,3635
OD11308,ORD03940,PROD01485,1,1581,15,1343
OD11309,ORD07932,PROD00250,1,3259,0,3259
OD11310,ORD03165,PROD01921,1,3814,15,3241
OD11311,ORD07937,PROD01970,1,4498,0,4498
OD11312,ORD06483,PROD01635,1,1850,0,1850
OD11313,ORD06958,PROD01395,2,2502,0,5004
OD11314,ORD04643,PROD01104,1,364,25,273
OD11315,ORD06941,PROD00804,1,1366,0,1366
OD11316,ORD04625,PROD00480,1,816,10,734
OD11317,ORD07795,PROD00492,1,2214,0,2214
OD11318,ORD03948,PROD00171,1,4002,15,3401
OD11319,ORD04582,PROD01276,1,3303,0,3303
OD11320,ORD03806,PROD01286,1,3090,0,3090
OD11321,ORD01890,PROD00894,1,1559,0,1559
OD11322,ORD03603,PROD01257,1,2400,5,2280
OD11323,ORD05877,PROD01339,1,1898,0,1898
OD11324,ORD07973,PROD00667,1,1800,0,1800
OD11325,ORD07453,PROD00135,2,1809,0,3618
OD11326,ORD04653,PROD00276,2,2609,0,5218
OD11327,ORD03294,PROD00935,1,3381,0,3381
OD11328,ORD07761,PROD00844,1,1501,0,1501
OD11329,ORD01441,PROD01350,1,4315,25,3236
OD11330,ORD00456,PROD01402,3,3017,25,6788
OD11331,ORD00998,PROD00749,2,2444,0,4888
OD11332,ORD02220,PROD00769,1,4468,0,4468
OD11333,ORD05822,PROD01958,1,544,0,544
OD11334,ORD03655,PROD00547,1,3383,0,3383
OD11335,ORD06672,PROD00149,1,1990,0,1990
OD11336,ORD04220,PROD01913,2,2134,5,4054
OD11337,ORD05563,PROD01218,4,3281,0,13124
OD11338,ORD05744,PROD01871,1,2098,0,2098
OD11339,ORD02593,PROD00470,1,1382,0,1382
OD11340,ORD02128,PROD01943,1,2552,0,2552
OD11341,ORD05749,PROD01907,1,1016,0,1016
OD11342,ORD05477,PROD00721,1,4831,0,4831
OD11343,ORD01805,PROD00716,2,1679,0,3358
OD11344,ORD06706,PROD00366,1,2860,0,2860
OD11345,ORD02060,PROD01395,2,2206,20,3529
OD11346,ORD06959,PROD01050,1,496,25,372
OD11347,ORD06342,PROD01948,2,3335,0,6670
OD11348,ORD02589,PROD00709,1,1566,0,1566
OD11349,ORD02024,PROD00863,1,2917,0,2917
OD11350,ORD04503,PROD00834,1,3527,0,3527
OD11351,ORD01504,PROD01161,1,3559,25,2669
OD11352,ORD01348,PROD01228,1,2892,0,2892
OD11353,ORD06552,PROD00809,2,2440,0,4880
OD11354,ORD02070,PROD00472,1,1190,0,1190
OD11355,ORD06651,PROD01079,1,1799,25,1349
OD11356,ORD07747,PROD00009,2,3385,0,6770
OD11357,ORD06897,PROD01019,1,2691,0,2691
OD11358,ORD00425,PROD01655,2,1822,0,3644
OD11359,ORD01890,PROD01059,1,3330,20,2664
OD11360,ORD07230,PROD01346,1,3338,0,3338
OD11361,ORD01192,PROD00246,1,1590,0,1590
OD11362,ORD07334,PROD00948,2,4536,0,9072
OD11363,ORD04186,PROD01347,1,2005,20,1604
OD11364,ORD04104,PROD01403,1,2444,0,2444
OD11365,ORD01319,PROD00187,1,1342,0,1342
OD11366,ORD02135,PROD01210,1,1086,0,1086
OD11367,ORD02003,PROD00772,1,3348,0,3348
OD11368,ORD07481,PROD01875,2,4704,0,9408
OD11369,ORD07660,PROD01429,1,1717,0,1717
OD11370,ORD02507,PROD01618,1,764,5,725
OD11371,ORD01227,PROD00175,2,425,0,850
OD11372,ORD00049,PROD00005,1,2632,20,2105
OD11373,ORD03393,PROD01572,1,4537,0,4537
OD11374,ORD06381,PROD01621,1,1077,0,1077
OD11375,ORD01308,PROD01641,1,2533,0,2533
OD11376,ORD06988,PROD01005,2,2056,0,4112
OD11377,ORD01180,PROD00264,1,3164,0,3164
OD11378,ORD04824,PROD00397,1,1496,0,1496
OD11379,ORD06325,PROD00043,3,3888,5,11080
OD11380,ORD02126,PROD01873,2,1680,25,2520
OD11381,ORD01962,PROD01512,1,2815,20,2252
OD11382,ORD00296,PROD01615,2,2811,25,4216
OD11383,ORD02117,PROD00766,1,699,0,699
OD11384,ORD03731,PROD00429,1,643,0,643
OD11385,ORD06470,PROD00684,2,3742,0,7484
OD11386,ORD01362,PROD00561,3,719,0,2157
OD11387,ORD03392,PROD01398,1,912,10,820
OD11388,ORD02910,PROD01029,2,3157,0,6314
OD11389,ORD05459,PROD00475,2,4194,0,8388
OD11390,ORD04675,PROD01646,1,680,5,646
OD11391,ORD06193,PROD00532,1,2360,0,2360
OD11392,ORD07362,PROD01828,1,2959,0,2959
OD11393,ORD02528,PROD01965,1,4187,5,3977
OD11394,ORD02748,PROD01199,1,3110,5,2954
OD11395,ORD01055,PROD00276,3,1447,25,3255
OD11396,ORD00519,PROD01311,3,587,0,1761
OD11397,ORD07090,PROD01065,1,3648,15,3100
OD11398,ORD06874,PROD00368,1,3065,0,3065
OD11399,ORD07350,PROD00600,1,2073,5,1969
OD11400,ORD06032,PROD01790,2,4926,0,9852
OD11401,ORD06052,PROD00668,1,1431,20,1144
OD11402,ORD06100,PROD00076,1,4649,25,3486
OD11403,ORD04592,PROD01451,1,3244,0,3244
OD11404,ORD05206,PROD01282,1,3749,10,3374
OD11405,ORD01846,PROD00580,1,2427,10,2184
OD11406,ORD00533,PROD00348,2,2275,0,4550
OD11407,ORD06595,PROD00166,1,2706,0,2706
OD11408,ORD03609,PROD01601,2,2761,0,5522
OD11409,ORD00280,PROD00737,1,1812,25,1359
OD11410,ORD07324,PROD01530,1,2400,0,2400
OD11411,ORD00290,PROD00333,1,561,0,561
OD11412,ORD03501,PROD00738,1,694,10,624
OD11413,ORD01118,PROD01951,1,3427,0,3427
OD11414,ORD06383,PROD00368,2,2116,0,4232
OD11415,ORD01378,PROD00678,1,4325,20,3460
OD11416,ORD01489,PROD00965,1,4292,10,3862
OD11417,ORD06361,PROD01745,4,1931,0,7724
OD11418,ORD04031,PROD01264,1,1729,0,1729
OD11419,ORD05691,PROD00341,1,3993,0,3993
OD11420,ORD06158,PROD01643,3,3767,5,10735
OD11421,ORD06552,PROD01319,1,2090,0,2090
OD11422,ORD03507,PROD00492,1,3280,25,2460
OD11423,ORD01747,PROD01041,3,1714,25,3856
OD11424,ORD02612,PROD00370,1,2566,0,2566
OD11425,ORD01266,PROD01298,1,713,5,677
OD11426,ORD00371,PROD01261,1,640,0,640
OD11427,ORD02145,PROD00776,1,4019,25,3014
OD11428,ORD07787,PROD00187,1,1665,25,1248
OD11429,ORD03091,PROD01418,2,1375,5,2612
OD11430,ORD07688,PROD00213,2,680,0,1360
OD11431,ORD07467,PROD00856,1,1623,0,1623
OD11432,ORD07729,PROD00530,1,1592,0,1592
OD11433,ORD01722,PROD01831,1,2124,0,2124
OD11434,ORD05530,PROD00409,1,399,0,399
OD11435,ORD01739,PROD00503,2,1947,20,3115
OD11436,ORD06703,PROD00760,3,2653,5,7561
OD11437,ORD05495,PROD00366,2,3960,5,7524
OD11438,ORD04513,PROD00522,1,1903,0,1903
OD11439,ORD07605,PROD00145,3,4060,0,12180
OD11440,ORD01590,PROD01431,1,3645,0,3645
OD11441,ORD05502,PROD01101,2,3499,0,6998
OD11442,ORD01647,PROD00144,1,4067,20,3253
OD11443,ORD04586,PROD00417,1,3064,0,3064
OD11444,ORD07059,PROD01793,1,2396,15,2036
OD11445,ORD00613,PROD00866,2,2403,0,4806
OD11446,ORD04781,PROD01570,1,776,0,776
OD11447,ORD05955,PROD00616,1,1617,10,1455
OD11448,ORD05643,PROD01335,1,3763,0,3763
OD11449,ORD07288,PROD01495,1,438,0,438
OD11450,ORD03756,PROD01271,2,471,0,942
OD11451,ORD07087,PROD00642,2,1886,20,3017
OD11452,ORD05210,PROD00613,3,2902,0,8706
OD11453,ORD00520,PROD00979,3,2376,0,7128
OD11454,ORD05978,PROD01266,1,3971,0,3971
OD11455,ORD06171,PROD01217,2,3930,0,7860
OD11456,ORD06029,PROD01647,1,4699,10,4229
OD11457,ORD04539,PROD01910,1,4767,0,4767
OD11458,ORD01356,PROD01782,1,2534,15,2153
OD11459,ORD00625,PROD00009,2,3297,5,6264
OD11460,ORD02980,PROD00066,2,1501,0,3002
OD11461,ORD06807,PROD01655,2,3164,5,6011
OD11462,ORD03845,PROD00624,3,1733,25,3899
OD11463,ORD01913,PROD00042,2,1495,20,2392
OD11464,ORD04708,PROD01148,1,2573,0,2573
OD11465,ORD04941,PROD01129,2,3202,0,6404
OD11466,ORD01776,PROD00900,1,3811,0,3811
OD11467,ORD02589,PROD00966,2,3889,0,7778
OD11468,ORD00931,PROD00666,1,4554,5,4326
OD11469,ORD05808,PROD00727,2,2184,0,4368
OD11470,ORD01151,PROD01852,1,3390,15,2881
OD11471,ORD04831,PROD00130,2,4483,25,6724
OD11472,ORD05570,PROD01647,3,1217,20,2920
OD11473,ORD05140,PROD01663,1,3743,0,3743
OD11474,ORD06563,PROD01645,1,1111,0,1111
OD11475,ORD07509,PROD00922,1,2253,0,2253
OD11476,ORD00671,PROD00889,1,1067,25,800
OD11477,ORD05864,PROD00349,3,3557,15,9070
OD11478,ORD02706,PROD01176,1,3418,10,3076
OD11479,ORD03005,PROD01572,1,847,0,847
OD11480,ORD01893,PROD01287,2,406,25,609
OD11481,ORD03777,PROD00283,1,2171,5,2062
OD11482,ORD04745,PROD00243,1,2962,0,2962
OD11483,ORD02391,PROD01325,1,3296,0,3296
OD11484,ORD01013,PROD01779,1,3759,10,3383
OD11485,ORD02427,PROD01684,1,1978,20,1582
OD11486,ORD01098,PROD00298,1,649,0,649
OD11487,ORD01173,PROD01156,2,4579,0,9158
OD11488,ORD06627,PROD00535,3,4572,20,10972
OD11489,ORD01997,PROD01097,1,3132,0,3132
OD11490,ORD07529,PROD01815,3,2694,20,6465
OD11491,ORD04000,PROD00618,2,2009,5,3817
OD11492,ORD05203,PROD01185,1,3841,0,3841
OD11493,ORD01499,PROD00744,1,350,0,350
OD11494,ORD03358,PROD00687,1,3349,0,3349
OD11495,ORD00906,PROD01994,2,4273,0,8546
OD11496,ORD05747,PROD00264,1,4828,0,4828
OD11497,ORD01445,PROD01723,1,2893,15,2459
OD11498,ORD07238,PROD01817,2,4662,0,9324
OD11499,ORD07015,PROD00633,1,1419,0,1419
OD11500,ORD00024,PROD00529,1,471,25,353
OD11501,ORD02855,PROD01215,2,3551,0,7102
OD11502,ORD01866,PROD00404,2,2433,15,4136
OD11503,ORD07475,PROD00030,1,3102,25,2326
OD11504,ORD05031,PROD01294,1,987,0,987
OD11505,ORD05809,PROD00868,2,1736,0,3472
OD11506,ORD00615,PROD00052,2,3015,0,6030
OD11507,ORD05360,PROD01306,2,3941,0,7882
OD11508,ORD03933,PROD00187,1,3433,0,3433
OD11509,ORD02423,PROD00030,2,3128,5,5943
OD11510,ORD06450,PROD00190,2,652,10,1173
OD11511,ORD00491,PROD01191,1,830,0,830
OD11512,ORD00884,PROD00111,3,1698,0,5094
OD11513,ORD05237,PROD01468,4,665,0,2660
OD11514,ORD06404,PROD00936,4,2556,0,10224
OD11515,ORD03013,PROD00051,1,1771,0,1771
OD11516,ORD00728,PROD01199,2,1725,0,3450
OD11517,ORD07040,PROD01777,1,2962,0,2962
OD11518,ORD06694,PROD00393,4,1960,20,6272
OD11519,ORD07211,PROD00772,4,4887,0,19548
OD11520,ORD03357,PROD00155,1,2095,15,1780
OD11521,ORD03264,PROD00248,1,3912,0,3912
