Payment_ID,Ride_ID,Customer_ID,Payment_Method,Fare_Amount,Surge_Amount,Discount_Amount,Tax_Amount,Total_Amount,Payment_Status,Payment_Time
3788,334,109,Wallet,449.07,182.0,0.0,31.55,662.62,Refunded,2026-03-06 05:06:16.842209
3789,777,3213,UPI,119.6,0.0,0.0,5.98,125.58,Paid,2025-11-13 11:27:19.654895
3790,3085,2727,Card,297.8,0.0,0.0,14.89,312.69,Paid,2026-01-21 13:02:45.547896
3791,1380,1110,UPI,274.99,0.0,0.0,13.75,288.74,Paid,2026-03-18 13:10:19.127958
3792,424,4443,UPI,483.54,0.0,0.0,24.18,507.72,Paid,2026-02-03 03:57:42.763723
3793,4207,3984,Card,203.81,97.73,0.0,15.08,316.62,Paid,2025-12-14 10:52:04.011986
3794,3731,3109,UPI,247.46,0.0,0.0,12.37,259.83,Paid,2025-11-06 02:44:36.566816
3795,1141,216,UPI,211.98,0.0,0.0,10.6,222.58,Paid,2025-12-11 12:44:01.668212
3796,4086,3060,UPI,256.77,29.52,0.0,14.31,300.6,Paid,2025-11-04 12:37:10.528862
3797,1215,1240,UPI,431.11,0.0,0.0,21.56,452.67,Paid,2026-02-16 23:44:47.477630
3798,129,4,Cash,384.36,0.0,0.0,19.22,403.58,Paid,2026-03-18 19:48:23.210302
3799,1133,1509,UPI,415.13,0.0,0.0,20.76,0.0,Failed,2025-11-19 19:37:36.448713
3800,3793,2966,Card,333.36,0.0,0.0,16.67,350.03,Paid,2026-03-18 17:09:41.927926
3801,3863,4037,Card,445.82,169.67,0.0,30.77,646.26,Paid,2026-02-12 21:57:34.675817
3802,4065,2225,Cash,397.86,55.11,110.61,17.12,359.48,Paid,2025-11-08 05:08:09.208782
3803,1225,2610,Cash,380.59,0.0,42.61,16.9,354.88,Paid,2025-12-29 10:47:18.619294
3804,2363,2196,Card,269.8,44.83,0.0,15.73,330.36,Paid,2026-02-16 19:50:58.727217
3805,1699,957,UPI,197.76,69.97,10.58,12.86,270.01,Paid,2026-04-02 03:30:18.111347
3806,1877,2902,UPI,184.39,0.0,0.0,9.22,193.61,Paid,2026-03-26 22:29:45.483382
3807,1882,2727,UPI,50.56,0.0,0.0,2.53,53.09,Paid,2025-11-15 09:52:59.975598
3808,926,217,Cash,382.87,0.0,0.0,19.14,402.01,Paid,2025-12-09 16:33:11.145658
3809,4237,825,UPI,439.98,0.0,0.0,22.0,461.98,Paid,2025-10-11 14:41:32.733302
3810,2953,1440,UPI,257.57,0.0,0.0,12.88,270.45,Paid,2026-01-31 17:20:04.223705
3811,468,2246,Cash,309.96,0.0,0.0,15.5,325.46,Paid,2025-11-04 12:02:20.922121
3812,2313,4922,Wallet,398.2,0.0,73.58,16.23,340.85,Paid,2025-10-21 15:01:17.800378
3813,3771,330,UPI,402.8,0.0,0.0,20.14,422.94,Paid,2026-01-27 23:42:05.114558
3814,4394,1271,Card,138.66,0.0,0.0,6.93,145.59,Paid,2025-12-16 20:27:59.032765
3815,4634,1569,UPI,275.77,87.59,70.91,14.62,307.07,Paid,2025-11-11 17:33:34.482828
3816,3145,1235,UPI,435.57,0.0,127.4,15.41,323.58,Paid,2025-11-21 09:53:59.210998
3817,1694,589,UPI,167.56,0.0,0.0,8.38,175.94,Paid,2025-10-30 18:36:42.384670
3818,1135,804,UPI,309.95,0.0,0.0,15.5,325.45,Refunded,2025-11-13 11:50:20.423515
3819,4015,172,Cash,365.97,0.0,0.0,18.3,384.27,Paid,2026-03-16 17:16:17.920517
3820,1147,3230,UPI,344.86,0.0,0.0,17.24,362.1,Paid,2025-10-22 21:53:14.948089
3821,2958,1440,UPI,195.05,0.0,0.0,9.75,204.8,Paid,2025-12-06 20:32:04.867460
3822,3347,2507,Cash,222.17,0.0,0.0,11.11,233.28,Paid,2025-12-23 18:42:18.845851
3823,2506,4127,UPI,265.51,83.05,0.0,17.43,365.99,Paid,2025-12-05 19:04:42.412186
3824,2093,2443,Card,103.66,0.0,0.0,5.18,108.84,Refunded,2025-12-03 07:59:50.349093
3825,1258,1844,Card,242.84,81.87,0.0,16.24,0.0,Failed,2025-12-09 07:43:53.193118
3826,4274,1693,UPI,341.35,39.68,0.0,19.05,0.0,Failed,2026-03-09 12:38:29.398588
3827,1746,2813,UPI,379.72,0.0,76.01,15.19,318.9,Paid,2025-10-31 02:08:11.648827
3828,2161,874,Card,488.82,0.0,0.0,24.44,513.26,Paid,2026-02-11 08:38:35.152852
3829,760,4167,UPI,122.1,0.0,0.0,6.11,128.21,Paid,2026-01-08 11:25:48.212345
3830,1416,1541,UPI,412.27,0.0,0.0,20.61,432.88,Paid,2026-02-11 02:13:54.346296
3831,3156,524,Cash,189.67,0.0,31.88,7.89,165.68,Paid,2026-03-07 02:17:58.589165
3832,1594,3844,UPI,131.4,0.0,0.0,6.57,137.97,Paid,2025-12-24 04:56:30.835774
3833,1194,4705,UPI,188.06,0.0,0.0,9.4,197.46,Paid,2026-04-04 08:19:46.898757
3834,1254,3325,Cash,371.19,0.0,0.0,18.56,389.75,Paid,2026-04-01 21:22:38.159946
3835,4319,3,Cash,177.46,0.0,14.28,8.16,0.0,Failed,2026-03-04 10:10:39.775736
3836,4296,1018,Wallet,340.07,0.0,0.0,17.0,357.07,Refunded,2026-03-12 14:48:42.558555
3837,624,3043,UPI,404.49,0.0,0.0,20.22,0.0,Failed,2025-11-19 18:04:45.413326
3838,3310,4177,UPI,448.25,0.0,77.99,18.51,0.0,Failed,2026-02-04 06:15:57.602058
3839,3747,1800,UPI,291.7,0.0,0.0,14.59,306.29,Paid,2026-02-03 12:41:02.802603
3840,266,3609,Cash,141.05,0.0,0.0,7.05,148.1,Paid,2026-01-05 00:49:21.574302
3841,1801,4438,UPI,343.65,77.86,41.67,18.99,398.83,Paid,2026-02-17 07:10:27.321820
3842,3470,1719,UPI,90.69,10.3,12.22,4.44,93.21,Paid,2026-03-29 10:37:04.311187
3843,1202,955,Cash,237.14,93.93,0.0,16.55,347.62,Paid,2026-01-13 08:29:25.608917
3844,3067,3613,UPI,50.17,0.0,0.0,2.51,52.68,Paid,2026-01-26 10:05:23.831358
3845,4240,2923,UPI,56.11,0.0,0.0,2.81,58.92,Paid,2026-02-01 16:09:50.249394
3846,4631,715,UPI,472.02,0.0,0.0,23.6,0.0,Failed,2025-12-17 12:08:21.377949
3847,2029,689,UPI,255.12,0.0,0.0,12.76,0.0,Failed,2025-12-11 21:20:24.174388
3848,1949,2674,Cash,177.98,58.86,0.0,11.84,248.68,Paid,2026-01-08 21:23:18.071695
3849,4340,1263,UPI,161.98,0.0,0.0,8.1,170.08,Paid,2026-03-31 02:53:25.807623
3850,2518,558,UPI,153.8,0.0,0.0,7.69,161.49,Paid,2026-01-05 23:37:42.191103
3851,1864,2538,Card,141.3,0.0,0.0,7.07,148.37,Paid,2026-03-18 01:46:21.827648
3852,2119,675,Cash,171.3,0.0,40.59,6.54,0.0,Failed,2026-01-24 17:33:46.294580
3853,4183,2273,Cash,101.98,0.0,18.27,4.19,87.9,Paid,2026-02-17 22:13:11.028533
3854,4434,3539,UPI,476.98,0.0,0.0,23.85,500.83,Paid,2026-02-14 05:33:26.388254
3855,2440,4302,Wallet,181.52,0.0,0.0,9.08,190.6,Paid,2025-11-20 12:19:30.118125
3856,1137,980,UPI,96.97,0.0,0.0,4.85,101.82,Paid,2026-01-02 07:12:53.758860
3857,4241,1382,UPI,215.29,36.92,0.0,12.61,264.82,Paid,2025-11-28 05:58:52.520606
3858,1384,2564,UPI,476.46,0.0,135.37,17.05,358.14,Paid,2026-03-22 17:56:01.535834
3859,1736,476,UPI,194.72,66.85,25.91,11.78,247.44,Paid,2025-10-28 01:28:39.338425
3860,3816,2472,UPI,175.27,30.72,29.28,8.84,185.55,Paid,2026-02-17 18:10:39.514275
3861,4804,787,UPI,90.09,0.0,0.0,4.5,94.59,Paid,2026-02-06 20:03:53.055866
3862,2631,3848,Cash,315.53,0.0,48.52,13.35,280.36,Paid,2025-12-18 12:44:56.371823
3863,431,3739,Card,137.18,0.0,0.0,6.86,144.04,Paid,2025-12-22 12:37:28.430484
3864,2365,1416,Cash,397.49,0.0,0.0,19.87,417.36,Refunded,2026-01-10 16:54:30.074978
3865,553,4540,UPI,406.65,0.0,33.41,18.66,391.9,Paid,2026-01-03 12:44:22.415047
3866,1142,2535,UPI,195.4,0.0,0.0,9.77,205.17,Paid,2025-10-21 15:49:00.316849
3867,2103,1638,Cash,138.33,0.0,22.86,5.77,0.0,Failed,2025-10-25 22:36:43.397290
3868,4658,2253,Cash,83.98,16.79,0.0,5.04,105.81,Paid,2026-04-02 17:21:10.303336
3869,4048,1008,Cash,413.06,0.0,0.0,20.65,433.71,Paid,2025-11-29 09:07:56.036877
3870,1961,3219,UPI,251.66,0.0,0.0,12.58,264.24,Paid,2025-10-30 02:27:13.662019
3871,810,1334,Card,110.77,0.0,13.18,4.88,102.47,Paid,2026-02-15 13:46:28.124801
3872,1516,2391,Card,404.31,0.0,0.0,20.22,424.53,Paid,2025-10-11 11:39:20.153342
3873,2428,515,UPI,256.38,0.0,0.0,12.82,269.2,Paid,2026-02-12 17:28:17.178577
3874,4669,4553,UPI,304.26,0.0,0.0,15.21,319.47,Refunded,2025-11-01 18:49:13.987344
3875,4007,3019,UPI,139.4,0.0,0.0,6.97,146.37,Paid,2026-01-09 01:03:37.846812
3876,4208,237,Cash,276.47,0.0,0.0,13.82,290.29,Paid,2026-03-17 23:30:33.259865
3877,2390,861,UPI,267.61,0.0,0.0,13.38,280.99,Paid,2025-11-22 08:39:53.415354
3878,382,4931,UPI,477.17,0.0,0.0,23.86,501.03,Paid,2025-11-07 11:08:14.615613
3879,760,4627,Wallet,159.86,19.37,0.0,8.96,188.19,Paid,2026-04-02 09:48:07.115172
3880,2727,2958,UPI,113.83,0.0,0.0,5.69,119.52,Paid,2026-02-15 20:39:51.127184
3881,4200,3187,Cash,97.64,0.0,0.0,4.88,102.52,Paid,2026-02-28 20:28:45.623927
3882,91,2261,Card,227.25,0.0,0.0,11.36,238.61,Paid,2026-02-07 03:32:57.762408
3883,2341,2138,UPI,463.16,0.0,0.0,23.16,486.32,Paid,2025-12-29 02:48:22.479939
3884,2070,3999,UPI,149.57,0.0,0.0,7.48,157.05,Paid,2025-11-26 04:52:59.365568
3885,330,4651,Wallet,399.3,0.0,26.09,18.66,391.87,Paid,2025-12-02 15:49:23.919144
3886,3983,2985,UPI,344.28,93.75,0.0,21.9,459.93,Paid,2026-03-13 05:45:49.447531
3887,1693,4379,Cash,77.75,0.0,0.0,3.89,81.64,Paid,2025-12-18 04:09:27.957566
3888,3544,1659,Card,379.32,0.0,0.0,18.97,398.29,Paid,2026-02-03 21:21:11.140204
3889,810,3833,UPI,483.17,159.21,0.0,32.12,674.5,Paid,2025-12-29 03:13:53.063528
3890,130,44,UPI,223.4,0.0,0.0,11.17,234.57,Paid,2026-01-13 16:33:49.345821
3891,648,4648,Card,424.66,42.64,57.03,20.51,430.78,Paid,2025-12-06 22:15:28.387431
3892,2102,3990,Cash,400.83,0.0,0.0,20.04,420.87,Paid,2025-11-05 04:28:12.402415
3893,107,1794,UPI,52.18,0.0,0.0,2.61,54.79,Paid,2026-01-10 08:28:46.710139
3894,287,3159,UPI,423.61,0.0,117.49,15.31,0.0,Failed,2026-03-17 16:18:41.517416
3895,4744,4799,UPI,178.0,0.0,0.0,8.9,0.0,Failed,2026-01-04 23:17:55.876481
3896,2943,994,UPI,68.41,0.0,17.37,2.55,0.0,Failed,2025-10-07 12:18:52.670014
3897,194,915,UPI,391.24,62.2,0.0,22.67,476.11,Paid,2025-11-09 02:40:55.495294
3898,2628,3695,Cash,366.99,0.0,100.86,13.31,279.44,Paid,2026-02-19 01:33:22.527561
3899,1599,1005,Cash,78.39,0.0,0.0,3.92,82.31,Paid,2025-10-27 18:06:06.324967
3900,3010,1711,UPI,319.66,0.0,0.0,15.98,335.64,Paid,2026-04-03 09:26:07.115726
3901,1898,1048,Card,150.23,0.0,0.0,7.51,157.74,Paid,2026-02-14 11:40:35.421680
3902,557,3252,UPI,286.62,0.0,0.0,14.33,300.95,Paid,2026-01-26 21:48:34.198627
3903,1596,1569,UPI,139.9,43.08,0.0,9.15,0.0,Failed,2025-11-23 20:46:50.871238
3904,1094,4492,Wallet,255.91,0.0,0.0,12.8,268.71,Paid,2025-11-26 23:40:43.658295
3905,4357,1408,Card,439.58,0.0,0.0,21.98,461.56,Paid,2025-10-14 23:51:28.585351
3906,2472,1309,UPI,157.92,0.0,35.32,6.13,128.73,Paid,2026-01-07 05:12:21.058143
3907,1041,3320,Wallet,101.52,0.0,0.0,5.08,0.0,Failed,2025-10-12 04:20:44.382510
3908,2940,3551,Cash,495.51,206.08,0.0,35.08,736.67,Paid,2025-11-25 17:23:46.893927
3909,2590,921,UPI,377.46,0.0,0.0,18.87,396.33,Paid,2026-04-01 08:26:03.412401
3910,945,4982,UPI,316.71,0.0,37.43,13.96,293.24,Paid,2025-12-09 22:12:11.524654
3911,4385,279,UPI,459.83,52.82,0.0,25.63,538.28,Paid,2026-02-16 11:31:31.736971
3912,3640,3932,Cash,438.86,178.85,23.79,29.7,623.62,Paid,2025-12-04 18:39:30.818105
3913,3175,489,UPI,243.51,0.0,0.0,12.18,0.0,Failed,2026-01-20 08:17:12.351743
3914,3880,1913,UPI,152.99,0.0,35.64,5.87,123.22,Paid,2026-03-16 02:01:44.070650
3915,1883,1151,Card,214.17,0.0,0.0,10.71,224.88,Paid,2025-12-01 12:41:54.780719
3916,3969,2014,UPI,477.38,0.0,0.0,23.87,501.25,Paid,2026-01-18 01:08:46.706379
3917,916,1539,Wallet,257.1,108.6,0.0,18.29,383.99,Paid,2026-01-08 12:16:04.314243
3918,2136,4618,UPI,410.56,0.0,21.6,19.45,0.0,Failed,2025-12-11 13:50:46.789270
3919,2332,348,UPI,457.22,0.0,0.0,22.86,480.08,Paid,2026-01-04 22:18:30.237147
3920,1738,1189,UPI,443.69,84.0,0.0,26.38,554.07,Paid,2025-12-09 16:33:34.176127
3921,3716,2032,UPI,367.7,131.56,0.0,24.96,524.22,Paid,2025-10-15 06:42:15.795959
3922,3031,1542,UPI,138.81,0.0,0.0,6.94,145.75,Paid,2026-01-25 01:10:45.005084
3923,2100,801,UPI,125.91,0.0,0.0,6.3,0.0,Failed,2025-12-24 08:43:15.651725
3924,4387,165,Cash,156.65,52.02,35.21,8.67,182.13,Paid,2025-11-07 17:36:31.211689
3925,4560,553,UPI,382.76,111.81,108.54,19.3,405.33,Paid,2025-11-18 20:55:46.956098
3926,1786,1249,UPI,340.13,0.0,0.0,17.01,357.14,Paid,2026-03-18 18:53:05.410409
3927,2941,1183,Cash,233.86,0.0,30.91,10.15,213.1,Paid,2026-03-23 09:48:33.294868
3928,601,1976,Wallet,55.73,0.0,0.0,2.79,58.52,Paid,2025-12-29 16:54:37.946049
3929,46,4313,UPI,231.66,0.0,18.09,10.68,224.25,Paid,2025-12-26 16:03:50.892396
3930,4634,2692,UPI,222.82,0.0,0.0,11.14,233.96,Paid,2026-03-16 23:23:08.643433
3931,642,4934,Card,174.23,0.0,0.0,8.71,182.94,Paid,2026-03-30 01:07:55.990430
3932,3447,1450,UPI,52.77,0.0,0.0,2.64,55.41,Paid,2025-12-31 18:21:35.862194
3933,541,1396,UPI,212.17,0.0,48.41,8.19,171.95,Paid,2026-02-19 16:38:57.170692
3934,96,2743,UPI,330.96,0.0,0.0,16.55,347.51,Paid,2026-02-27 01:31:39.524477
3935,2037,4113,UPI,93.47,0.0,0.0,4.67,98.14,Paid,2026-02-23 23:32:01.005153
3936,4117,3006,Cash,321.72,0.0,0.0,16.09,337.81,Paid,2025-12-24 19:19:28.995552
3937,1244,2779,Wallet,421.26,49.17,0.0,23.52,0.0,Failed,2025-12-25 17:12:15.557920
3938,3155,2655,UPI,73.79,0.0,0.0,3.69,77.48,Paid,2026-02-09 05:05:56.721827
3939,2621,2293,Cash,289.42,0.0,0.0,14.47,303.89,Paid,2026-02-02 13:29:09.310974
3940,965,526,UPI,76.34,0.0,0.0,3.82,80.16,Paid,2025-11-16 15:55:04.494286
3941,252,4506,UPI,72.65,0.0,0.0,3.63,76.28,Paid,2026-03-14 23:14:46.575753
3942,2711,3878,UPI,317.83,0.0,57.11,13.04,0.0,Failed,2025-12-08 15:05:10.383770
3943,4666,2454,UPI,196.07,0.0,0.0,9.8,205.87,Paid,2026-03-04 07:45:17.264574
3944,1275,232,UPI,255.12,0.0,0.0,12.76,267.88,Paid,2025-12-29 15:32:22.298842
3945,2383,2737,Wallet,207.67,0.0,0.0,10.38,218.05,Paid,2025-12-25 22:22:04.972943
3946,414,780,UPI,103.06,0.0,0.0,5.15,108.21,Paid,2026-03-30 23:38:07.388091
3947,2255,2800,UPI,395.59,0.0,0.0,19.78,415.37,Paid,2026-04-05 13:49:11.565566
3948,2499,3167,UPI,399.57,114.74,0.0,25.72,540.03,Refunded,2026-03-08 08:20:31.678824
3949,1091,4580,Cash,353.95,0.0,0.0,17.7,371.65,Paid,2026-02-04 11:42:41.140901
3950,3752,3304,Cash,61.91,0.0,0.0,3.1,0.0,Failed,2026-02-18 11:06:09.862217
3951,206,704,UPI,215.95,0.0,0.0,10.8,226.75,Paid,2026-03-12 05:20:15.466424
3952,4096,2543,Cash,243.1,0.0,0.0,12.16,255.26,Paid,2025-10-07 17:52:44.169431
3953,582,417,Cash,229.23,0.0,27.04,10.11,212.3,Paid,2025-10-24 21:08:35.416836
3954,1936,2229,UPI,241.15,0.0,0.0,12.06,253.21,Paid,2026-04-01 10:15:17.588447
3955,453,3230,UPI,348.15,93.93,0.0,22.1,464.18,Paid,2025-11-19 12:54:31.488932
3956,2134,137,UPI,377.73,168.88,0.0,27.33,573.94,Paid,2025-10-19 09:13:52.573459
3957,4982,1746,Cash,483.98,0.0,138.67,17.27,362.58,Paid,2026-02-26 14:26:47.115600
3958,971,2650,UPI,141.9,0.0,28.43,5.67,119.14,Paid,2026-02-10 23:14:11.524011
3959,4844,1565,UPI,178.4,69.53,0.0,12.4,260.33,Paid,2025-11-15 13:38:48.445242
3960,2945,1787,UPI,451.4,48.1,0.0,24.98,524.48,Paid,2025-11-09 22:14:17.124655
3961,1770,633,Card,58.08,0.0,16.74,2.07,43.41,Paid,2026-02-14 14:24:16.597927
3962,2925,2190,UPI,407.22,0.0,87.01,16.01,336.22,Paid,2026-04-04 10:33:05.783315
3963,3357,875,UPI,56.72,0.0,0.0,2.84,0.0,Failed,2026-03-28 18:28:53.239164
3964,2718,242,Card,168.63,0.0,0.0,8.43,177.06,Paid,2026-04-03 16:39:17.450020
3965,337,1001,UPI,496.28,0.0,59.96,21.82,458.14,Paid,2026-02-03 09:57:15.262054
3966,3844,2173,Card,54.86,0.0,0.0,2.74,57.6,Paid,2026-04-04 19:50:58.044785
3967,2566,2269,Card,196.17,0.0,0.0,9.81,205.98,Paid,2026-02-22 10:53:00.539734
3968,2009,3423,UPI,170.26,0.0,0.0,8.51,178.77,Paid,2025-10-06 10:56:05.204828
3969,4455,2585,UPI,276.67,0.0,0.0,13.83,290.5,Paid,2025-10-31 05:48:19.642207
3970,3550,4111,UPI,394.5,0.0,0.0,19.73,414.23,Paid,2025-10-23 15:54:02.499387
3971,3077,1441,UPI,156.87,0.0,29.7,6.36,133.53,Paid,2026-03-18 12:42:14.511132
3972,1059,112,Wallet,52.35,9.18,0.0,3.08,64.61,Paid,2026-02-03 21:18:51.422292
3973,360,646,UPI,307.53,0.0,36.71,13.54,0.0,Failed,2026-02-16 02:34:26.319325
3974,1841,3964,UPI,377.99,0.0,83.57,14.72,309.14,Paid,2025-10-26 11:59:02.596499
3975,1004,3600,Cash,467.84,0.0,0.0,23.39,491.23,Paid,2025-12-15 19:14:58.711600
3976,4417,1606,UPI,454.78,0.0,0.0,22.74,477.52,Paid,2025-10-29 12:07:01.828410
3977,3986,1436,UPI,232.86,0.0,0.0,11.64,244.5,Paid,2026-01-22 23:45:25.893242
3978,2937,2594,Wallet,326.97,0.0,52.66,13.72,288.03,Paid,2025-10-13 00:01:30.900161
3979,1204,2874,Card,258.02,0.0,0.0,12.9,270.92,Paid,2025-12-31 15:17:51.943702
3980,3380,911,Wallet,462.39,0.0,0.0,23.12,485.51,Paid,2026-02-24 10:48:36.545203
3981,3195,3699,UPI,123.51,0.0,0.0,6.18,129.69,Paid,2026-01-20 04:32:24.643616
3982,346,3991,UPI,179.25,38.7,0.0,10.9,0.0,Failed,2026-02-09 15:34:19.141859
3983,4969,528,UPI,309.71,0.0,86.9,11.14,233.95,Paid,2026-03-04 01:45:57.896828
3984,2885,4977,UPI,330.15,0.0,58.24,13.6,285.51,Paid,2026-01-03 19:26:20.655555
3985,1368,2867,Cash,247.85,0.0,0.0,12.39,260.24,Paid,2025-12-09 04:42:42.478390
3986,3941,2533,UPI,342.38,0.0,0.0,17.12,359.5,Paid,2025-12-16 07:10:56.911219
3987,631,193,Wallet,485.82,121.33,0.0,30.36,637.51,Paid,2025-11-09 05:18:52.446931
3988,3606,4785,Cash,499.69,0.0,0.0,24.98,524.67,Paid,2026-02-03 12:26:42.709825
3989,2764,1891,UPI,240.17,0.0,0.0,12.01,252.18,Paid,2026-01-25 13:10:20.876691
3990,1734,2287,Cash,362.91,0.0,0.0,18.15,381.06,Paid,2025-11-22 16:41:26.046642
3991,3416,4885,Card,287.6,0.0,0.0,14.38,301.98,Paid,2026-03-01 09:09:26.454808
3992,142,3153,UPI,151.07,16.31,0.0,8.37,175.75,Paid,2025-11-08 21:45:29.838955
3993,1341,3677,Cash,371.23,0.0,102.19,13.45,282.49,Paid,2026-01-22 20:34:59.776786
3994,3239,85,UPI,74.36,0.0,9.04,3.27,68.59,Paid,2026-01-31 06:35:20.483337
3995,194,2939,UPI,127.72,0.0,10.1,5.88,123.5,Paid,2026-01-13 06:07:07.400771
3996,3706,1670,UPI,358.34,0.0,0.0,17.92,376.26,Paid,2025-11-24 16:14:56.509932
3997,4380,4752,Wallet,328.24,0.0,0.0,16.41,344.65,Paid,2026-03-04 07:46:52.599401
3998,937,79,UPI,119.31,0.0,7.88,5.57,117.0,Refunded,2025-11-21 16:23:06.467366
3999,272,3124,Card,198.38,0.0,0.0,9.92,208.3,Paid,2025-10-09 02:20:53.388370
4000,2414,2298,Cash,261.02,0.0,0.0,13.05,274.07,Paid,2026-02-01 10:02:49.826086
4001,4973,145,UPI,298.18,0.0,0.0,14.91,313.09,Paid,2025-10-24 00:11:00.227117
4002,1353,3292,Card,384.09,72.19,0.0,22.81,0.0,Failed,2026-01-23 05:49:28.218428
4003,1261,2283,Cash,472.4,0.0,0.0,23.62,496.02,Paid,2026-02-11 09:01:49.395487
4004,646,4894,UPI,160.81,0.0,0.0,8.04,168.85,Paid,2026-01-09 18:44:04.296288
4005,2567,1472,Cash,226.28,0.0,0.0,11.31,237.59,Paid,2026-03-12 09:52:20.778411
4006,65,3913,Wallet,422.16,0.0,78.6,17.18,360.74,Paid,2026-01-29 02:25:50.224509
4007,3913,1354,Cash,448.47,0.0,0.0,22.42,470.89,Refunded,2026-01-09 20:07:06.863171
4008,1761,4057,UPI,428.0,88.19,0.0,25.81,542.0,Paid,2025-12-05 08:30:21.739498
4009,2556,447,Wallet,187.02,0.0,0.0,9.35,196.37,Paid,2026-01-14 08:43:30.178845
4010,3438,2980,UPI,160.64,44.95,0.0,10.28,215.87,Paid,2026-02-24 18:18:25.675030
4011,1339,2583,UPI,162.21,0.0,0.0,8.11,170.32,Paid,2025-11-02 23:40:14.539392
4012,3577,760,Card,60.11,0.0,0.0,3.01,63.12,Paid,2026-03-08 04:31:27.233473
4013,4056,1805,UPI,310.63,123.82,0.0,21.72,456.17,Paid,2026-02-28 19:23:11.540929
4014,1133,1571,UPI,196.15,0.0,0.0,9.81,205.96,Paid,2025-10-21 00:58:20.534049
4015,641,4410,Card,199.75,0.0,0.0,9.99,209.74,Paid,2025-11-25 19:31:46.291378
4016,1830,83,Cash,333.93,0.0,0.0,16.7,350.63,Paid,2025-11-10 22:25:36.717002
4017,248,3996,UPI,333.7,92.13,19.69,20.31,426.45,Paid,2026-01-31 01:12:34.310969
4018,1199,2983,Cash,419.43,0.0,0.0,20.97,0.0,Failed,2026-02-19 07:41:40.635510
4019,4690,930,UPI,490.21,0.0,0.0,24.51,514.72,Paid,2026-01-15 15:43:58.530855
4020,1093,3338,Card,211.57,0.0,0.0,10.58,222.15,Paid,2026-03-29 08:46:00.213373
4021,2289,4611,Cash,259.87,0.0,0.0,12.99,272.86,Paid,2026-03-03 19:58:54.880276
4022,1992,4809,Card,120.87,0.0,16.93,5.2,109.14,Paid,2025-12-20 03:31:15.751396
4023,3360,199,UPI,101.94,20.81,0.0,6.14,128.89,Paid,2026-02-04 17:49:37.290612
4024,1965,379,UPI,203.45,54.27,0.0,12.89,270.61,Paid,2026-01-06 23:26:29.476094
4025,1056,3522,Card,51.0,19.89,0.0,3.54,74.43,Paid,2026-01-18 05:57:09.695432
4026,4160,1805,UPI,441.61,0.0,39.61,20.1,422.1,Paid,2025-11-24 04:53:27.535543
4027,792,2319,UPI,499.05,0.0,0.0,24.95,524.0,Paid,2025-10-19 19:25:20.547992
4028,290,2919,UPI,291.52,0.0,78.38,10.66,223.8,Paid,2025-10-19 07:11:59.776796
4029,3207,1334,Card,145.03,32.37,0.0,8.87,186.27,Paid,2025-11-29 00:47:08.176018
4030,2641,3888,UPI,165.83,0.0,0.0,8.29,174.12,Paid,2026-02-07 23:45:37.969152
4031,597,323,Cash,336.4,66.74,0.0,20.16,0.0,Failed,2025-11-11 20:56:25.053662
4032,4911,1924,Card,206.32,0.0,0.0,10.32,216.64,Paid,2026-03-04 10:16:15.585731
4033,4028,4138,Cash,406.2,0.0,0.0,20.31,426.51,Paid,2025-12-31 04:50:12.368075
4034,4731,3229,UPI,83.05,0.0,0.0,4.15,87.2,Paid,2026-01-30 06:53:55.464725
4035,912,1342,UPI,439.87,204.43,0.0,32.21,676.51,Paid,2025-10-24 16:25:15.988420
4036,2405,2853,UPI,97.42,0.0,0.0,4.87,102.29,Paid,2026-02-26 16:32:15.007474
4037,2922,4122,Card,355.51,0.0,0.0,17.78,0.0,Failed,2026-03-16 10:34:32.083844
4038,311,1757,UPI,278.15,0.0,0.0,13.91,292.06,Paid,2026-02-03 23:52:30.645886
4039,2767,2814,Wallet,156.25,25.18,0.0,9.07,190.5,Paid,2026-02-10 06:58:31.507625
4040,2065,2487,Card,391.12,0.0,0.0,19.56,410.68,Paid,2026-02-08 03:03:06.232636
4041,4355,3785,UPI,388.95,0.0,0.0,19.45,408.4,Paid,2025-11-29 14:31:33.427874
4042,3073,1101,UPI,383.92,0.0,0.0,19.2,403.12,Paid,2025-10-14 17:57:44.150922
4043,1560,551,Card,277.3,0.0,0.0,13.87,291.17,Paid,2026-01-28 17:06:26.412906
4044,1919,1226,Card,424.73,203.09,0.0,31.39,659.21,Paid,2026-02-03 14:03:51.626047
4045,2808,172,Cash,120.05,0.0,0.0,6.0,126.05,Paid,2025-12-11 00:31:29.770108
4046,4540,2037,Cash,83.28,0.0,0.0,4.16,87.44,Paid,2026-02-13 11:16:18.641861
4047,365,1732,Cash,192.66,0.0,31.07,8.08,169.67,Paid,2025-10-13 11:39:13.651628
4048,2215,1268,Wallet,348.79,70.6,0.0,20.97,440.36,Paid,2025-11-26 19:40:52.746478
4049,3328,1197,Cash,371.38,66.75,0.0,21.91,460.04,Paid,2026-03-13 22:23:03.514220
4050,4257,4911,UPI,63.61,0.0,0.0,3.18,66.79,Paid,2026-02-26 12:54:09.732674
4051,1521,1180,UPI,104.65,0.0,0.0,5.23,109.88,Paid,2026-01-07 16:34:12.340513
