Ride_ID,Booking_ID,Customer_ID,Driver_ID,Vehicle_ID,Pickup_Location,Drop_Location,Pickup_Latitude,Pickup_Longitude,Drop_Latitude,Drop_Longitude,Ride_Distance_km,Estimated_Duration_min,Actual_Duration_min,Ride_Status,Cancellation_Reason,Booking_Time,Pickup_Time,Drop_Time
4583,4874,507,215,22,"Navrangpura, Ahmedabad","Adajan, Surat",21.247244,72.862575,21.202953,72.827506,15.31,33,29,Cancelled,Long waiting time,2026-01-10 15:19:12.431505,2026-01-10 15:32:12.431505,
4584,3368,43,578,259,"Udhna, Surat","Electronic City, Bangalore",21.233521,72.852662,21.105526,72.872516,3.66,12,9,Completed,,2025-11-01 13:30:55.532405,2025-11-01 13:41:55.532405,2025-11-01 13:50:55.532405
4585,4544,4276,659,301,"Kothrud, Pune","Bandra, Mumbai",21.146299,72.887449,21.194244,72.866356,2.91,7,4,Completed,,2025-11-15 23:07:42.451389,2025-11-15 23:12:42.451389,2025-11-15 23:16:42.451389
4586,4911,1416,348,539,"Connaught Place, Delhi","Katargam, Surat",21.111849,72.80983,21.127321,72.807016,19.75,70,73,Completed,,2025-11-23 03:03:06.561103,2025-11-23 03:06:06.561103,2025-11-23 04:19:06.561103
4587,2994,4793,827,753,"Udhna, Surat","Indiranagar, Bangalore",21.197557,72.764982,21.229489,72.81553,17.38,37,43,Completed,,2025-12-06 10:10:30.133982,2025-12-06 10:18:30.133982,2025-12-06 11:01:30.133982
4588,1751,2591,455,177,"Karol Bagh, Delhi","Hinjewadi, Pune",21.131182,72.802353,21.16341,72.864974,10.37,37,47,Cancelled,Long waiting time,2025-11-11 14:34:48.876774,2025-11-11 14:41:48.876774,
4589,4758,2033,871,697,"Connaught Place, Delhi","Karol Bagh, Delhi",21.189507,72.883233,21.136441,72.869548,16.06,32,30,Cancelled,Long waiting time,2026-02-21 19:47:31.933685,2026-02-21 19:50:31.933685,
4590,929,3117,568,594,"Vesu, Surat","Saket, Delhi",21.132494,72.817925,21.172929,72.866464,6.63,14,23,Completed,,2025-12-23 05:45:52.287315,2025-12-23 06:00:52.287315,2025-12-23 06:23:52.287315
4591,3867,3347,340,134,"Borivali, Mumbai","Borivali, Mumbai",21.183552,72.864013,21.153588,72.797773,1.87,4,13,Completed,,2026-03-11 13:01:47.628175,2026-03-11 13:08:47.628175,2026-03-11 13:21:47.628175
4592,2855,4820,421,165,"BTM Layout, Bangalore","Navrangpura, Ahmedabad",21.111368,72.848936,21.173925,72.829954,18.06,40,35,Completed,,2025-12-11 09:29:37.484763,2025-12-11 09:34:37.484763,2025-12-11 10:09:37.484763
4593,584,4526,6,564,"Connaught Place, Delhi","Bopal, Ahmedabad",21.189636,72.825994,21.197982,72.782881,4.06,15,13,Completed,,2026-01-17 05:18:05.020939,2026-01-17 05:23:05.020939,2026-01-17 05:36:05.020939
4594,3059,871,762,502,"Wakad, Pune","Karol Bagh, Delhi",21.249246,72.764584,21.237993,72.848172,14.55,30,31,Completed,,2026-02-07 05:25:47.471831,2026-02-07 05:40:47.471831,2026-02-07 06:11:47.471831
4595,183,3003,571,696,"Whitefield, Bangalore","Hinjewadi, Pune",21.135878,72.868408,21.171314,72.756619,19.62,41,36,Cancelled,Driver cancelled,2025-10-28 17:11:11.894598,2025-10-28 17:18:11.894598,
4596,115,3742,234,439,"Maninagar, Ahmedabad","Bandra, Mumbai",21.205443,72.869099,21.108556,72.756667,3.55,11,15,Completed,,2025-12-30 10:53:00.177735,2025-12-30 11:04:00.177735,2025-12-30 11:19:00.177735
4597,3422,4198,997,162,"Powai, Mumbai","Karol Bagh, Delhi",21.214479,72.898689,21.220881,72.830572,3.93,10,9,No-Show,Payment issue,2025-12-18 11:50:20.767513,2025-12-18 12:03:20.767513,
4598,1588,509,784,556,"Dadar, Mumbai","Rohini, Delhi",21.172978,72.764828,21.119418,72.805934,15.82,34,43,Completed,,2026-01-29 19:49:21.264480,2026-01-29 19:56:21.264480,2026-01-29 20:39:21.264480
4599,2991,4003,933,250,"Dwarka, Delhi","Wakad, Pune",21.202036,72.887394,21.184663,72.869758,18.76,45,52,Completed,,2025-10-31 19:27:04.970114,2025-10-31 19:37:04.970114,2025-10-31 20:29:04.970114
4600,2914,1828,116,465,"Kothrud, Pune","Electronic City, Bangalore",21.214785,72.819474,21.135468,72.812326,4.27,9,4,Completed,,2025-10-13 09:39:29.271230,2025-10-13 09:49:29.271230,2025-10-13 09:53:29.271230
4601,2306,4609,28,793,"Navrangpura, Ahmedabad","Vesu, Surat",21.159058,72.814699,21.190854,72.899909,2.37,8,11,Cancelled,Payment issue,2026-03-29 07:03:00.203027,2026-03-29 07:18:00.203027,
4602,4282,846,107,384,"Dadar, Mumbai","Satellite, Ahmedabad",21.203918,72.815605,21.157216,72.851719,9.64,25,25,Completed,,2025-10-31 16:11:27.113822,2025-10-31 16:19:27.113822,2025-10-31 16:44:27.113822
4603,3592,2547,163,172,"Whitefield, Bangalore","BTM Layout, Bangalore",21.135368,72.801954,21.186652,72.81922,19.29,47,51,Completed,,2026-03-28 05:32:31.426323,2026-03-28 05:47:31.426323,2026-03-28 06:38:31.426323
4604,2446,2389,552,554,"Rohini, Delhi","Bopal, Ahmedabad",21.217337,72.87023,21.227091,72.773326,15.84,41,46,Completed,,2025-11-24 17:07:12.165361,2025-11-24 17:09:12.165361,2025-11-24 17:55:12.165361
4605,3274,4134,880,172,"Dadar, Mumbai","Katargam, Surat",21.110531,72.867027,21.13901,72.762059,14.64,44,43,Completed,,2026-02-01 09:27:59.521599,2026-02-01 09:31:59.521599,2026-02-01 10:14:59.521599
4606,3009,3606,321,582,"Adajan, Surat","Hinjewadi, Pune",21.119567,72.86071,21.209517,72.892848,18.99,45,46,Completed,,2025-11-24 13:50:51.580096,2025-11-24 14:01:51.580096,2025-11-24 14:47:51.580096
4607,3133,2321,124,31,"Katargam, Surat","BTM Layout, Bangalore",21.203503,72.815707,21.244065,72.88337,5.17,14,10,Completed,,2026-01-27 03:22:40.606104,2026-01-27 03:31:40.606104,2026-01-27 03:41:40.606104
4608,916,558,949,385,"Powai, Mumbai","Wakad, Pune",21.208709,72.851313,21.217658,72.863607,13.21,43,38,Cancelled,Driver cancelled,2025-12-06 07:20:39.182581,2025-12-06 07:35:39.182581,
4609,4006,1518,899,141,"Rohini, Delhi","Rohini, Delhi",21.218971,72.854039,21.228298,72.841561,17.4,44,49,No-Show,Driver not available,2025-11-12 02:20:00.717301,2025-11-12 02:26:00.717301,
4610,3602,3779,40,364,"Kothrud, Pune","Whitefield, Bangalore",21.108536,72.885983,21.118522,72.801226,12.67,39,49,Completed,,2025-11-14 00:09:52.021505,2025-11-14 00:22:52.021505,2025-11-14 01:11:52.021505
4611,176,1456,74,47,"Adajan, Surat","Adajan, Surat",21.157472,72.884113,21.152101,72.867031,11.77,35,30,Cancelled,Payment issue,2026-02-14 14:03:31.839465,2026-02-14 14:09:31.839465,
4612,2213,1382,351,769,"Saket, Delhi","Udhna, Surat",21.198586,72.79911,21.124794,72.784173,5.04,16,18,Completed,,2026-03-11 06:01:58.796263,2026-03-11 06:09:58.796263,2026-03-11 06:27:58.796263
4613,4239,2058,32,154,"Dadar, Mumbai","Kothrud, Pune",21.119151,72.81546,21.122928,72.898103,7.3,17,20,Cancelled,Long waiting time,2025-12-26 23:58:40.621883,2025-12-27 00:05:40.621883,
4614,4592,662,740,661,"Connaught Place, Delhi","Udhna, Surat",21.133079,72.804744,21.166759,72.855609,12.17,32,31,Completed,,2025-10-11 20:03:36.606108,2025-10-11 20:13:36.606108,2025-10-11 20:44:36.606108
4615,2564,4954,121,518,"Udhna, Surat","Bopal, Ahmedabad",21.155828,72.819258,21.128277,72.754405,13.05,31,28,No-Show,Driver not available,2025-11-06 09:41:21.426818,2025-11-06 09:55:21.426818,
4616,3293,1773,444,40,"Andheri, Mumbai","Powai, Mumbai",21.102248,72.809475,21.19067,72.788535,15.94,41,44,Cancelled,Driver not available,2025-11-29 09:27:10.055886,2025-11-29 09:36:10.055886,
4617,3434,2289,173,288,"Powai, Mumbai","Wakad, Pune",21.187024,72.827902,21.104937,72.785332,16.07,61,59,Completed,,2025-11-16 00:41:00.609016,2025-11-16 00:45:00.609016,2025-11-16 01:44:00.609016
4618,1308,4485,508,547,"Wakad, Pune","Bopal, Ahmedabad",21.247744,72.890815,21.14517,72.842954,15.28,49,48,Cancelled,Driver cancelled,2026-03-10 22:58:44.273986,2026-03-10 23:00:44.273986,
4619,4384,1955,873,700,"Katargam, Surat","Connaught Place, Delhi",21.2223,72.818393,21.233321,72.822542,5.81,18,27,Completed,,2026-03-14 05:25:10.687735,2026-03-14 05:31:10.687735,2026-03-14 05:58:10.687735
4620,3147,322,442,404,"BTM Layout, Bangalore","Navrangpura, Ahmedabad",21.247345,72.753477,21.243363,72.779554,3.83,8,4,Completed,,2025-12-22 22:09:17.624368,2025-12-22 22:23:17.624368,2025-12-22 22:27:17.624368
4621,4425,2852,382,629,"Hinjewadi, Pune","Kothrud, Pune",21.124641,72.775219,21.186501,72.795418,19.97,75,75,Completed,,2026-04-04 13:44:06.995256,2026-04-04 13:48:06.995256,2026-04-04 15:03:06.995256
4622,3803,479,571,108,"Karol Bagh, Delhi","Dwarka, Delhi",21.132554,72.857012,21.240233,72.799827,10.81,37,46,Cancelled,Payment issue,2025-12-30 13:11:22.942880,2025-12-30 13:25:22.942880,
4623,102,3258,79,711,"Hinjewadi, Pune","Navrangpura, Ahmedabad",21.118552,72.824598,21.151734,72.782547,15.69,46,54,Completed,,2025-10-28 23:27:23.854545,2025-10-28 23:32:23.854545,2025-10-29 00:26:23.854545
4624,4762,4267,694,749,"Karol Bagh, Delhi","Electronic City, Bangalore",21.166197,72.853441,21.206963,72.885618,8.23,29,27,Completed,,2025-10-16 19:39:30.985183,2025-10-16 19:46:30.985183,2025-10-16 20:13:30.985183
4625,2599,3046,886,639,"Powai, Mumbai","Kothrud, Pune",21.11274,72.81816,21.163396,72.883136,19.09,56,65,Completed,,2025-11-25 01:44:38.931743,2025-11-25 01:53:38.931743,2025-11-25 02:58:38.931743
4626,4837,7,29,553,"Udhna, Surat","Katargam, Surat",21.192361,72.874626,21.165327,72.854612,8.45,24,24,No-Show,Payment issue,2026-02-23 14:18:41.516071,2026-02-23 14:23:41.516071,
4627,3906,3892,836,356,"Andheri, Mumbai","Bandra, Mumbai",21.186723,72.796519,21.16675,72.77582,5.12,16,16,Completed,,2026-02-14 00:04:35.382954,2026-02-14 00:17:35.382954,2026-02-14 00:33:35.382954
4628,51,1874,941,216,"Vesu, Surat","Viman Nagar, Pune",21.243518,72.774055,21.122802,72.75699,2.4,6,16,No-Show,Payment issue,2026-04-05 14:35:21.457994,2026-04-05 14:39:21.457994,
4629,145,645,816,442,"Bopal, Ahmedabad","Powai, Mumbai",21.198645,72.881629,21.245833,72.873297,13.4,44,48,Cancelled,Driver cancelled,2025-10-15 18:28:57.083856,2025-10-15 18:42:57.083856,
4630,4130,3799,741,249,"Adajan, Surat","Satellite, Ahmedabad",21.179621,72.885968,21.15604,72.899849,2.63,9,6,Completed,,2026-01-22 20:19:51.412008,2026-01-22 20:32:51.412008,2026-01-22 20:38:51.412008
4631,2955,374,217,558,"Adajan, Surat","Andheri, Mumbai",21.207338,72.876028,21.243614,72.838305,18.22,69,68,Completed,,2025-10-25 21:12:03.800157,2025-10-25 21:16:03.800157,2025-10-25 22:24:03.800157
4632,4254,3075,143,445,"Dadar, Mumbai","Vesu, Surat",21.24012,72.844869,21.132085,72.871645,17.55,41,44,Cancelled,Driver cancelled,2026-02-13 23:20:47.650889,2026-02-13 23:34:47.650889,
4633,1102,2124,497,441,"Dadar, Mumbai","Maninagar, Ahmedabad",21.189591,72.835954,21.170404,72.795568,1.93,4,7,Cancelled,Driver cancelled,2026-03-29 21:54:40.943887,2026-03-29 22:00:40.943887,
4634,4566,2485,337,237,"Vesu, Surat","Saket, Delhi",21.104166,72.818218,21.122565,72.801213,16.07,62,71,Completed,,2026-02-13 10:49:30.676233,2026-02-13 11:04:30.676233,2026-02-13 12:15:30.676233
4635,17,236,769,355,"Satellite, Ahmedabad","Borivali, Mumbai",21.151499,72.852909,21.203418,72.846528,6.15,22,19,Completed,,2025-11-19 14:12:25.590037,2025-11-19 14:20:25.590037,2025-11-19 14:39:25.590037
4636,4010,1770,533,554,"Vesu, Surat","Bandra, Mumbai",21.133228,72.815498,21.193865,72.820602,7.54,27,36,Completed,,2025-12-29 06:26:36.856574,2025-12-29 06:34:36.856574,2025-12-29 07:10:36.856574
4637,2465,1536,41,458,"Vesu, Surat","Saket, Delhi",21.124218,72.755525,21.222041,72.760819,10.45,24,31,Completed,,2026-02-12 12:16:48.431823,2026-02-12 12:31:48.431823,2026-02-12 13:02:48.431823
4638,186,4662,247,248,"Udhna, Surat","Electronic City, Bangalore",21.121918,72.77781,21.126457,72.877308,2.84,6,1,Completed,,2025-12-05 04:14:49.822435,2025-12-05 04:27:49.822435,2025-12-05 04:28:49.822435
4639,900,890,909,24,"Bandra, Mumbai","Satellite, Ahmedabad",21.20125,72.786309,21.175512,72.868377,8.0,20,17,Completed,,2025-11-03 16:09:06.450191,2025-11-03 16:12:06.450191,2025-11-03 16:29:06.450191
4640,2816,4812,60,229,"Udhna, Surat","Whitefield, Bangalore",21.10371,72.834416,21.243671,72.896678,16.54,44,39,Cancelled,Driver not available,2025-11-18 10:52:29.533918,2025-11-18 11:01:29.533918,
4641,2175,1035,369,266,"Udhna, Surat","Kothrud, Pune",21.12631,72.754081,21.22828,72.896119,9.87,29,24,Completed,,2026-01-06 11:34:14.544345,2026-01-06 11:43:14.544345,2026-01-06 12:07:14.544345
4642,284,3830,392,445,"Bopal, Ahmedabad","BTM Layout, Bangalore",21.100125,72.825603,21.191086,72.86323,5.57,16,12,Completed,,2025-10-19 15:51:57.733885,2025-10-19 16:02:57.733885,2025-10-19 16:14:57.733885
4643,3838,3770,347,544,"Adajan, Surat","Powai, Mumbai",21.121701,72.882311,21.108581,72.782145,1.51,4,2,Completed,,2026-02-06 22:20:24.701190,2026-02-06 22:29:24.701190,2026-02-06 22:31:24.701190
4644,1667,1218,965,769,"Karol Bagh, Delhi","Indiranagar, Bangalore",21.177877,72.769538,21.218652,72.862459,6.84,13,17,Completed,,2025-10-09 05:07:46.480732,2025-10-09 05:12:46.480732,2025-10-09 05:29:46.480732
4645,3614,359,592,139,"Powai, Mumbai","Katargam, Surat",21.156933,72.827316,21.113191,72.872959,6.89,26,21,Cancelled,Long waiting time,2026-01-13 06:33:05.724003,2026-01-13 06:43:05.724003,
4646,1083,1360,601,234,"Adajan, Surat","Adajan, Surat",21.171708,72.759715,21.199767,72.84584,4.62,10,18,Cancelled,Customer cancelled,2025-11-12 16:54:53.859418,2025-11-12 17:09:53.859418,
4647,1987,4493,994,425,"Andheri, Mumbai","Viman Nagar, Pune",21.191213,72.883188,21.132333,72.808942,10.57,41,45,Completed,,2025-12-04 21:37:08.079082,2025-12-04 21:43:08.079082,2025-12-04 22:28:08.079082
4648,4465,4664,133,121,"Borivali, Mumbai","BTM Layout, Bangalore",21.114849,72.765469,21.158867,72.822324,12.91,34,43,Completed,,2025-11-04 15:26:47.148335,2025-11-04 15:36:47.148335,2025-11-04 16:19:47.148335
4649,3142,793,310,353,"Whitefield, Bangalore","Indiranagar, Bangalore",21.153713,72.85409,21.235153,72.887733,8.42,31,30,Completed,,2026-01-10 22:20:29.717950,2026-01-10 22:23:29.717950,2026-01-10 22:53:29.717950
4650,1794,2819,504,232,"Whitefield, Bangalore","Rohini, Delhi",21.172474,72.773401,21.191761,72.877734,18.29,67,65,Completed,,2025-10-31 22:01:52.813563,2025-10-31 22:13:52.813563,2025-10-31 23:18:52.813563
4651,4929,1760,133,407,"Viman Nagar, Pune","Vesu, Surat",21.160078,72.763069,21.219524,72.84904,8.88,27,24,Completed,,2026-02-14 19:40:28.750803,2026-02-14 19:42:28.750803,2026-02-14 20:06:28.750803
4652,3651,1638,376,728,"Adajan, Surat","Udhna, Surat",21.137166,72.805555,21.165106,72.779288,3.1,11,7,Completed,,2026-01-20 17:34:37.490843,2026-01-20 17:48:37.490843,2026-01-20 17:55:37.490843
4653,2275,4739,437,146,"Navrangpura, Ahmedabad","Andheri, Mumbai",21.162985,72.849436,21.159997,72.816001,5.15,12,21,Completed,,2026-03-19 06:14:56.961338,2026-03-19 06:29:56.961338,2026-03-19 06:50:56.961338
4654,2788,2875,78,119,"Borivali, Mumbai","Adajan, Surat",21.243215,72.863415,21.195637,72.781181,17.07,63,59,Completed,,2025-10-15 22:59:04.775750,2025-10-15 23:10:04.775750,2025-10-16 00:09:04.775750
4655,4174,3959,712,588,"Bopal, Ahmedabad","Dadar, Mumbai",21.171408,72.845042,21.139026,72.822059,14.24,41,50,Cancelled,Driver cancelled,2025-12-01 12:00:41.418236,2025-12-01 12:11:41.418236,
4656,3782,4538,518,533,"Rohini, Delhi","Adajan, Surat",21.226851,72.75846,21.107242,72.764231,4.51,14,19,Cancelled,Payment issue,2025-12-31 04:02:51.819383,2025-12-31 04:08:51.819383,
4657,1001,4539,387,334,"Dwarka, Delhi","Indiranagar, Bangalore",21.132822,72.824896,21.157773,72.89578,17.83,66,69,Completed,,2026-03-24 13:41:04.055395,2026-03-24 13:53:04.055395,2026-03-24 15:02:04.055395
4658,3705,3130,824,347,"BTM Layout, Bangalore","Maninagar, Ahmedabad",21.211782,72.877832,21.119186,72.89458,14.65,50,59,Completed,,2025-11-21 17:46:55.306036,2025-11-21 17:54:55.306036,2025-11-21 18:53:55.306036
4659,3115,3611,604,530,"Dwarka, Delhi","Viman Nagar, Pune",21.189176,72.770791,21.195144,72.852597,14.23,33,38,Completed,,2026-01-02 11:49:46.536890,2026-01-02 12:03:46.536890,2026-01-02 12:41:46.536890
4660,1986,1740,493,454,"Hinjewadi, Pune","Navrangpura, Ahmedabad",21.164397,72.847349,21.210304,72.89242,12.13,25,32,Cancelled,Driver cancelled,2026-01-20 04:55:03.519979,2026-01-20 05:08:03.519979,
4661,4884,948,259,311,"Saket, Delhi","Viman Nagar, Pune",21.190007,72.806506,21.198064,72.832353,14.93,48,49,Completed,,2026-01-31 17:02:14.503359,2026-01-31 17:10:14.503359,2026-01-31 17:59:14.503359
4662,3497,1312,253,451,"Satellite, Ahmedabad","Powai, Mumbai",21.185436,72.808626,21.130755,72.835975,6.05,15,13,Completed,,2026-04-01 20:11:25.062318,2026-04-01 20:23:25.062318,2026-04-01 20:36:25.062318
4663,43,3664,755,329,"Satellite, Ahmedabad","Borivali, Mumbai",21.151739,72.804871,21.184002,72.783129,12.64,49,55,Completed,,2026-03-17 02:30:11.528580,2026-03-17 02:35:11.528580,2026-03-17 03:30:11.528580
4664,449,2803,210,513,"Vesu, Surat","Navrangpura, Ahmedabad",21.134786,72.813041,21.1597,72.757706,10.72,36,36,Completed,,2025-11-28 07:20:44.155459,2025-11-28 07:30:44.155459,2025-11-28 08:06:44.155459
4665,3393,3684,995,531,"Bandra, Mumbai","Wakad, Pune",21.192976,72.815542,21.205541,72.869656,4.71,17,24,Completed,,2025-11-19 16:28:52.473952,2025-11-19 16:41:52.473952,2025-11-19 17:05:52.473952
4666,4902,4661,164,160,"Katargam, Surat","Udhna, Surat",21.201709,72.840773,21.118312,72.76219,5.15,20,22,Completed,,2025-11-04 01:47:29.655334,2025-11-04 01:50:29.655334,2025-11-04 02:12:29.655334
4667,2473,1039,951,671,"Navrangpura, Ahmedabad","Indiranagar, Bangalore",21.24574,72.88774,21.21628,72.761539,11.2,25,30,Completed,,2026-02-02 22:54:23.608794,2026-02-02 23:00:23.608794,2026-02-02 23:30:23.608794
4668,774,168,233,111,"Rohini, Delhi","Indiranagar, Bangalore",21.108519,72.851572,21.21025,72.76999,18.05,37,36,Completed,,2026-02-18 20:31:10.921435,2026-02-18 20:44:10.921435,2026-02-18 21:20:10.921435
4669,2556,1144,717,495,"Maninagar, Ahmedabad","Karol Bagh, Delhi",21.138785,72.77559,21.235874,72.872474,2.24,5,15,Cancelled,Driver cancelled,2026-03-15 14:20:10.961174,2026-03-15 14:25:10.961174,
4670,42,164,632,119,"Vesu, Surat","Rohini, Delhi",21.206992,72.753738,21.16017,72.899272,18.5,55,50,Completed,,2025-10-24 03:01:08.386359,2025-10-24 03:11:08.386359,2025-10-24 04:01:08.386359
4671,3221,4635,434,289,"Navrangpura, Ahmedabad","Karol Bagh, Delhi",21.175397,72.87923,21.100113,72.896847,4.39,13,13,Completed,,2025-12-28 01:26:07.789588,2025-12-28 01:28:07.789588,2025-12-28 01:41:07.789588
4672,4556,1365,489,333,"Udhna, Surat","Rohini, Delhi",21.195979,72.854627,21.235973,72.790625,9.1,26,31,Completed,,2026-03-04 21:35:28.475853,2026-03-04 21:42:28.475853,2026-03-04 22:13:28.475853
4673,1668,1440,259,192,"Udhna, Surat","Indiranagar, Bangalore",21.100063,72.784444,21.211242,72.889032,8.55,20,23,Completed,,2026-03-14 01:21:53.405581,2026-03-14 01:27:53.405581,2026-03-14 01:50:53.405581
4674,1121,3075,993,732,"Andheri, Mumbai","Powai, Mumbai",21.206446,72.872881,21.143675,72.778103,11.23,28,25,Completed,,2026-03-05 01:56:12.155547,2026-03-05 02:03:12.155547,2026-03-05 02:28:12.155547
4675,3603,2075,51,461,"Bandra, Mumbai","Adajan, Surat",21.16472,72.815752,21.220605,72.793414,8.9,19,20,Completed,,2025-10-27 03:46:14.574058,2025-10-27 03:57:14.574058,2025-10-27 04:17:14.574058
4676,1587,1891,989,141,"Whitefield, Bangalore","Bandra, Mumbai",21.190657,72.781408,21.20584,72.836144,3.44,10,19,Cancelled,Driver not available,2025-12-11 23:34:57.836781,2025-12-11 23:36:57.836781,
4677,2900,1135,143,361,"Hinjewadi, Pune","Hinjewadi, Pune",21.185798,72.895553,21.229054,72.890755,19.26,63,63,Cancelled,Customer cancelled,2026-03-15 08:51:29.570546,2026-03-15 09:03:29.570546,
4678,3668,3229,980,724,"Saket, Delhi","Dwarka, Delhi",21.111293,72.803567,21.108613,72.895354,1.83,5,0,Completed,,2026-02-24 18:20:53.492217,2026-02-24 18:33:53.492217,2026-02-24 18:33:53.492217
4679,1845,4509,124,648,"BTM Layout, Bangalore","Dwarka, Delhi",21.167939,72.859536,21.202446,72.841971,19.84,60,56,Cancelled,Driver cancelled,2026-02-18 08:41:51.331766,2026-02-18 08:44:51.331766,
4680,1144,1251,342,568,"Viman Nagar, Pune","Dwarka, Delhi",21.181076,72.840711,21.192073,72.844443,12.9,41,37,Completed,,2026-02-15 15:01:59.886395,2026-02-15 15:16:59.886395,2026-02-15 15:53:59.886395
4681,1142,79,362,122,"Indiranagar, Bangalore","Borivali, Mumbai",21.245333,72.823187,21.249821,72.778935,2.41,9,18,Cancelled,Driver not available,2026-02-17 11:45:21.490296,2026-02-17 11:55:21.490296,
4682,1822,769,133,186,"Kothrud, Pune","Vesu, Surat",21.186684,72.827973,21.237021,72.795757,19.77,75,78,No-Show,Long waiting time,2026-04-02 06:07:30.498479,2026-04-02 06:16:30.498479,
4683,4581,4449,994,258,"Rohini, Delhi","Adajan, Surat",21.232965,72.763033,21.242005,72.843406,5.57,18,14,Cancelled,Driver cancelled,2026-02-05 16:01:45.094818,2026-02-05 16:11:45.094818,
4684,3026,247,949,232,"Wakad, Pune","Electronic City, Bangalore",21.129257,72.813827,21.119607,72.774211,19.82,72,74,Completed,,2026-01-22 17:14:48.363409,2026-01-22 17:18:48.363409,2026-01-22 18:32:48.363409
4685,2651,2658,628,667,"Dadar, Mumbai","Powai, Mumbai",21.178694,72.811577,21.209514,72.879967,15.84,33,42,Completed,,2025-11-10 11:16:12.775781,2025-11-10 11:27:12.775781,2025-11-10 12:09:12.775781
4686,1723,3007,104,696,"Andheri, Mumbai","Wakad, Pune",21.158636,72.896694,21.239161,72.869761,19.04,56,62,Completed,,2025-12-29 10:58:07.092777,2025-12-29 11:05:07.092777,2025-12-29 12:07:07.092777
4687,2036,463,443,219,"Satellite, Ahmedabad","Connaught Place, Delhi",21.212332,72.861249,21.130745,72.758293,12.52,44,49,Completed,,2025-12-08 02:53:29.219673,2025-12-08 02:55:29.219673,2025-12-08 03:44:29.219673
4688,4614,4694,590,118,"Satellite, Ahmedabad","Satellite, Ahmedabad",21.195293,72.897228,21.142355,72.807739,14.61,44,40,Cancelled,Customer cancelled,2025-11-10 11:28:59.947665,2025-11-10 11:42:59.947665,
4689,4825,4568,381,748,"Navrangpura, Ahmedabad","Indiranagar, Bangalore",21.188122,72.790935,21.189168,72.841726,7.57,20,27,Cancelled,Payment issue,2025-10-30 00:29:12.594713,2025-10-30 00:43:12.594713,
4690,1767,1989,17,412,"Hinjewadi, Pune","Connaught Place, Delhi",21.216388,72.777289,21.13033,72.796249,19.38,62,72,Completed,,2026-01-25 18:48:20.751091,2026-01-25 19:02:20.751091,2026-01-25 20:14:20.751091
4691,3034,2031,466,644,"Wakad, Pune","Viman Nagar, Pune",21.15637,72.791166,21.216401,72.837479,7.98,25,21,Completed,,2026-02-06 02:37:22.783879,2026-02-06 02:39:22.783879,2026-02-06 03:00:22.783879
4692,3754,4271,767,528,"Electronic City, Bangalore","Viman Nagar, Pune",21.209902,72.800967,21.225855,72.783897,2.27,6,6,Cancelled,Long waiting time,2025-12-31 07:05:42.241116,2025-12-31 07:09:42.241116,
4693,3914,1205,5,581,"Borivali, Mumbai","Saket, Delhi",21.161047,72.876407,21.148979,72.775145,2.08,6,16,Cancelled,Long waiting time,2026-02-05 04:30:56.994607,2026-02-05 04:37:56.994607,
4694,1174,65,142,39,"Maninagar, Ahmedabad","Whitefield, Bangalore",21.189572,72.816137,21.208667,72.841709,16.04,47,45,Completed,,2025-11-14 19:53:53.999985,2025-11-14 20:00:53.999985,2025-11-14 20:45:53.999985
4695,1848,2163,20,173,"Borivali, Mumbai","Wakad, Pune",21.162661,72.884118,21.214783,72.893924,10.4,20,30,Cancelled,Driver not available,2026-01-19 07:03:12.110314,2026-01-19 07:18:12.110314,
4696,2024,2408,919,459,"Maninagar, Ahmedabad","Kothrud, Pune",21.102603,72.77508,21.121123,72.752769,3.89,9,5,Completed,,2026-03-16 18:46:32.873856,2026-03-16 18:53:32.873856,2026-03-16 18:58:32.873856
4697,4071,3417,425,20,"Electronic City, Bangalore","Satellite, Ahmedabad",21.195871,72.757875,21.139772,72.83799,12.29,28,37,Cancelled,Driver not available,2025-11-23 02:10:14.283849,2025-11-23 02:25:14.283849,
4698,1025,4668,711,316,"Andheri, Mumbai","Bandra, Mumbai",21.121834,72.793167,21.100117,72.892356,11.96,35,41,Completed,,2025-10-31 10:40:16.566380,2025-10-31 10:55:16.566380,2025-10-31 11:36:16.566380
4699,1694,3689,881,230,"Satellite, Ahmedabad","Dwarka, Delhi",21.202834,72.76905,21.142174,72.847081,12.64,36,36,Cancelled,Long waiting time,2025-11-29 15:28:33.633671,2025-11-29 15:30:33.633671,
4700,2305,4097,820,364,"Connaught Place, Delhi","Bandra, Mumbai",21.159253,72.887446,21.113349,72.780957,8.92,19,15,Completed,,2025-11-12 18:10:25.098167,2025-11-12 18:22:25.098167,2025-11-12 18:37:25.098167
4701,1639,3512,888,630,"Vesu, Surat","BTM Layout, Bangalore",21.111187,72.875535,21.140593,72.826957,8.13,28,25,Completed,,2025-12-14 13:23:42.925803,2025-12-14 13:34:42.925803,2025-12-14 13:59:42.925803
4702,1907,677,373,281,"Vesu, Surat","Rohini, Delhi",21.22749,72.756533,21.202603,72.755187,9.84,34,32,Completed,,2026-02-20 16:27:26.017010,2026-02-20 16:36:26.017010,2026-02-20 17:08:26.017010
