Booking_ID,Customer_ID,Booking_Time,Ride_Type,Pickup_Location,Drop_Location,Estimated_Fare,Estimated_Distance_km,Estimated_Time_min,Booking_Status,Cancellation_Time,Cancellation_By
4318,2061,2026-01-27 05:59:34.382385,Instant,"Connaught Place, Delhi","Indiranagar, Bangalore",354.56,24.31,62,Cancelled,2026-01-27 06:01:34.382385,Customer
4319,2161,2025-11-25 11:43:01.365683,Instant,"Katargam, Surat","Kothrud, Pune",311.42,23.28,47,Completed,,
4320,1609,2026-04-04 13:19:55.349958,Instant,"Dadar, Mumbai","Satellite, Ahmedabad",201.19,17.02,62,Completed,,
4321,1537,2025-11-07 10:46:58.023633,Instant,"Hinjewadi, Pune","Andheri, Mumbai",203.81,13.58,36,Completed,,
4322,552,2025-11-05 21:53:09.389416,Scheduled,"Indiranagar, Bangalore","Katargam, Surat",179.36,10.24,21,Completed,,
4323,2825,2026-01-31 12:20:02.939645,Instant,"Whitefield, Bangalore","Dadar, Mumbai",397.15,21.21,52,Cancelled,2026-01-31 12:26:02.939645,System
4324,1114,2025-12-04 03:15:21.915792,Instant,"Bandra, Mumbai","Bandra, Mumbai",165.86,14.64,46,Completed,,
4325,2553,2026-02-28 08:58:46.585771,Scheduled,"Andheri, Mumbai","Udhna, Surat",131.06,11.64,45,Completed,,
4326,3070,2025-12-23 15:25:05.289368,Instant,"Katargam, Surat","Connaught Place, Delhi",111.86,10.78,31,Confirmed,,
4327,2214,2026-01-25 11:41:09.455179,Instant,"Andheri, Mumbai","Kothrud, Pune",334.18,20.34,64,Completed,,
4328,4335,2025-11-03 05:58:52.385654,Instant,"Bandra, Mumbai","Connaught Place, Delhi",408.04,24.07,54,Completed,,
4329,848,2026-01-31 10:00:28.304933,Instant,"Navrangpura, Ahmedabad","Dadar, Mumbai",248.2,17.55,66,Cancelled,2026-01-31 10:10:28.304933,Customer
4330,4253,2025-12-26 10:19:43.020384,Scheduled,"Dwarka, Delhi","Dwarka, Delhi",55.17,3.07,12,Completed,,
4331,326,2026-02-09 05:18:44.363868,Instant,"Whitefield, Bangalore","Hinjewadi, Pune",125.0,11.8,44,Completed,,
4332,4313,2025-11-11 08:41:35.649059,Instant,"Kothrud, Pune","Satellite, Ahmedabad",222.87,20.35,65,Completed,,
4333,4897,2026-03-05 04:00:47.807801,Instant,"Whitefield, Bangalore","Navrangpura, Ahmedabad",291.06,15.83,32,Completed,,
4334,289,2025-12-14 05:26:46.180329,Scheduled,"Navrangpura, Ahmedabad","Katargam, Surat",51.05,3.19,12,Completed,,
4335,1683,2026-03-21 03:19:16.239450,Instant,"Dadar, Mumbai","Hinjewadi, Pune",174.86,9.95,33,Cancelled,2026-03-21 03:27:16.239450,Customer
4336,976,2026-04-04 21:42:42.919340,Scheduled,"Katargam, Surat","Dadar, Mumbai",420.96,24.55,94,Completed,,
4337,2235,2025-11-18 13:55:38.299668,Instant,"Udhna, Surat","Bandra, Mumbai",365.84,20.85,81,Completed,,
4338,3077,2026-03-17 06:12:48.308533,Instant,"Bandra, Mumbai","Bandra, Mumbai",210.2,15.65,54,Cancelled,2026-03-17 06:22:48.308533,Driver
4339,2560,2025-10-25 15:22:18.447729,Instant,"Satellite, Ahmedabad","Indiranagar, Bangalore",318.76,17.13,37,Completed,,
4340,1540,2026-01-27 05:54:46.848108,Instant,"Hinjewadi, Pune","Udhna, Surat",252.01,24.59,77,Completed,,
4341,4414,2026-03-13 21:41:41.641723,Scheduled,"Satellite, Ahmedabad","Kothrud, Pune",360.47,22.12,86,Completed,,
4342,1310,2025-12-10 01:06:21.931877,Instant,"Andheri, Mumbai","Dadar, Mumbai",153.51,13.87,46,Completed,,
4343,4873,2025-12-04 13:52:52.619108,Instant,"Indiranagar, Bangalore","Connaught Place, Delhi",101.18,8.0,24,Cancelled,2025-12-04 13:56:52.619108,System
4344,4877,2026-03-29 07:05:53.412573,Scheduled,"Navrangpura, Ahmedabad","Vesu, Surat",37.62,2.11,6,Cancelled,2026-03-29 07:09:53.412573,Customer
4345,4172,2026-03-12 08:48:55.746238,Instant,"Vesu, Surat","Navrangpura, Ahmedabad",137.42,6.88,19,Completed,,
4346,3604,2025-12-17 19:42:32.730049,Instant,"Kothrud, Pune","Hinjewadi, Pune",199.18,10.16,31,Completed,,
4347,2762,2026-02-01 09:04:44.981988,Scheduled,"Satellite, Ahmedabad","Indiranagar, Bangalore",175.92,11.11,36,Completed,,
4348,3245,2025-12-03 16:23:24.625483,Instant,"Whitefield, Bangalore","Indiranagar, Bangalore",171.41,12.03,31,Confirmed,,
4349,3002,2026-01-15 00:10:50.951883,Instant,"Indiranagar, Bangalore","Dadar, Mumbai",143.69,11.14,24,Completed,,
4350,288,2025-10-28 10:49:23.577380,Instant,"Adajan, Surat","Vesu, Surat",122.9,11.89,29,Completed,,
4351,4436,2025-10-28 21:17:33.285501,Instant,"Satellite, Ahmedabad","Adajan, Surat",115.57,11.14,26,Completed,,
4352,2505,2026-01-08 20:58:20.023737,Instant,"Katargam, Surat","Kothrud, Pune",110.42,5.65,18,Cancelled,2026-01-08 20:59:20.023737,Customer
4353,3725,2026-02-27 00:41:46.983131,Scheduled,"Bandra, Mumbai","Vesu, Surat",298.1,18.06,43,Confirmed,,
4354,2646,2025-10-30 21:35:04.091926,Instant,"Dwarka, Delhi","Dwarka, Delhi",268.22,15.25,40,Cancelled,2025-10-30 21:38:04.091926,System
4355,1741,2025-12-02 15:39:21.047215,Scheduled,"Kothrud, Pune","Whitefield, Bangalore",264.46,14.72,34,Completed,,
4356,1362,2026-04-02 04:28:22.482285,Instant,"Bandra, Mumbai","Navrangpura, Ahmedabad",89.74,4.58,11,Completed,,
4357,4143,2025-10-31 04:52:54.771390,Scheduled,"Kothrud, Pune","Adajan, Surat",103.87,6.78,22,Completed,,
4358,558,2026-01-13 13:56:54.545180,Instant,"Dwarka, Delhi","Dwarka, Delhi",163.06,12.97,47,Completed,,
4359,1495,2026-02-06 21:59:50.022782,Scheduled,"Satellite, Ahmedabad","Bandra, Mumbai",92.9,6.45,20,Completed,,
4360,1011,2026-03-09 05:15:50.023122,Scheduled,"Andheri, Mumbai","Adajan, Surat",111.06,7.06,16,Completed,,
4361,1003,2025-10-09 07:23:47.597873,Instant,"Navrangpura, Ahmedabad","Indiranagar, Bangalore",62.39,3.65,10,Cancelled,2025-10-09 07:33:47.597873,Customer
4362,4728,2025-10-29 02:57:27.594304,Scheduled,"Indiranagar, Bangalore","Kothrud, Pune",407.08,22.55,69,Completed,,
4363,1459,2026-02-26 21:33:14.727996,Instant,"Satellite, Ahmedabad","Bandra, Mumbai",21.94,1.94,4,Completed,,
4364,3984,2026-01-21 13:55:51.688176,Instant,"Hinjewadi, Pune","Dwarka, Delhi",322.16,17.52,47,Completed,,
4365,3917,2025-11-14 18:50:29.819076,Instant,"Katargam, Surat","Adajan, Surat",99.87,5.05,15,Completed,,
4366,2064,2026-01-07 16:12:24.848577,Instant,"Satellite, Ahmedabad","Hinjewadi, Pune",197.9,13.13,34,Cancelled,2026-01-07 16:17:24.848577,Driver
4367,4589,2026-01-06 19:08:49.519399,Instant,"Adajan, Surat","Satellite, Ahmedabad",245.56,12.28,29,Completed,,
4368,654,2026-02-17 15:03:58.469436,Instant,"Indiranagar, Bangalore","Katargam, Surat",40.17,2.07,8,Completed,,
4369,4035,2026-03-13 01:08:46.475562,Instant,"Connaught Place, Delhi","Navrangpura, Ahmedabad",19.71,1.55,3,Completed,,
4370,101,2026-02-13 03:20:01.683707,Instant,"Satellite, Ahmedabad","Satellite, Ahmedabad",327.11,20.61,81,Completed,,
4371,1540,2026-04-03 15:10:20.607600,Instant,"Dadar, Mumbai","Hinjewadi, Pune",156.69,9.24,29,Completed,,
4372,1406,2025-12-28 00:33:16.772279,Instant,"Satellite, Ahmedabad","Indiranagar, Bangalore",207.9,11.93,42,Cancelled,2025-12-28 00:40:16.772279,Customer
4373,4873,2025-10-10 01:39:35.953100,Instant,"Vesu, Surat","Katargam, Surat",344.87,22.97,52,Completed,,
4374,4115,2025-11-10 00:46:51.011363,Scheduled,"Bandra, Mumbai","Dwarka, Delhi",124.71,11.38,34,Cancelled,2025-11-10 00:54:51.011363,Driver
4375,4623,2025-10-08 19:48:36.238360,Instant,"Kothrud, Pune","Katargam, Surat",357.41,19.49,74,Cancelled,2025-10-08 19:57:36.238360,System
4376,3481,2025-12-23 16:48:49.781570,Scheduled,"Hinjewadi, Pune","Navrangpura, Ahmedabad",245.87,24.18,90,Completed,,
4377,2285,2026-01-10 01:50:17.515134,Instant,"Katargam, Surat","Indiranagar, Bangalore",55.15,4.6,14,Cancelled,2026-01-10 02:00:17.515134,Driver
4378,1111,2025-10-14 08:21:58.933427,Instant,"Dadar, Mumbai","Connaught Place, Delhi",227.13,13.21,33,Completed,,
4379,860,2026-02-20 05:02:01.866725,Instant,"Dadar, Mumbai","Connaught Place, Delhi",143.47,8.37,20,Completed,,
4380,467,2026-02-27 03:20:49.907312,Instant,"Navrangpura, Ahmedabad","Andheri, Mumbai",36.52,2.28,6,Completed,,
4381,125,2026-01-16 13:49:20.965412,Instant,"Whitefield, Bangalore","Dadar, Mumbai",440.25,24.54,94,Cancelled,2026-01-16 13:50:20.965412,Customer
4382,3059,2026-02-18 14:24:52.324499,Scheduled,"Adajan, Surat","Adajan, Surat",80.51,6.63,26,Completed,,
4383,548,2026-03-08 17:06:06.871986,Instant,"Hinjewadi, Pune","Connaught Place, Delhi",45.76,2.71,6,Completed,,
4384,2354,2025-12-05 06:05:47.072164,Instant,"Whitefield, Bangalore","Satellite, Ahmedabad",52.53,4.28,8,Completed,,
4385,3397,2026-03-27 10:15:50.915496,Instant,"Hinjewadi, Pune","Bandra, Mumbai",121.83,6.12,20,Completed,,
4386,2884,2025-10-11 19:56:23.013962,Instant,"Udhna, Surat","Connaught Place, Delhi",218.46,12.12,42,Completed,,
4387,2465,2025-10-29 21:00:52.089284,Instant,"Connaught Place, Delhi","Satellite, Ahmedabad",293.08,20.42,77,Completed,,
4388,494,2026-01-26 03:22:06.506435,Scheduled,"Katargam, Surat","Dwarka, Delhi",65.92,3.58,12,Cancelled,2026-01-26 03:30:06.506435,Driver
4389,1722,2026-03-07 15:44:35.166538,Scheduled,"Indiranagar, Bangalore","Adajan, Surat",170.64,10.15,21,Completed,,
4390,3687,2025-10-19 12:16:09.660465,Scheduled,"Indiranagar, Bangalore","Dadar, Mumbai",32.14,2.17,8,Completed,,
4391,4810,2025-11-06 10:05:26.638183,Scheduled,"Katargam, Surat","Bandra, Mumbai",234.58,12.6,46,Completed,,
4392,936,2026-03-19 11:08:02.700683,Scheduled,"Adajan, Surat","Navrangpura, Ahmedabad",349.79,20.08,51,Completed,,
4393,2872,2026-02-06 19:54:44.711452,Instant,"Dadar, Mumbai","Connaught Place, Delhi",94.97,5.63,19,Cancelled,2026-02-06 20:02:44.711452,Driver
4394,599,2025-12-31 13:17:42.330059,Instant,"Indiranagar, Bangalore","Whitefield, Bangalore",348.08,21.89,52,Completed,,
4395,4121,2026-03-11 21:10:15.868823,Instant,"Adajan, Surat","Andheri, Mumbai",450.24,22.61,71,Completed,,
4396,1719,2025-12-11 09:36:32.329593,Scheduled,"Navrangpura, Ahmedabad","Connaught Place, Delhi",307.47,18.68,65,Completed,,
4397,2213,2026-01-05 17:22:10.950472,Instant,"Udhna, Surat","Indiranagar, Bangalore",340.58,18.54,61,Cancelled,2026-01-05 17:30:10.950472,Driver
4398,2163,2026-03-13 02:15:57.263264,Instant,"Satellite, Ahmedabad","Andheri, Mumbai",89.05,5.77,19,Completed,,
4399,2886,2026-03-31 19:30:18.599994,Instant,"Bandra, Mumbai","Satellite, Ahmedabad",167.48,12.76,30,Completed,,
4400,3552,2026-03-26 12:49:36.125450,Instant,"Bandra, Mumbai","Vesu, Surat",261.34,19.93,44,Completed,,
4401,2210,2025-11-15 04:35:49.982942,Instant,"Hinjewadi, Pune","Whitefield, Bangalore",312.84,16.48,57,Completed,,
4402,217,2025-11-16 23:47:31.417796,Instant,"Udhna, Surat","Indiranagar, Bangalore",210.35,12.34,36,Completed,,
4403,483,2025-12-31 14:29:01.863786,Instant,"Kothrud, Pune","Navrangpura, Ahmedabad",68.7,5.59,21,Cancelled,2025-12-31 14:38:01.863786,System
4404,2712,2026-03-30 09:39:29.614622,Instant,"Indiranagar, Bangalore","Udhna, Surat",209.27,20.21,47,Completed,,
4405,3521,2026-03-09 21:00:09.333448,Instant,"Udhna, Surat","Kothrud, Pune",106.91,7.42,15,Completed,,
4406,3892,2025-11-19 06:57:40.079927,Instant,"Navrangpura, Ahmedabad","Indiranagar, Bangalore",345.7,22.09,47,Completed,,
4407,590,2026-03-28 21:45:36.123033,Instant,"Katargam, Surat","Satellite, Ahmedabad",231.55,17.34,42,Cancelled,2026-03-28 21:51:36.123033,Customer
4408,2043,2025-12-11 20:52:44.661745,Scheduled,"Andheri, Mumbai","Vesu, Surat",56.8,3.25,11,Completed,,
4409,3094,2026-02-17 10:12:54.423826,Instant,"Dwarka, Delhi","Navrangpura, Ahmedabad",120.56,11.68,34,Completed,,
4410,3476,2026-01-03 04:39:12.025335,Instant,"Katargam, Surat","Dwarka, Delhi",244.19,24.03,50,Cancelled,2026-01-03 04:48:12.025335,System
4411,3345,2026-03-24 13:16:33.798002,Instant,"Satellite, Ahmedabad","Indiranagar, Bangalore",289.28,19.07,67,Cancelled,2026-03-24 13:20:33.798002,System
4412,2951,2026-03-14 19:23:01.750518,Instant,"Hinjewadi, Pune","Whitefield, Bangalore",342.97,21.01,77,Cancelled,2026-03-14 19:27:01.750518,Customer
4413,4118,2026-03-27 01:45:42.788710,Scheduled,"Vesu, Surat","Indiranagar, Bangalore",427.49,22.41,89,Completed,,
4414,2537,2025-12-09 09:47:58.912082,Instant,"Whitefield, Bangalore","Vesu, Surat",85.6,5.69,18,Completed,,
4415,209,2025-11-24 17:02:39.498692,Instant,"Udhna, Surat","Andheri, Mumbai",51.88,2.83,6,Completed,,
4416,2903,2026-02-17 20:40:46.021972,Instant,"Vesu, Surat","Udhna, Surat",357.01,19.79,60,Completed,,
4417,4297,2026-02-13 04:02:42.096307,Instant,"Udhna, Surat","Adajan, Surat",406.39,24.92,75,Cancelled,2026-02-13 04:08:42.096307,Customer
4418,2784,2025-11-23 22:19:29.858205,Instant,"Connaught Place, Delhi","Navrangpura, Ahmedabad",98.0,5.82,20,Completed,,
4419,2760,2026-03-04 02:29:34.716529,Scheduled,"Connaught Place, Delhi","Katargam, Surat",367.88,19.58,60,Cancelled,2026-03-04 02:36:34.716529,Driver
4420,1873,2025-10-17 06:56:48.474975,Scheduled,"Udhna, Surat","Andheri, Mumbai",97.42,7.11,27,Completed,,
4421,2890,2025-11-08 17:44:33.242591,Instant,"Whitefield, Bangalore","Andheri, Mumbai",248.9,18.88,51,Cancelled,2025-11-08 17:49:33.242591,System
4422,2019,2025-12-10 20:56:42.125245,Instant,"Katargam, Surat","Satellite, Ahmedabad",246.02,13.33,41,Completed,,
4423,1179,2025-11-13 01:27:33.135658,Instant,"Bandra, Mumbai","Navrangpura, Ahmedabad",102.83,5.27,12,Cancelled,2025-11-13 01:36:33.135658,Customer
4424,1747,2025-12-20 10:57:07.467729,Instant,"Navrangpura, Ahmedabad","Adajan, Surat",225.17,17.26,65,Completed,,
4425,2036,2026-02-03 13:11:46.191880,Instant,"Vesu, Surat","Bandra, Mumbai",427.99,23.23,92,Completed,,
4426,3353,2026-01-04 11:01:23.245323,Scheduled,"Indiranagar, Bangalore","Connaught Place, Delhi",219.92,17.21,57,Cancelled,2026-01-04 11:07:23.245323,Driver
4427,2575,2025-10-15 01:36:22.875687,Instant,"Udhna, Surat","Katargam, Surat",139.01,9.33,27,Confirmed,,
4428,2260,2026-01-20 09:42:35.956285,Scheduled,"Adajan, Surat","Dadar, Mumbai",201.64,13.04,42,Completed,,
4429,4239,2026-01-06 14:55:46.512305,Instant,"Dwarka, Delhi","Vesu, Surat",107.4,10.66,27,Completed,,
4430,1579,2025-11-30 23:18:26.819975,Instant,"Kothrud, Pune","Satellite, Ahmedabad",48.34,3.3,12,Cancelled,2025-11-30 23:23:26.819975,Customer
4431,1803,2026-03-14 09:36:11.461713,Instant,"Adajan, Surat","Andheri, Mumbai",214.67,11.07,32,Confirmed,,
4432,1174,2026-02-08 07:31:13.361068,Instant,"Hinjewadi, Pune","Katargam, Surat",236.1,11.81,29,Completed,,
4433,2067,2026-03-23 11:13:59.184804,Instant,"Katargam, Surat","Dadar, Mumbai",236.09,21.36,49,Completed,,
4434,581,2026-03-28 04:10:27.787088,Instant,"Navrangpura, Ahmedabad","Satellite, Ahmedabad",269.93,18.77,66,Confirmed,,
4435,3888,2026-02-11 03:37:44.733369,Scheduled,"Indiranagar, Bangalore","Adajan, Surat",275.3,15.44,36,Completed,,
4436,313,2025-12-29 04:01:13.192194,Instant,"Vesu, Surat","Andheri, Mumbai",253.16,20.31,71,Completed,,
4437,1031,2026-01-14 05:13:36.341088,Instant,"Dadar, Mumbai","Navrangpura, Ahmedabad",50.29,4.77,17,Completed,,
4438,4929,2025-10-08 09:00:18.381011,Instant,"Bandra, Mumbai","Udhna, Surat",256.99,22.62,69,Cancelled,2025-10-08 09:01:18.381011,System
4439,483,2025-12-03 21:12:11.035461,Instant,"Satellite, Ahmedabad","Dwarka, Delhi",65.47,4.31,10,Completed,,
4440,3426,2026-01-16 12:35:06.591141,Instant,"Katargam, Surat","Navrangpura, Ahmedabad",180.84,11.15,41,Confirmed,,
4441,2248,2025-12-10 14:02:40.734959,Instant,"Whitefield, Bangalore","Navrangpura, Ahmedabad",159.5,11.91,35,Completed,,
4442,3066,2026-02-01 06:48:42.624954,Instant,"Hinjewadi, Pune","Katargam, Surat",239.25,12.03,42,Completed,,
4443,4513,2026-02-20 06:26:40.558451,Instant,"Satellite, Ahmedabad","Indiranagar, Bangalore",230.98,18.3,45,Cancelled,2026-02-20 06:28:40.558451,Driver
4444,4471,2026-02-03 21:47:50.697648,Instant,"Satellite, Ahmedabad","Hinjewadi, Pune",387.38,24.46,69,Completed,,
4445,1425,2025-11-11 04:15:04.451593,Instant,"Dwarka, Delhi","Kothrud, Pune",275.71,24.52,49,Completed,,
4446,3340,2025-11-10 18:36:08.079661,Instant,"Navrangpura, Ahmedabad","Dadar, Mumbai",335.13,18.77,62,Cancelled,2025-11-10 18:41:08.079661,Driver
4447,2758,2025-11-22 08:20:59.045926,Instant,"Adajan, Surat","Satellite, Ahmedabad",217.09,12.74,46,Cancelled,2025-11-22 08:23:59.045926,System
4448,3411,2025-12-13 08:13:38.692554,Instant,"Whitefield, Bangalore","Udhna, Surat",430.0,24.25,72,Completed,,
4449,3783,2026-02-02 09:33:13.349730,Instant,"Navrangpura, Ahmedabad","Whitefield, Bangalore",217.58,18.37,43,Completed,,
4450,3616,2026-02-26 22:05:59.979662,Instant,"Udhna, Surat","Andheri, Mumbai",50.49,4.48,11,Confirmed,,
4451,3800,2025-11-04 16:05:48.151910,Instant,"Navrangpura, Ahmedabad","Andheri, Mumbai",175.65,9.87,35,Completed,,
4452,3852,2026-03-17 01:46:38.851420,Scheduled,"Navrangpura, Ahmedabad","Indiranagar, Bangalore",188.6,12.9,32,Confirmed,,
4453,1808,2026-02-16 23:49:01.200458,Scheduled,"Navrangpura, Ahmedabad","Whitefield, Bangalore",331.85,23.96,92,Cancelled,2026-02-16 23:53:01.200458,Customer
4454,302,2026-03-25 04:43:18.058192,Instant,"Katargam, Surat","Katargam, Surat",338.44,17.92,41,Confirmed,,
4455,3560,2025-12-17 17:33:26.514431,Scheduled,"Vesu, Surat","Hinjewadi, Pune",84.58,4.58,15,Cancelled,2025-12-17 17:39:26.514431,Customer
4456,3312,2026-01-09 04:50:38.357851,Instant,"Kothrud, Pune","Indiranagar, Bangalore",422.32,24.24,85,Completed,,
4457,3049,2025-12-16 05:10:54.204794,Scheduled,"Kothrud, Pune","Dwarka, Delhi",236.56,21.73,76,Completed,,
4458,4703,2025-10-26 06:46:12.133338,Instant,"Andheri, Mumbai","Satellite, Ahmedabad",88.18,7.37,20,Completed,,
4459,2387,2026-02-07 13:52:57.656476,Instant,"Hinjewadi, Pune","Connaught Place, Delhi",95.88,6.09,15,Completed,,
4460,3078,2025-11-27 23:38:20.727636,Instant,"Bandra, Mumbai","Bandra, Mumbai",465.17,23.39,61,Completed,,
4461,2004,2025-10-29 21:57:53.167076,Instant,"Whitefield, Bangalore","Kothrud, Pune",84.81,8.05,16,Completed,,
4462,2975,2026-03-21 11:07:37.677155,Scheduled,"Andheri, Mumbai","Udhna, Surat",332.86,18.72,73,Cancelled,2026-03-21 11:10:37.677155,System
4463,4115,2025-12-08 09:54:56.702232,Instant,"Hinjewadi, Pune","Dwarka, Delhi",134.65,7.37,28,Completed,,
4464,4056,2025-12-11 13:13:26.559488,Scheduled,"Andheri, Mumbai","Vesu, Surat",288.13,22.92,73,Completed,,
4465,4306,2026-02-24 01:13:03.772648,Instant,"Whitefield, Bangalore","Dwarka, Delhi",98.36,8.27,18,Cancelled,2026-02-24 01:14:03.772648,System
4466,2033,2025-11-21 05:50:11.912072,Instant,"Navrangpura, Ahmedabad","Adajan, Surat",144.57,11.82,35,Completed,,
4467,4931,2025-12-18 17:30:38.737125,Instant,"Kothrud, Pune","Dadar, Mumbai",107.62,5.53,16,Completed,,
4468,520,2026-01-29 20:38:15.693403,Instant,"Satellite, Ahmedabad","Adajan, Surat",114.63,7.22,24,Completed,,
4469,1575,2025-12-26 17:20:03.925397,Scheduled,"Satellite, Ahmedabad","Katargam, Surat",211.1,20.8,56,Completed,,
4470,3852,2025-12-12 03:41:29.067659,Instant,"Bandra, Mumbai","Hinjewadi, Pune",149.87,11.92,24,Cancelled,2025-12-12 03:42:29.067659,System
4471,820,2026-01-13 20:16:45.441156,Instant,"Connaught Place, Delhi","Hinjewadi, Pune",202.25,11.71,36,Confirmed,,
4472,3067,2025-10-06 16:19:45.655040,Instant,"Andheri, Mumbai","Vesu, Surat",264.99,23.01,77,Completed,,
4473,2425,2026-01-16 10:57:02.093546,Instant,"Bandra, Mumbai","Kothrud, Pune",75.95,4.47,15,Completed,,
4474,3825,2026-03-04 10:03:11.046681,Instant,"Adajan, Surat","Whitefield, Bangalore",143.88,9.12,23,Completed,,
4475,300,2026-03-03 05:28:14.841581,Scheduled,"Vesu, Surat","Hinjewadi, Pune",413.59,24.67,50,Completed,,
4476,4597,2026-03-26 00:57:36.216767,Instant,"Hinjewadi, Pune","Vesu, Surat",205.23,11.74,46,Completed,,
4477,4450,2025-11-30 12:59:16.602191,Instant,"Whitefield, Bangalore","Connaught Place, Delhi",185.63,13.98,30,Completed,,
4478,442,2026-03-16 07:25:13.377880,Instant,"Vesu, Surat","Adajan, Surat",49.58,2.65,9,Completed,,
4479,61,2025-12-08 12:01:16.299546,Instant,"Dadar, Mumbai","Bandra, Mumbai",265.22,13.81,36,Completed,,
4480,823,2026-03-18 00:28:24.041557,Instant,"Bandra, Mumbai","Dwarka, Delhi",233.2,23.15,61,Completed,,
4481,3844,2025-11-02 08:16:24.624264,Scheduled,"Kothrud, Pune","Indiranagar, Bangalore",262.13,16.96,61,Completed,,
4482,2280,2025-11-09 23:49:31.985414,Instant,"Whitefield, Bangalore","Katargam, Surat",108.04,5.53,11,Cancelled,2025-11-09 23:56:31.985414,System
4483,4088,2026-03-12 09:47:45.004449,Instant,"Navrangpura, Ahmedabad","Dwarka, Delhi",259.15,17.16,34,Completed,,
4484,2056,2026-02-16 07:19:52.421798,Instant,"Navrangpura, Ahmedabad","Dadar, Mumbai",63.89,5.28,15,Completed,,
4485,635,2025-12-19 07:26:36.331248,Scheduled,"Hinjewadi, Pune","Satellite, Ahmedabad",112.26,9.2,34,Completed,,
4486,2379,2026-02-16 01:05:22.061985,Scheduled,"Adajan, Surat","Udhna, Surat",383.8,22.68,51,Completed,,
4487,2737,2026-03-13 11:44:11.885080,Scheduled,"Indiranagar, Bangalore","Adajan, Surat",174.83,9.1,33,Completed,,
4488,1435,2026-02-25 02:53:24.295800,Instant,"Katargam, Surat","Dadar, Mumbai",15.4,1.51,4,Cancelled,2026-02-25 02:57:24.295800,System
4489,324,2026-03-25 11:59:51.162428,Instant,"Whitefield, Bangalore","Hinjewadi, Pune",131.61,8.0,24,Completed,,
4490,678,2025-11-13 21:25:47.067932,Scheduled,"Katargam, Surat","Indiranagar, Bangalore",169.47,12.63,45,Completed,,
4491,1879,2025-12-28 17:08:59.739845,Instant,"Bandra, Mumbai","Indiranagar, Bangalore",388.03,24.66,65,Completed,,
4492,3295,2026-02-13 21:06:39.429052,Scheduled,"Satellite, Ahmedabad","Bandra, Mumbai",80.19,4.45,17,Completed,,
4493,3421,2026-01-30 18:43:57.729299,Instant,"Udhna, Surat","Dadar, Mumbai",199.48,12.55,39,Completed,,
4494,2581,2026-01-07 09:56:40.822117,Scheduled,"Navrangpura, Ahmedabad","Kothrud, Pune",334.23,24.85,93,Completed,,
4495,4066,2026-01-06 20:24:57.398023,Instant,"Indiranagar, Bangalore","Bandra, Mumbai",84.89,5.2,19,Completed,,
4496,4299,2026-01-24 07:25:09.532140,Instant,"Dadar, Mumbai","Indiranagar, Bangalore",62.38,4.97,11,Completed,,
4497,275,2025-11-17 08:05:24.490141,Instant,"Whitefield, Bangalore","Kothrud, Pune",120.88,11.95,25,Completed,,
4498,1844,2025-11-13 11:29:00.158594,Instant,"Satellite, Ahmedabad","Whitefield, Bangalore",155.01,8.84,26,Completed,,
4499,1324,2025-11-26 03:33:19.496379,Instant,"Dwarka, Delhi","Navrangpura, Ahmedabad",155.93,10.74,39,Completed,,
4500,1030,2026-02-13 22:02:41.591551,Instant,"Katargam, Surat","Indiranagar, Bangalore",64.39,5.2,18,Completed,,
4501,2416,2025-12-20 07:30:43.192639,Instant,"Andheri, Mumbai","Katargam, Surat",90.28,5.12,20,Cancelled,2025-12-20 07:37:43.192639,Driver
4502,4017,2026-02-06 01:23:17.216312,Instant,"Katargam, Surat","Connaught Place, Delhi",169.62,12.04,37,Completed,,
4503,3617,2025-11-18 15:32:22.715356,Instant,"Adajan, Surat","Katargam, Surat",348.1,21.32,47,Completed,,
4504,4974,2025-10-12 00:30:00.494826,Scheduled,"Satellite, Ahmedabad","Connaught Place, Delhi",47.22,2.95,7,Cancelled,2025-10-12 00:39:00.494826,System
4505,2109,2026-03-09 19:55:07.335792,Scheduled,"Satellite, Ahmedabad","Adajan, Surat",250.81,20.84,72,Cancelled,2026-03-09 20:03:07.335792,Customer
4506,1736,2026-03-14 02:38:47.933687,Instant,"Whitefield, Bangalore","Hinjewadi, Pune",257.65,15.8,56,Completed,,
4507,1173,2026-01-10 22:52:33.922904,Instant,"Whitefield, Bangalore","Bandra, Mumbai",218.03,11.61,32,Confirmed,,
4508,2187,2025-12-24 10:43:57.493451,Instant,"Connaught Place, Delhi","Dwarka, Delhi",164.28,11.87,47,Completed,,
4509,2245,2025-10-29 10:53:23.701729,Instant,"Indiranagar, Bangalore","Andheri, Mumbai",151.95,8.41,26,Completed,,
4510,850,2026-01-03 17:42:03.409920,Instant,"Adajan, Surat","Dwarka, Delhi",231.89,21.06,72,Completed,,
4511,4444,2025-11-25 10:44:02.045978,Instant,"Kothrud, Pune","Indiranagar, Bangalore",144.64,9.89,36,Completed,,
4512,1545,2026-01-13 10:22:23.550167,Instant,"Connaught Place, Delhi","Adajan, Surat",144.61,11.04,23,Completed,,
4513,396,2026-03-19 13:12:27.005706,Instant,"Vesu, Surat","Adajan, Surat",87.5,4.61,13,Completed,,
4514,2768,2025-10-08 10:09:10.524498,Scheduled,"Adajan, Surat","Whitefield, Bangalore",115.82,6.14,17,Completed,,
