return_id,order_id,product_id,return_date,return_reason,refund_amount
RET004685,ORD12707,PROD04959,2022-03-03,Size Issue,2986
RET004686,ORD12713,PROD02843,2025-09-01,Late Delivery,1162
RET004687,ORD12715,PROD01284,2024-06-17,Defective Product,3123
RET004688,ORD12720,PROD01199,2024-10-30,Defective Product,3894
RET004689,ORD12722,PROD00360,2025-02-10,Defective Product,1642
RET004690,ORD12725,PROD04276,2022-09-12,Size Issue,1421
RET004691,ORD12725,PROD00113,2023-12-27,Wrong Item Delivered,705
RET004692,ORD12726,PROD03873,2022-07-10,Defective Product,1353
RET004693,ORD12727,PROD02524,2023-02-16,Changed Mind,3345
RET004694,ORD12728,PROD03230,2022-09-30,Defective Product,1684
RET004695,ORD12735,PROD00955,2023-09-01,Defective Product,4382
RET004696,ORD12738,PROD01982,2024-11-29,Defective Product,1612
RET004697,ORD12740,PROD00620,2022-01-01,Quality Not Good,2106
RET004698,ORD12741,PROD03260,2025-11-18,Wrong Item Delivered,4929
RET004699,ORD12746,PROD00960,2024-02-06,Defective Product,1470
RET004700,ORD12748,PROD02498,2022-06-15,Late Delivery,2228
RET004701,ORD12749,PROD00384,2025-12-17,Late Delivery,1358
RET004702,ORD12750,PROD01954,2023-05-14,Size Issue,2248
RET004703,ORD12752,PROD00617,2025-10-05,Quality Not Good,957
RET004704,ORD12756,PROD01195,2024-06-29,Wrong Item Delivered,5661
RET004705,ORD12758,PROD04614,2024-06-06,Defective Product,895
RET004706,ORD12761,PROD02927,2022-01-12,Defective Product,2799
RET004707,ORD12762,PROD02169,2024-05-24,Quality Not Good,6143
RET004708,ORD12766,PROD02484,2022-11-05,Wrong Item Delivered,2895
RET004709,ORD12767,PROD00880,2023-06-09,Size Issue,630
RET004710,ORD12769,PROD01995,2024-08-17,Quality Not Good,2804
RET004711,ORD12771,PROD02073,2023-03-25,Size Issue,3976
RET004712,ORD12772,PROD03836,2023-11-05,Defective Product,1080
RET004713,ORD12772,PROD03667,2023-03-23,Changed Mind,1514
RET004714,ORD12776,PROD01780,2025-02-11,Size Issue,2477
RET004715,ORD12777,PROD04054,2022-06-24,Quality Not Good,3830
RET004716,ORD12778,PROD04522,2024-12-17,Size Issue,1528
RET004717,ORD12790,PROD00419,2024-11-11,Size Issue,2606
RET004718,ORD12791,PROD01943,2023-10-06,Changed Mind,6769
RET004719,ORD12795,PROD02041,2023-06-06,Defective Product,826
RET004720,ORD12800,PROD02811,2022-04-24,Quality Not Good,3106
RET004721,ORD12806,PROD01235,2025-08-02,Quality Not Good,3885
RET004722,ORD12809,PROD02445,2023-09-10,Size Issue,2289
RET004723,ORD12812,PROD02082,2024-11-08,Changed Mind,6469
RET004724,ORD12814,PROD00796,2022-04-11,Quality Not Good,2923
RET004725,ORD12814,PROD02034,2023-12-01,Wrong Item Delivered,680
RET004726,ORD12815,PROD02092,2025-05-18,Changed Mind,2718
RET004727,ORD12817,PROD00873,2022-03-21,Size Issue,2030
RET004728,ORD12821,PROD00263,2023-06-11,Wrong Item Delivered,4518
RET004729,ORD12830,PROD00892,2024-11-21,Changed Mind,3098
RET004730,ORD12831,PROD02605,2024-09-27,Late Delivery,7438
RET004731,ORD12832,PROD02830,2023-12-29,Quality Not Good,1307
RET004732,ORD12833,PROD04354,2023-11-10,Size Issue,702
RET004733,ORD12834,PROD02002,2022-02-01,Size Issue,4136
RET004734,ORD12834,PROD02656,2022-10-18,Quality Not Good,1589
RET004735,ORD12836,PROD00759,2025-09-06,Changed Mind,1237
RET004736,ORD12838,PROD01588,2024-03-28,Size Issue,1269
RET004737,ORD12840,PROD04550,2023-11-04,Defective Product,5214
RET004738,ORD12842,PROD03684,2022-09-17,Defective Product,1652
RET004739,ORD12843,PROD02374,2025-12-04,Quality Not Good,1923
RET004740,ORD12845,PROD04294,2024-10-17,Wrong Item Delivered,815
RET004741,ORD12849,PROD02344,2023-03-17,Defective Product,5646
RET004742,ORD12850,PROD04731,2024-10-18,Size Issue,265
RET004743,ORD12850,PROD01778,2025-09-01,Changed Mind,1605
RET004744,ORD12853,PROD01166,2022-08-08,Size Issue,1476
RET004745,ORD12856,PROD00749,2025-08-26,Late Delivery,5484
RET004746,ORD12860,PROD00820,2025-02-01,Late Delivery,433
RET004747,ORD12866,PROD02097,2023-03-05,Defective Product,1064
RET004748,ORD12866,PROD04760,2023-08-22,Defective Product,2760
RET004749,ORD12867,PROD00109,2024-01-03,Size Issue,1103
RET004750,ORD12869,PROD04686,2025-03-06,Size Issue,2777
RET004751,ORD12873,PROD03538,2023-03-27,Size Issue,3919
RET004752,ORD12881,PROD01470,2024-02-20,Defective Product,3120
RET004753,ORD12886,PROD04485,2022-07-23,Size Issue,2342
RET004754,ORD12888,PROD02289,2023-08-11,Changed Mind,4172
RET004755,ORD12890,PROD01751,2022-07-09,Defective Product,2477
RET004756,ORD12893,PROD03072,2022-02-03,Late Delivery,3352
RET004757,ORD12894,PROD00335,2023-09-15,Size Issue,406
RET004758,ORD12895,PROD02436,2025-04-12,Quality Not Good,3797
RET004759,ORD12899,PROD03799,2025-04-20,Size Issue,1410
RET004760,ORD12905,PROD00247,2025-06-25,Defective Product,884
RET004761,ORD12905,PROD01646,2024-11-29,Wrong Item Delivered,544
RET004762,ORD12906,PROD03324,2024-06-12,Size Issue,4312
RET004763,ORD12907,PROD03279,2024-02-08,Late Delivery,3060
RET004764,ORD12912,PROD04836,2022-08-31,Wrong Item Delivered,2382
RET004765,ORD12926,PROD04064,2023-03-16,Size Issue,2273
RET004766,ORD12926,PROD04931,2023-02-19,Changed Mind,3701
RET004767,ORD12926,PROD03303,2022-01-07,Quality Not Good,1352
RET004768,ORD12926,PROD03375,2025-12-06,Wrong Item Delivered,7101
RET004769,ORD12936,PROD01809,2024-09-30,Late Delivery,1678
RET004770,ORD12937,PROD02034,2024-07-16,Late Delivery,2021
RET004771,ORD12945,PROD03906,2024-05-26,Defective Product,1352
RET004772,ORD12948,PROD01180,2022-04-29,Size Issue,1585
RET004773,ORD12948,PROD04179,2023-11-29,Quality Not Good,558
RET004774,ORD12951,PROD02471,2025-07-19,Defective Product,1718
RET004775,ORD12953,PROD01343,2023-10-27,Wrong Item Delivered,3734
RET004776,ORD12956,PROD04321,2023-06-16,Defective Product,5642
RET004777,ORD12957,PROD01393,2024-09-20,Size Issue,5275
RET004778,ORD12958,PROD01870,2023-05-25,Changed Mind,3364
RET004779,ORD12962,PROD02963,2023-03-24,Size Issue,912
RET004780,ORD12965,PROD03648,2022-08-20,Quality Not Good,5137
RET004781,ORD12966,PROD03841,2025-09-23,Defective Product,2337
RET004782,ORD12968,PROD00903,2024-07-23,Quality Not Good,4476
RET004783,ORD12968,PROD02559,2024-03-08,Late Delivery,4116
RET004784,ORD12969,PROD04174,2022-07-30,Defective Product,2518
RET004785,ORD12973,PROD02404,2025-07-17,Wrong Item Delivered,1715
RET004786,ORD12973,PROD04287,2024-03-17,Size Issue,1047
RET004787,ORD12976,PROD03828,2023-11-14,Changed Mind,1604
RET004788,ORD12977,PROD04392,2024-06-06,Late Delivery,4809
RET004789,ORD12978,PROD01213,2023-09-18,Changed Mind,1497
RET004790,ORD12982,PROD02646,2024-11-16,Wrong Item Delivered,2925
RET004791,ORD12983,PROD04359,2024-02-06,Size Issue,1776
RET004792,ORD12987,PROD00935,2024-07-18,Wrong Item Delivered,3258
RET004793,ORD12992,PROD02231,2022-06-21,Size Issue,5117
RET004794,ORD12994,PROD01569,2025-03-28,Size Issue,1341
RET004795,ORD12994,PROD04753,2024-10-12,Defective Product,1908
RET004796,ORD12997,PROD01196,2024-11-05,Changed Mind,2881
RET004797,ORD13004,PROD01039,2022-11-20,Late Delivery,455
RET004798,ORD13008,PROD02701,2024-09-17,Changed Mind,660
RET004799,ORD13009,PROD03390,2023-01-27,Size Issue,1253
RET004800,ORD13012,PROD01688,2024-04-22,Size Issue,297
RET004801,ORD13017,PROD01149,2023-09-28,Wrong Item Delivered,5818
RET004802,ORD13018,PROD00940,2024-08-02,Changed Mind,4884
RET004803,ORD13019,PROD02320,2023-03-04,Changed Mind,699
RET004804,ORD13023,PROD02352,2023-09-07,Wrong Item Delivered,4578
RET004805,ORD13026,PROD01360,2024-06-13,Wrong Item Delivered,1378
RET004806,ORD13029,PROD03849,2024-06-18,Quality Not Good,3517
RET004807,ORD13030,PROD02708,2023-06-21,Defective Product,3778
RET004808,ORD13032,PROD04354,2022-05-09,Defective Product,1053
RET004809,ORD13035,PROD02027,2025-07-17,Late Delivery,3399
RET004810,ORD13040,PROD00773,2023-08-09,Quality Not Good,3337
RET004811,ORD13040,PROD00038,2024-08-15,Changed Mind,1642
RET004812,ORD13041,PROD00691,2023-04-20,Quality Not Good,2513
RET004813,ORD13048,PROD03734,2023-01-25,Wrong Item Delivered,3654
RET004814,ORD13049,PROD03710,2023-08-30,Defective Product,1996
RET004815,ORD13050,PROD04851,2022-03-08,Late Delivery,1363
RET004816,ORD13052,PROD00807,2024-08-16,Defective Product,7002
RET004817,ORD13053,PROD01055,2022-07-08,Quality Not Good,7510
RET004818,ORD13057,PROD04515,2024-12-27,Quality Not Good,1071
RET004819,ORD13062,PROD02710,2023-07-25,Changed Mind,1347
RET004820,ORD13064,PROD02766,2024-05-26,Defective Product,2560
RET004821,ORD13067,PROD04544,2022-01-13,Size Issue,6314
RET004822,ORD13070,PROD01173,2022-05-06,Size Issue,7810
RET004823,ORD13072,PROD00959,2022-09-09,Size Issue,600
RET004824,ORD13077,PROD04590,2024-05-14,Wrong Item Delivered,3780
RET004825,ORD13080,PROD01907,2023-03-22,Changed Mind,1352
RET004826,ORD13081,PROD04370,2025-11-25,Size Issue,2027
RET004827,ORD13084,PROD00006,2023-09-04,Size Issue,3274
RET004828,ORD13089,PROD04365,2022-07-31,Defective Product,6459
RET004829,ORD13090,PROD04554,2024-06-02,Quality Not Good,4318
RET004830,ORD13092,PROD01169,2023-05-09,Wrong Item Delivered,1072
RET004831,ORD13093,PROD02162,2023-11-13,Changed Mind,333
RET004832,ORD13093,PROD00852,2022-04-12,Quality Not Good,3605
RET004833,ORD13096,PROD04401,2022-02-25,Defective Product,785
RET004834,ORD13100,PROD02737,2024-09-08,Defective Product,1782
RET004835,ORD13102,PROD02175,2025-08-24,Wrong Item Delivered,3318
RET004836,ORD13103,PROD03091,2022-06-27,Changed Mind,1223
RET004837,ORD13104,PROD01045,2022-08-25,Wrong Item Delivered,942
RET004838,ORD13104,PROD00207,2023-10-13,Changed Mind,2264
RET004839,ORD13107,PROD02237,2023-07-05,Wrong Item Delivered,3072
RET004840,ORD13112,PROD02908,2025-04-01,Changed Mind,1428
RET004841,ORD13112,PROD02650,2025-08-15,Quality Not Good,1115
RET004842,ORD13113,PROD00246,2025-03-09,Quality Not Good,1996
RET004843,ORD13114,PROD04018,2023-11-20,Size Issue,5648
RET004844,ORD13115,PROD04907,2025-03-17,Quality Not Good,3866
RET004845,ORD13118,PROD00736,2025-11-28,Quality Not Good,1177
RET004846,ORD13118,PROD02853,2022-04-22,Changed Mind,2657
RET004847,ORD13122,PROD04365,2022-06-19,Defective Product,4306
RET004848,ORD13124,PROD04514,2022-06-10,Defective Product,1113
RET004849,ORD13128,PROD01169,2022-06-07,Size Issue,1036
RET004850,ORD13130,PROD02282,2022-03-15,Defective Product,3945
RET004851,ORD13133,PROD01029,2023-04-21,Changed Mind,2042
RET004852,ORD13136,PROD02692,2024-03-05,Wrong Item Delivered,1090
RET004853,ORD13137,PROD03485,2025-01-24,Changed Mind,1313
RET004854,ORD13140,PROD04273,2024-04-30,Size Issue,6267
RET004855,ORD13145,PROD00306,2023-03-19,Quality Not Good,1476
RET004856,ORD13148,PROD03689,2022-12-22,Wrong Item Delivered,2382
RET004857,ORD13152,PROD00374,2024-12-31,Quality Not Good,1448
RET004858,ORD13153,PROD01986,2024-01-20,Changed Mind,1017
RET004859,ORD13154,PROD01005,2025-04-01,Defective Product,1038
RET004860,ORD13164,PROD03342,2024-01-07,Defective Product,2196
RET004861,ORD13164,PROD00731,2023-01-27,Size Issue,1219
RET004862,ORD13165,PROD01801,2024-07-19,Changed Mind,3268
RET004863,ORD13170,PROD00754,2023-12-28,Wrong Item Delivered,1628
RET004864,ORD13170,PROD04531,2022-06-04,Defective Product,2517
RET004865,ORD13172,PROD00365,2024-01-15,Late Delivery,683
RET004866,ORD13173,PROD01426,2025-04-05,Late Delivery,4661
RET004867,ORD13181,PROD01949,2025-06-12,Changed Mind,1590
RET004868,ORD13182,PROD03337,2023-04-22,Size Issue,501
RET004869,ORD13187,PROD00529,2024-11-10,Quality Not Good,1124
RET004870,ORD13191,PROD00971,2022-02-09,Wrong Item Delivered,2445
RET004871,ORD13197,PROD03211,2025-05-20,Size Issue,3298
RET004872,ORD13199,PROD04305,2025-12-28,Size Issue,995
RET004873,ORD13200,PROD03656,2023-04-26,Changed Mind,4739
RET004874,ORD13201,PROD03414,2025-05-15,Size Issue,2432
RET004875,ORD13211,PROD01401,2025-12-20,Size Issue,1729
RET004876,ORD13212,PROD01753,2025-05-08,Wrong Item Delivered,2396
RET004877,ORD13217,PROD04051,2024-06-19,Size Issue,3527
RET004878,ORD13217,PROD01735,2025-10-10,Defective Product,6846
RET004879,ORD13218,PROD01696,2022-06-01,Quality Not Good,860
RET004880,ORD13230,PROD02099,2024-07-26,Quality Not Good,3633
RET004881,ORD13231,PROD03917,2023-12-02,Defective Product,1604
RET004882,ORD13233,PROD04615,2023-11-12,Size Issue,1748
RET004883,ORD13238,PROD02845,2025-12-14,Quality Not Good,4809
RET004884,ORD13238,PROD01146,2024-08-18,Wrong Item Delivered,6549
RET004885,ORD13243,PROD04936,2023-12-30,Quality Not Good,3120
RET004886,ORD13244,PROD04255,2024-10-02,Quality Not Good,1426
RET004887,ORD13245,PROD04599,2023-12-18,Changed Mind,4963
RET004888,ORD13247,PROD00521,2022-03-27,Defective Product,3850
RET004889,ORD13248,PROD04756,2025-10-10,Quality Not Good,6822
RET004890,ORD13249,PROD04852,2023-06-07,Defective Product,2110
RET004891,ORD13251,PROD02997,2024-09-07,Defective Product,3888
RET004892,ORD13251,PROD01593,2023-10-11,Size Issue,1058
RET004893,ORD13252,PROD03659,2024-12-29,Size Issue,895
RET004894,ORD13261,PROD03846,2025-02-18,Size Issue,1789
RET004895,ORD13267,PROD00680,2023-04-05,Changed Mind,3397
RET004896,ORD13269,PROD04646,2022-08-16,Changed Mind,683
RET004897,ORD13270,PROD04118,2025-08-10,Defective Product,1899
RET004898,ORD13275,PROD00120,2024-02-15,Size Issue,855
RET004899,ORD13276,PROD03460,2025-07-02,Wrong Item Delivered,898
RET004900,ORD13277,PROD02997,2024-04-29,Changed Mind,1207
RET004901,ORD13277,PROD02497,2022-05-31,Late Delivery,3514
RET004902,ORD13282,PROD01849,2024-01-26,Late Delivery,1175
RET004903,ORD13283,PROD03626,2024-10-10,Defective Product,4479
RET004904,ORD13287,PROD04952,2023-08-12,Size Issue,1377
RET004905,ORD13289,PROD01835,2022-12-03,Size Issue,1111
RET004906,ORD13293,PROD03294,2022-03-24,Late Delivery,901
RET004907,ORD13295,PROD03452,2024-12-18,Wrong Item Delivered,2439
RET004908,ORD13297,PROD04488,2025-10-21,Size Issue,3105
RET004909,ORD13298,PROD03207,2023-01-21,Quality Not Good,5175
RET004910,ORD13300,PROD01936,2025-03-08,Defective Product,5040
RET004911,ORD13300,PROD03327,2023-03-29,Wrong Item Delivered,1332
RET004912,ORD13301,PROD01119,2023-01-25,Defective Product,800
RET004913,ORD13303,PROD00664,2025-02-22,Late Delivery,1336
RET004914,ORD13303,PROD03154,2023-01-19,Changed Mind,4467
RET004915,ORD13307,PROD00470,2025-08-29,Late Delivery,4197
RET004916,ORD13307,PROD02690,2025-04-15,Wrong Item Delivered,2500
RET004917,ORD13317,PROD04204,2025-02-06,Changed Mind,6342
RET004918,ORD13317,PROD00749,2024-11-29,Size Issue,3108
RET004919,ORD13327,PROD00191,2024-08-24,Defective Product,6780
RET004920,ORD13331,PROD01615,2024-04-01,Size Issue,1367
RET004921,ORD13337,PROD02622,2025-06-24,Changed Mind,1667
RET004922,ORD13340,PROD02559,2022-02-21,Size Issue,1435
RET004923,ORD13346,PROD01885,2025-07-24,Late Delivery,899
RET004924,ORD13350,PROD00854,2025-02-18,Defective Product,2724
RET004925,ORD13351,PROD00284,2024-05-07,Late Delivery,5240
RET004926,ORD13352,PROD04088,2025-06-10,Defective Product,3848
RET004927,ORD13355,PROD00506,2022-01-15,Changed Mind,2779
RET004928,ORD13362,PROD01534,2024-08-08,Defective Product,5172
RET004929,ORD13366,PROD03149,2024-06-12,Size Issue,1448
RET004930,ORD13367,PROD02783,2023-06-04,Defective Product,4572
RET004931,ORD13372,PROD04273,2023-04-29,Size Issue,7196
RET004932,ORD13373,PROD01145,2023-02-20,Changed Mind,1982
RET004933,ORD13375,PROD03059,2025-07-05,Changed Mind,1810
RET004934,ORD13380,PROD02294,2023-01-16,Late Delivery,1472
RET004935,ORD13381,PROD04123,2023-11-10,Quality Not Good,4003
RET004936,ORD13382,PROD04863,2023-11-17,Defective Product,1165
RET004937,ORD13383,PROD02100,2022-04-19,Changed Mind,2185
RET004938,ORD13385,PROD01343,2025-11-18,Changed Mind,4488
RET004939,ORD13388,PROD01210,2022-08-30,Size Issue,4532
RET004940,ORD13395,PROD03849,2025-08-22,Late Delivery,2742
RET004941,ORD13397,PROD01922,2025-03-16,Wrong Item Delivered,1326
RET004942,ORD13402,PROD03422,2024-10-13,Size Issue,4649
RET004943,ORD13405,PROD04940,2023-07-11,Defective Product,2684
RET004944,ORD13420,PROD03803,2023-04-16,Wrong Item Delivered,1158
RET004945,ORD13426,PROD01494,2025-11-20,Defective Product,2514
RET004946,ORD13427,PROD04312,2023-04-27,Quality Not Good,3171
RET004947,ORD13427,PROD03637,2024-01-04,Defective Product,2529
RET004948,ORD13428,PROD04637,2024-12-09,Quality Not Good,920
RET004949,ORD13428,PROD00115,2023-11-04,Size Issue,641
RET004950,ORD13430,PROD01194,2023-07-19,Defective Product,1488
RET004951,ORD13431,PROD03561,2025-10-21,Defective Product,1605
RET004952,ORD13435,PROD03740,2024-10-04,Defective Product,455
RET004953,ORD13440,PROD00518,2023-05-08,Wrong Item Delivered,9399
RET004954,ORD13447,PROD01706,2024-01-20,Changed Mind,5174
RET004955,ORD13447,PROD02044,2025-10-08,Late Delivery,2018
RET004956,ORD13449,PROD00738,2025-06-01,Size Issue,3028
RET004957,ORD13453,PROD04451,2024-04-24,Changed Mind,5528
RET004958,ORD13454,PROD01867,2024-08-07,Late Delivery,1408
RET004959,ORD13461,PROD01015,2024-05-23,Quality Not Good,1271
RET004960,ORD13464,PROD02826,2024-11-06,Quality Not Good,796
RET004961,ORD13467,PROD01512,2023-07-01,Wrong Item Delivered,3580
RET004962,ORD13469,PROD01214,2023-10-28,Defective Product,1494
RET004963,ORD13470,PROD00350,2023-06-13,Size Issue,2980
RET004964,ORD13471,PROD00851,2025-04-11,Wrong Item Delivered,1155
RET004965,ORD13473,PROD03736,2022-06-26,Quality Not Good,1468
RET004966,ORD13473,PROD03664,2025-09-05,Late Delivery,5102
RET004967,ORD13474,PROD03729,2024-06-21,Wrong Item Delivered,2141
RET004968,ORD13478,PROD03018,2022-09-25,Quality Not Good,4187
RET004969,ORD13487,PROD01874,2023-01-06,Changed Mind,1379
RET004970,ORD13490,PROD04838,2022-02-07,Defective Product,3000
RET004971,ORD13490,PROD00504,2023-12-09,Size Issue,4004
RET004972,ORD13490,PROD01308,2023-09-10,Quality Not Good,600
RET004973,ORD13502,PROD00792,2025-04-29,Defective Product,5313
RET004974,ORD13504,PROD01554,2025-07-08,Quality Not Good,1408
RET004975,ORD13505,PROD04164,2022-11-09,Size Issue,1312
RET004976,ORD13507,PROD01518,2023-10-29,Quality Not Good,1100
RET004977,ORD13511,PROD04655,2022-02-19,Defective Product,2646
RET004978,ORD13521,PROD03163,2022-04-30,Wrong Item Delivered,1016
RET004979,ORD13524,PROD00319,2024-06-29,Size Issue,3009
RET004980,ORD13528,PROD00499,2023-08-27,Size Issue,1921
RET004981,ORD13529,PROD01133,2022-05-18,Changed Mind,1210
RET004982,ORD13529,PROD02255,2025-02-18,Wrong Item Delivered,922
RET004983,ORD13531,PROD01519,2025-08-30,Defective Product,1318
RET004984,ORD13532,PROD00106,2023-06-26,Late Delivery,1697
RET004985,ORD13533,PROD03469,2022-03-30,Defective Product,4694
RET004986,ORD13536,PROD04645,2023-07-06,Defective Product,2399
RET004987,ORD13536,PROD01399,2022-08-10,Changed Mind,3312
RET004988,ORD13537,PROD01976,2025-08-27,Size Issue,1793
RET004989,ORD13540,PROD03949,2022-02-19,Quality Not Good,2531
RET004990,ORD13540,PROD00666,2022-02-13,Wrong Item Delivered,3267
RET004991,ORD13541,PROD03959,2025-03-09,Wrong Item Delivered,2318
RET004992,ORD13542,PROD04250,2024-08-06,Size Issue,3168
RET004993,ORD13543,PROD01918,2025-02-06,Size Issue,2253
RET004994,ORD13543,PROD01658,2023-03-07,Size Issue,1757
RET004995,ORD13547,PROD01028,2023-06-03,Changed Mind,2459
RET004996,ORD13548,PROD04417,2025-01-14,Size Issue,2161
RET004997,ORD13552,PROD04884,2025-10-27,Defective Product,2367
RET004998,ORD13556,PROD04127,2022-08-26,Quality Not Good,1873
RET004999,ORD13561,PROD02237,2025-09-11,Size Issue,1265
RET005000,ORD13561,PROD04144,2024-04-27,Size Issue,485
RET005001,ORD13562,PROD04241,2022-12-25,Changed Mind,3475
RET005002,ORD13564,PROD01991,2024-01-09,Size Issue,1587
RET005003,ORD13565,PROD02577,2025-06-05,Size Issue,1688
RET005004,ORD13569,PROD04199,2025-01-20,Quality Not Good,954
RET005005,ORD13570,PROD01523,2024-01-20,Size Issue,2986
RET005006,ORD13570,PROD04516,2024-09-30,Quality Not Good,2894
RET005007,ORD13574,PROD01028,2024-12-26,Wrong Item Delivered,5547
RET005008,ORD13575,PROD00442,2023-10-26,Wrong Item Delivered,2000
RET005009,ORD13576,PROD04417,2024-08-31,Size Issue,1455
RET005010,ORD13580,PROD01897,2023-01-05,Size Issue,929
RET005011,ORD13587,PROD04381,2024-03-02,Changed Mind,2826
RET005012,ORD13594,PROD00739,2022-02-14,Quality Not Good,1188
RET005013,ORD13595,PROD00593,2024-05-07,Size Issue,1728
RET005014,ORD13596,PROD04492,2023-09-26,Quality Not Good,2885
RET005015,ORD13606,PROD00563,2023-06-16,Wrong Item Delivered,2054
RET005016,ORD13608,PROD03931,2024-11-21,Size Issue,3288
RET005017,ORD13610,PROD00410,2023-06-07,Defective Product,1184
RET005018,ORD13610,PROD01975,2023-03-31,Late Delivery,1157
RET005019,ORD13611,PROD04988,2025-09-11,Quality Not Good,256
RET005020,ORD13615,PROD02017,2025-01-07,Size Issue,6618
RET005021,ORD13617,PROD04521,2022-06-05,Quality Not Good,1534
RET005022,ORD13617,PROD04328,2023-09-19,Wrong Item Delivered,4646
RET005023,ORD13619,PROD01123,2025-07-07,Quality Not Good,1854
RET005024,ORD13622,PROD01140,2022-05-01,Late Delivery,2256
RET005025,ORD13622,PROD03341,2023-01-30,Wrong Item Delivered,1880
RET005026,ORD13623,PROD04647,2023-01-04,Size Issue,1900
RET005027,ORD13626,PROD04356,2024-04-25,Changed Mind,2684
RET005028,ORD13630,PROD03626,2023-08-23,Defective Product,2986
RET005029,ORD13633,PROD03817,2023-06-05,Wrong Item Delivered,5895
RET005030,ORD13637,PROD00450,2024-07-14,Changed Mind,2703
RET005031,ORD13640,PROD03046,2025-08-17,Defective Product,1534
RET005032,ORD13641,PROD03044,2022-08-20,Size Issue,3735
RET005033,ORD13641,PROD03549,2024-07-10,Wrong Item Delivered,1097
RET005034,ORD13642,PROD02773,2022-12-02,Size Issue,3667
RET005035,ORD13643,PROD00912,2022-10-11,Defective Product,4980
RET005036,ORD13649,PROD00490,2024-06-02,Changed Mind,1983
RET005037,ORD13650,PROD02460,2023-08-27,Quality Not Good,2404
RET005038,ORD13653,PROD04609,2024-04-21,Defective Product,3246
RET005039,ORD13655,PROD01567,2023-04-14,Quality Not Good,620
RET005040,ORD13655,PROD03000,2022-03-03,Wrong Item Delivered,4306
RET005041,ORD13659,PROD00394,2023-09-10,Size Issue,1180
RET005042,ORD13660,PROD04995,2022-09-03,Changed Mind,839
RET005043,ORD13662,PROD01805,2024-09-10,Changed Mind,4375
RET005044,ORD13664,PROD01640,2025-07-23,Changed Mind,293
RET005045,ORD13670,PROD00741,2022-03-23,Changed Mind,2078
RET005046,ORD13673,PROD00490,2022-06-06,Quality Not Good,3779
RET005047,ORD13674,PROD03493,2023-10-16,Defective Product,6765
RET005048,ORD13677,PROD02131,2022-01-03,Changed Mind,3399
RET005049,ORD13678,PROD00164,2025-11-06,Size Issue,6225
RET005050,ORD13687,PROD01070,2022-09-17,Quality Not Good,1516
RET005051,ORD13690,PROD00842,2024-12-02,Defective Product,5463
RET005052,ORD13697,PROD04401,2023-08-01,Quality Not Good,559
RET005053,ORD13697,PROD03924,2024-07-18,Late Delivery,463
RET005054,ORD13698,PROD02883,2025-08-01,Changed Mind,2780
RET005055,ORD13699,PROD00968,2024-07-09,Changed Mind,4971
RET005056,ORD13702,PROD04605,2024-11-07,Size Issue,1699
RET005057,ORD13703,PROD02675,2022-03-24,Wrong Item Delivered,1582
RET005058,ORD13706,PROD02406,2022-05-07,Size Issue,3123
RET005059,ORD13706,PROD03327,2022-04-02,Changed Mind,559
RET005060,ORD13708,PROD01886,2024-05-07,Size Issue,2524
RET005061,ORD13708,PROD04454,2025-03-02,Wrong Item Delivered,2403
RET005062,ORD13710,PROD04347,2025-06-29,Changed Mind,541
RET005063,ORD13713,PROD00805,2022-04-17,Defective Product,1512
RET005064,ORD13720,PROD01769,2025-12-14,Wrong Item Delivered,1824
RET005065,ORD13723,PROD02422,2022-04-27,Late Delivery,5409
RET005066,ORD13730,PROD04898,2024-05-13,Defective Product,7374
RET005067,ORD13732,PROD02249,2023-06-15,Wrong Item Delivered,896
RET005068,ORD13732,PROD01279,2023-12-06,Size Issue,2440
RET005069,ORD13733,PROD03346,2022-07-04,Quality Not Good,533
RET005070,ORD13737,PROD03035,2025-08-12,Size Issue,879
RET005071,ORD13737,PROD01697,2022-01-07,Wrong Item Delivered,1582
RET005072,ORD13739,PROD01021,2022-02-13,Wrong Item Delivered,8955
RET005073,ORD13749,PROD01367,2023-11-10,Wrong Item Delivered,7062
RET005074,ORD13750,PROD04790,2025-02-03,Changed Mind,1097
RET005075,ORD13752,PROD02009,2025-12-30,Changed Mind,2099
RET005076,ORD13762,PROD03298,2022-12-06,Size Issue,895
RET005077,ORD13762,PROD02485,2023-02-08,Defective Product,6210
RET005078,ORD13767,PROD03243,2025-11-22,Defective Product,1600
RET005079,ORD13770,PROD04603,2022-09-26,Changed Mind,2655
RET005080,ORD13773,PROD01000,2022-03-19,Defective Product,523
RET005081,ORD13774,PROD01446,2024-06-24,Changed Mind,5023
RET005082,ORD13776,PROD01692,2025-09-17,Wrong Item Delivered,4173
RET005083,ORD13776,PROD00428,2024-08-06,Wrong Item Delivered,3798
RET005084,ORD13778,PROD04219,2025-08-04,Changed Mind,5202
RET005085,ORD13782,PROD01670,2023-10-11,Quality Not Good,2824
RET005086,ORD13785,PROD00361,2022-02-24,Changed Mind,700
RET005087,ORD13786,PROD00106,2025-02-01,Defective Product,4362
RET005088,ORD13788,PROD02700,2023-07-14,Changed Mind,2741
RET005089,ORD13789,PROD04842,2025-06-11,Wrong Item Delivered,1900
RET005090,ORD13790,PROD02861,2023-09-28,Late Delivery,516
RET005091,ORD13792,PROD01168,2024-01-23,Wrong Item Delivered,5877
RET005092,ORD13796,PROD02070,2023-03-11,Defective Product,6135
