payment_id,order_id,payment_date,payment_method,payment_status,amount
PAY021564,ORD14396,2022-05-23,Card,Success,2824
PAY021565,ORD14396,2022-05-20,UPI,Success,2824
PAY021566,ORD14397,2025-05-13,COD,Success,826
PAY021567,ORD14398,2025-04-13,UPI,Success,4764
PAY021568,ORD14398,2025-04-13,UPI,Success,4764
PAY021569,ORD14399,2025-05-05,COD,Success,4737
PAY021570,ORD14400,2021-06-07,UPI,Success,3934
PAY021571,ORD14400,2021-06-06,UPI,Success,3934
PAY021572,ORD14401,2024-12-27,Card,Success,3101
PAY021573,ORD14401,2024-12-25,Card,Failed,3101
PAY021574,ORD14402,2024-08-02,Card,Success,3763
PAY021575,ORD14403,2023-02-12,COD,Success,2303
PAY021576,ORD14403,2023-02-08,UPI,Success,2303
PAY021577,ORD14404,2025-01-13,UPI,Success,2824
PAY021578,ORD14404,2025-01-15,UPI,Failed,2824
PAY021579,ORD14405,2022-04-13,Card,Success,1665
PAY021580,ORD14406,2025-04-19,UPI,Pending,3892
PAY021581,ORD14406,2025-04-17,Card,Success,3892
PAY021582,ORD14407,2022-11-08,Card,Success,1357
PAY021583,ORD14408,2025-11-08,Card,Failed,4476
PAY021584,ORD14409,2025-02-07,COD,Success,1749
PAY021585,ORD14410,2021-05-17,COD,Success,1817
PAY021586,ORD14410,2021-05-13,Card,Success,1817
PAY021587,ORD14411,2025-12-25,Card,Success,2743
PAY021588,ORD14411,2025-12-27,Card,Success,2743
PAY021589,ORD14412,2024-11-19,UPI,Success,4370
PAY021590,ORD14412,2024-11-20,UPI,Success,4370
PAY021591,ORD14413,2021-04-16,UPI,Success,2204
PAY021592,ORD14413,2021-04-13,Card,Success,2204
PAY021593,ORD14414,2024-02-13,Card,Success,862
PAY021594,ORD14414,2024-02-11,Card,Success,862
PAY021595,ORD14415,2021-05-10,COD,Success,3015
PAY021596,ORD14415,2021-05-09,COD,Success,3015
PAY021597,ORD14416,2025-06-04,Card,Success,2842
PAY021598,ORD14416,2025-06-05,Card,Success,2842
PAY021599,ORD14417,2025-10-14,UPI,Success,2362
PAY021600,ORD14417,2025-10-14,COD,Success,2362
PAY021601,ORD14418,2025-03-09,UPI,Success,4608
PAY021602,ORD14419,2023-11-21,COD,Success,4826
PAY021603,ORD14420,2023-06-17,Card,Success,3003
PAY021604,ORD14420,2023-06-22,Card,Success,3003
PAY021605,ORD14421,2024-08-19,UPI,Success,2409
PAY021606,ORD14422,2023-09-12,COD,Failed,1788
PAY021607,ORD14422,2023-09-13,Card,Failed,1788
PAY021608,ORD14423,2025-03-17,Card,Success,2302
PAY021609,ORD14424,2021-11-11,UPI,Success,2368
PAY021610,ORD14425,2022-09-10,Card,Success,4903
PAY021611,ORD14426,2025-12-17,UPI,Success,4571
PAY021612,ORD14427,2022-07-14,UPI,Success,790
PAY021613,ORD14427,2022-07-16,COD,Success,790
PAY021614,ORD14428,2022-07-05,UPI,Success,4309
PAY021615,ORD14429,2022-11-02,Card,Success,1236
PAY021616,ORD14429,2022-11-04,COD,Success,1236
PAY021617,ORD14430,2025-03-24,UPI,Pending,3301
PAY021618,ORD14431,2021-06-26,COD,Failed,1612
PAY021619,ORD14431,2021-07-01,Card,Success,1612
PAY021620,ORD14432,2025-07-31,UPI,Success,3360
PAY021621,ORD14432,2025-08-03,UPI,Success,3360
PAY021622,ORD14433,2022-07-27,Card,Success,4088
PAY021623,ORD14433,2022-07-26,UPI,Success,4088
PAY021624,ORD14434,2023-08-23,UPI,Pending,652
PAY021625,ORD14434,2023-08-23,Card,Success,652
PAY021626,ORD14435,2023-12-01,UPI,Success,1902
PAY021627,ORD14436,2021-04-30,COD,Pending,1507
PAY021628,ORD14436,2021-04-26,UPI,Success,1507
PAY021629,ORD14437,2025-06-07,UPI,Pending,904
PAY021630,ORD14438,2021-09-03,UPI,Pending,4622
PAY021631,ORD14438,2021-09-05,UPI,Success,4622
PAY021632,ORD14439,2022-08-16,UPI,Pending,2732
PAY021633,ORD14439,2022-08-17,UPI,Success,2732
PAY021634,ORD14440,2021-10-14,UPI,Success,2868
PAY021635,ORD14441,2024-08-03,Card,Success,878
PAY021636,ORD14442,2023-05-16,UPI,Success,2571
PAY021637,ORD14442,2023-05-14,Card,Success,2571
PAY021638,ORD14443,2025-02-13,UPI,Success,3558
PAY021639,ORD14443,2025-02-15,COD,Success,3558
PAY021640,ORD14444,2024-03-07,Card,Failed,2387
PAY021641,ORD14445,2025-11-04,Card,Success,1111
PAY021642,ORD14446,2025-08-20,UPI,Success,3648
PAY021643,ORD14447,2025-08-17,UPI,Success,1938
PAY021644,ORD14447,2025-08-17,Card,Success,1938
PAY021645,ORD14448,2025-03-11,Card,Pending,4558
PAY021646,ORD14449,2022-07-29,UPI,Success,1917
PAY021647,ORD14450,2021-03-25,COD,Success,3301
PAY021648,ORD14451,2023-01-15,COD,Pending,605
PAY021649,ORD14451,2023-01-11,Card,Failed,605
PAY021650,ORD14452,2022-10-18,COD,Success,810
PAY021651,ORD14453,2022-03-09,COD,Success,1604
PAY021652,ORD14453,2022-03-09,COD,Success,1604
PAY021653,ORD14454,2021-07-21,UPI,Success,889
PAY021654,ORD14454,2021-07-19,Card,Success,889
PAY021655,ORD14455,2022-10-12,UPI,Success,2669
PAY021656,ORD14455,2022-10-14,UPI,Success,2669
PAY021657,ORD14456,2024-01-26,UPI,Pending,3326
PAY021658,ORD14457,2021-05-14,UPI,Success,4172
PAY021659,ORD14458,2021-02-15,UPI,Success,3052
PAY021660,ORD14459,2023-06-03,Card,Success,3014
PAY021661,ORD14459,2023-06-05,COD,Success,3014
PAY021662,ORD14460,2025-07-31,Card,Failed,4481
PAY021663,ORD14461,2021-09-18,UPI,Success,3793
PAY021664,ORD14462,2022-03-07,Card,Success,514
PAY021665,ORD14463,2021-09-19,UPI,Success,3192
PAY021666,ORD14464,2025-03-30,COD,Failed,3151
PAY021667,ORD14464,2025-03-27,UPI,Success,3151
PAY021668,ORD14465,2025-06-19,UPI,Failed,4466
PAY021669,ORD14465,2025-06-18,UPI,Success,4466
PAY021670,ORD14466,2025-04-12,Card,Success,2752
PAY021671,ORD14466,2025-04-11,Card,Success,2752
PAY021672,ORD14467,2021-02-15,COD,Success,2039
PAY021673,ORD14467,2021-02-17,UPI,Success,2039
PAY021674,ORD14468,2024-08-04,UPI,Success,1209
PAY021675,ORD14469,2021-01-28,Card,Success,762
PAY021676,ORD14469,2021-01-26,UPI,Success,762
PAY021677,ORD14470,2021-07-05,Card,Failed,4269
PAY021678,ORD14470,2021-07-02,Card,Success,4269
PAY021679,ORD14471,2021-11-19,Card,Success,3891
PAY021680,ORD14471,2021-11-18,UPI,Success,3891
PAY021681,ORD14472,2025-08-24,UPI,Success,2675
PAY021682,ORD14473,2025-07-10,Card,Success,1904
PAY021683,ORD14473,2025-07-13,UPI,Success,1904
PAY021684,ORD14474,2021-11-14,UPI,Success,1194
PAY021685,ORD14475,2021-09-07,UPI,Success,1196
PAY021686,ORD14475,2021-09-05,UPI,Success,1196
PAY021687,ORD14476,2022-06-17,UPI,Success,2342
PAY021688,ORD14476,2022-06-16,COD,Failed,2342
PAY021689,ORD14477,2023-12-11,Card,Success,2958
PAY021690,ORD14478,2021-01-29,COD,Success,1521
PAY021691,ORD14479,2023-12-22,Card,Success,3433
PAY021692,ORD14479,2023-12-22,UPI,Failed,3433
PAY021693,ORD14480,2023-10-11,Card,Pending,1412
PAY021694,ORD14481,2023-11-12,Card,Failed,908
PAY021695,ORD14482,2021-06-13,Card,Success,2258
PAY021696,ORD14483,2022-08-31,COD,Success,4238
PAY021697,ORD14483,2022-09-02,COD,Success,4238
PAY021698,ORD14484,2025-10-09,COD,Success,1384
PAY021699,ORD14484,2025-10-13,UPI,Success,1384
PAY021700,ORD14485,2021-08-24,COD,Success,2395
PAY021701,ORD14485,2021-08-24,Card,Success,2395
PAY021702,ORD14486,2025-10-31,COD,Failed,1349
PAY021703,ORD14487,2021-01-13,Card,Success,2910
PAY021704,ORD14487,2021-01-11,UPI,Success,2910
PAY021705,ORD14488,2021-06-27,COD,Success,1938
PAY021706,ORD14488,2021-06-29,UPI,Success,1938
PAY021707,ORD14489,2022-06-12,Card,Success,3837
PAY021708,ORD14490,2023-02-15,UPI,Success,3638
PAY021709,ORD14491,2023-07-07,UPI,Success,2206
PAY021710,ORD14491,2023-07-07,Card,Success,2206
PAY021711,ORD14492,2025-10-23,UPI,Success,2935
PAY021712,ORD14493,2025-07-29,UPI,Success,2439
PAY021713,ORD14494,2022-05-15,UPI,Success,2829
PAY021714,ORD14495,2024-03-15,Card,Success,3550
PAY021715,ORD14496,2024-03-10,Card,Success,1354
PAY021716,ORD14496,2024-03-11,UPI,Success,1354
PAY021717,ORD14497,2024-11-02,UPI,Success,4989
PAY021718,ORD14497,2024-11-02,COD,Success,4989
PAY021719,ORD14498,2024-07-14,UPI,Pending,3175
PAY021720,ORD14498,2024-07-12,Card,Success,3175
PAY021721,ORD14499,2023-08-19,COD,Success,1458
PAY021722,ORD14500,2024-07-10,Card,Success,633
PAY021723,ORD14501,2024-04-14,COD,Failed,1953
PAY021724,ORD14501,2024-04-14,Card,Failed,1953
PAY021725,ORD14502,2024-10-07,Card,Success,1212
PAY021726,ORD14502,2024-10-06,UPI,Success,1212
PAY021727,ORD14503,2021-05-31,Card,Success,4842
PAY021728,ORD14504,2021-06-05,Card,Success,4027
PAY021729,ORD14505,2024-03-23,Card,Success,4710
PAY021730,ORD14506,2021-10-01,Card,Failed,783
PAY021731,ORD14506,2021-09-28,Card,Success,783
PAY021732,ORD14507,2024-09-09,UPI,Success,3422
PAY021733,ORD14508,2023-05-02,UPI,Success,4367
PAY021734,ORD14509,2022-04-11,Card,Success,3295
PAY021735,ORD14509,2022-04-14,UPI,Success,3295
PAY021736,ORD14510,2023-07-22,UPI,Success,1559
PAY021737,ORD14510,2023-07-23,UPI,Success,1559
PAY021738,ORD14511,2023-09-13,Card,Success,2439
PAY021739,ORD14512,2025-07-11,Card,Failed,4265
PAY021740,ORD14512,2025-07-14,Card,Success,4265
PAY021741,ORD14513,2025-10-24,UPI,Failed,2078
PAY021742,ORD14513,2025-10-25,COD,Success,2078
PAY021743,ORD14514,2025-10-03,UPI,Success,2403
PAY021744,ORD14515,2022-02-22,COD,Failed,786
PAY021745,ORD14515,2022-02-19,Card,Success,786
PAY021746,ORD14516,2023-02-05,Card,Pending,2163
PAY021747,ORD14516,2023-02-01,UPI,Success,2163
PAY021748,ORD14517,2021-11-14,COD,Success,4610
PAY021749,ORD14518,2025-05-23,COD,Success,2800
PAY021750,ORD14518,2025-05-22,COD,Success,2800
PAY021751,ORD14519,2021-09-20,Card,Success,3014
PAY021752,ORD14519,2021-09-24,COD,Success,3014
PAY021753,ORD14520,2021-02-18,COD,Success,3310
PAY021754,ORD14521,2025-03-11,UPI,Success,2619
PAY021755,ORD14522,2023-06-10,Card,Success,3577
PAY021756,ORD14523,2023-07-14,Card,Success,2463
PAY021757,ORD14523,2023-07-16,UPI,Success,2463
PAY021758,ORD14524,2021-08-15,UPI,Success,569
PAY021759,ORD14524,2021-08-17,UPI,Failed,569
PAY021760,ORD14525,2025-05-20,UPI,Failed,4678
PAY021761,ORD14525,2025-05-21,UPI,Success,4678
PAY021762,ORD14526,2025-05-10,Card,Success,1051
PAY021763,ORD14527,2023-09-23,Card,Success,2241
PAY021764,ORD14527,2023-09-22,Card,Success,2241
PAY021765,ORD14528,2025-08-18,UPI,Pending,4269
PAY021766,ORD14528,2025-08-18,Card,Failed,4269
PAY021767,ORD14529,2023-09-19,UPI,Failed,914
PAY021768,ORD14530,2022-06-19,Card,Success,4464
PAY021769,ORD14530,2022-06-23,UPI,Success,4464
PAY021770,ORD14531,2022-07-07,UPI,Pending,3523
PAY021771,ORD14532,2025-06-14,UPI,Failed,546
PAY021772,ORD14533,2021-11-08,UPI,Success,2233
PAY021773,ORD14534,2023-08-12,UPI,Success,3646
PAY021774,ORD14534,2023-08-11,Card,Success,3646
PAY021775,ORD14535,2024-01-31,COD,Success,2108
PAY021776,ORD14536,2022-12-22,UPI,Success,1280
PAY021777,ORD14536,2022-12-26,UPI,Success,1280
PAY021778,ORD14537,2025-04-23,UPI,Failed,4522
PAY021779,ORD14537,2025-04-26,Card,Success,4522
PAY021780,ORD14538,2022-03-12,Card,Failed,3944
PAY021781,ORD14538,2022-03-13,Card,Failed,3944
PAY021782,ORD14539,2025-10-31,UPI,Success,3600
PAY021783,ORD14540,2024-02-16,COD,Success,2387
PAY021784,ORD14540,2024-02-19,UPI,Success,2387
PAY021785,ORD14541,2024-05-08,Card,Success,3398
PAY021786,ORD14542,2023-08-31,UPI,Success,872
PAY021787,ORD14543,2023-10-06,COD,Success,1325
PAY021788,ORD14543,2023-10-08,UPI,Success,1325
PAY021789,ORD14544,2022-07-27,COD,Pending,2460
PAY021790,ORD14545,2023-02-23,UPI,Pending,995
PAY021791,ORD14545,2023-02-24,UPI,Success,995
PAY021792,ORD14546,2021-05-09,UPI,Success,3384
PAY021793,ORD14546,2021-05-08,Card,Success,3384
PAY021794,ORD14547,2021-01-22,COD,Failed,2517
PAY021795,ORD14547,2021-01-24,Card,Success,2517
PAY021796,ORD14548,2023-11-17,UPI,Failed,771
PAY021797,ORD14548,2023-11-15,UPI,Success,771
PAY021798,ORD14549,2024-05-11,Card,Failed,1646
PAY021799,ORD14550,2024-04-04,COD,Success,2379
PAY021800,ORD14550,2024-04-02,Card,Success,2379
PAY021801,ORD14551,2022-01-20,UPI,Success,4621
PAY021802,ORD14551,2022-01-21,Card,Success,4621
PAY021803,ORD14552,2023-10-18,Card,Success,4381
PAY021804,ORD14553,2024-08-20,COD,Success,2822
PAY021805,ORD14554,2022-09-20,UPI,Failed,4661
PAY021806,ORD14555,2024-08-27,Card,Success,1630
PAY021807,ORD14555,2024-08-28,COD,Success,1630
PAY021808,ORD14556,2023-01-22,UPI,Pending,4222
PAY021809,ORD14556,2023-01-18,UPI,Success,4222
PAY021810,ORD14557,2022-02-07,UPI,Pending,932
PAY021811,ORD14557,2022-02-07,Card,Success,932
PAY021812,ORD14558,2023-07-02,UPI,Success,562
PAY021813,ORD14558,2023-06-29,COD,Success,562
PAY021814,ORD14559,2022-05-10,Card,Success,2491
PAY021815,ORD14559,2022-05-12,Card,Success,2491
PAY021816,ORD14560,2024-08-24,UPI,Success,3177
PAY021817,ORD14560,2024-08-22,UPI,Success,3177
PAY021818,ORD14561,2022-01-24,Card,Success,2833
PAY021819,ORD14561,2022-01-20,UPI,Success,2833
PAY021820,ORD14562,2022-01-10,UPI,Success,593
PAY021821,ORD14563,2024-09-11,UPI,Pending,1877
PAY021822,ORD14564,2024-09-11,COD,Success,4943
PAY021823,ORD14564,2024-09-11,Card,Success,4943
PAY021824,ORD14565,2021-04-21,UPI,Success,3723
PAY021825,ORD14565,2021-04-26,Card,Success,3723
PAY021826,ORD14566,2023-04-15,Card,Success,4546
PAY021827,ORD14567,2022-11-11,UPI,Success,804
PAY021828,ORD14568,2022-03-26,UPI,Success,1585
PAY021829,ORD14568,2022-03-30,Card,Success,1585
PAY021830,ORD14569,2023-10-25,UPI,Failed,4119
PAY021831,ORD14569,2023-10-28,UPI,Success,4119
PAY021832,ORD14570,2023-01-19,Card,Success,635
PAY021833,ORD14570,2023-01-23,COD,Success,635
PAY021834,ORD14571,2022-12-19,UPI,Success,4355
PAY021835,ORD14572,2025-07-30,Card,Pending,3486
PAY021836,ORD14572,2025-08-02,COD,Success,3486
PAY021837,ORD14573,2021-05-25,UPI,Success,2390
PAY021838,ORD14573,2021-05-24,UPI,Success,2390
PAY021839,ORD14574,2025-10-08,UPI,Success,1830
PAY021840,ORD14575,2023-01-26,UPI,Success,3951
PAY021841,ORD14575,2023-01-23,UPI,Success,3951
PAY021842,ORD14576,2021-02-23,UPI,Success,3132
PAY021843,ORD14576,2021-02-25,UPI,Success,3132
PAY021844,ORD14577,2024-06-13,UPI,Failed,3364
PAY021845,ORD14577,2024-06-15,Card,Success,3364
PAY021846,ORD14578,2025-07-12,UPI,Success,3442
PAY021847,ORD14579,2021-07-26,UPI,Success,4629
PAY021848,ORD14579,2021-07-28,COD,Success,4629
PAY021849,ORD14580,2023-10-07,UPI,Success,3315
PAY021850,ORD14581,2021-02-20,UPI,Success,4432
PAY021851,ORD14581,2021-02-18,COD,Success,4432
PAY021852,ORD14582,2025-04-16,Card,Success,2545
PAY021853,ORD14582,2025-04-16,UPI,Success,2545
PAY021854,ORD14583,2025-01-18,COD,Success,3205
PAY021855,ORD14583,2025-01-18,Card,Success,3205
PAY021856,ORD14584,2024-04-24,Card,Success,4008
PAY021857,ORD14584,2024-04-22,UPI,Success,4008
PAY021858,ORD14585,2025-05-13,UPI,Success,2061
PAY021859,ORD14586,2025-01-05,UPI,Success,4969
PAY021860,ORD14587,2024-04-26,COD,Success,3475
PAY021861,ORD14587,2024-04-22,Card,Success,3475
PAY021862,ORD14588,2025-12-23,Card,Success,4316
PAY021863,ORD14588,2025-12-23,UPI,Success,4316
PAY021864,ORD14589,2025-05-24,COD,Success,4591
PAY021865,ORD14590,2025-12-13,UPI,Success,2131
PAY021866,ORD14591,2021-08-19,Card,Success,2853
PAY021867,ORD14591,2021-08-18,UPI,Success,2853
PAY021868,ORD14592,2025-07-18,UPI,Success,1269
PAY021869,ORD14593,2024-02-26,UPI,Success,3822
PAY021870,ORD14593,2024-02-27,UPI,Success,3822
PAY021871,ORD14594,2022-07-10,COD,Success,3524
PAY021872,ORD14595,2023-06-18,COD,Success,3344
PAY021873,ORD14595,2023-06-17,Card,Success,3344
PAY021874,ORD14596,2025-06-27,UPI,Success,1831
PAY021875,ORD14597,2021-01-05,Card,Success,2454
PAY021876,ORD14598,2023-08-26,UPI,Success,3569
PAY021877,ORD14599,2022-03-19,UPI,Success,2736
PAY021878,ORD14600,2021-03-23,UPI,Success,764
PAY021879,ORD14600,2021-03-24,UPI,Failed,764
PAY021880,ORD14601,2023-02-06,Card,Success,2316
PAY021881,ORD14601,2023-02-06,UPI,Success,2316
PAY021882,ORD14602,2021-10-27,UPI,Success,1248
PAY021883,ORD14602,2021-11-01,UPI,Success,1248
PAY021884,ORD14603,2021-06-03,UPI,Success,4177
PAY021885,ORD14604,2024-02-03,UPI,Success,3839
PAY021886,ORD14605,2025-05-20,UPI,Success,1184
PAY021887,ORD14606,2024-10-03,Card,Success,1263
PAY021888,ORD14607,2021-07-05,UPI,Success,1700
PAY021889,ORD14608,2024-03-29,Card,Success,4781
PAY021890,ORD14608,2024-04-01,Card,Success,4781
PAY021891,ORD14609,2024-08-03,UPI,Success,1282
PAY021892,ORD14609,2024-08-04,UPI,Success,1282
PAY021893,ORD14610,2023-11-10,UPI,Failed,4130
PAY021894,ORD14611,2021-12-14,UPI,Pending,956
PAY021895,ORD14612,2023-06-27,Card,Success,2778
PAY021896,ORD14613,2022-03-17,UPI,Success,2719
PAY021897,ORD14613,2022-03-15,UPI,Success,2719
PAY021898,ORD14614,2025-02-16,Card,Pending,2208
PAY021899,ORD14614,2025-02-19,UPI,Success,2208
PAY021900,ORD14615,2023-11-06,UPI,Success,1072
PAY021901,ORD14615,2023-11-01,Card,Success,1072
PAY021902,ORD14616,2023-09-19,COD,Success,2481
PAY021903,ORD14616,2023-09-17,UPI,Success,2481
PAY021904,ORD14617,2024-08-03,UPI,Success,1558
PAY021905,ORD14617,2024-08-05,COD,Success,1558
PAY021906,ORD14618,2022-09-11,Card,Pending,1906
PAY021907,ORD14619,2023-03-27,COD,Success,808
PAY021908,ORD14620,2024-08-27,Card,Success,3602
PAY021909,ORD14620,2024-08-31,UPI,Success,3602
PAY021910,ORD14621,2025-11-13,UPI,Success,1867
PAY021911,ORD14622,2021-12-23,UPI,Success,4893
PAY021912,ORD14623,2023-10-23,Card,Failed,1523
PAY021913,ORD14623,2023-10-24,UPI,Success,1523
PAY021914,ORD14624,2023-12-15,Card,Success,2505
PAY021915,ORD14624,2023-12-18,UPI,Success,2505
PAY021916,ORD14625,2021-07-08,UPI,Success,4692
PAY021917,ORD14626,2023-09-29,UPI,Success,2782
PAY021918,ORD14627,2022-01-17,UPI,Success,4912
PAY021919,ORD14627,2022-01-16,Card,Success,4912
PAY021920,ORD14628,2023-01-02,Card,Pending,4803
PAY021921,ORD14629,2025-01-23,COD,Success,766
PAY021922,ORD14629,2025-01-22,Card,Failed,766
PAY021923,ORD14630,2025-04-29,UPI,Pending,530
PAY021924,ORD14631,2025-08-27,Card,Success,2213
PAY021925,ORD14632,2023-05-08,COD,Success,3290
PAY021926,ORD14633,2021-09-05,Card,Success,838
PAY021927,ORD14634,2025-07-12,UPI,Failed,4192
PAY021928,ORD14634,2025-07-12,Card,Success,4192
PAY021929,ORD14635,2022-10-09,UPI,Success,1521
PAY021930,ORD14635,2022-10-13,COD,Failed,1521
PAY021931,ORD14636,2022-02-13,UPI,Success,1531
PAY021932,ORD14636,2022-02-15,Card,Failed,1531
PAY021933,ORD14637,2021-03-13,UPI,Success,996
PAY021934,ORD14638,2024-06-15,UPI,Success,2065
PAY021935,ORD14639,2022-08-08,UPI,Success,762
PAY021936,ORD14640,2021-11-26,Card,Success,3941
PAY021937,ORD14640,2021-11-25,UPI,Success,3941
PAY021938,ORD14641,2022-01-18,COD,Failed,3650
PAY021939,ORD14641,2022-01-19,Card,Success,3650
PAY021940,ORD14642,2024-11-26,Card,Success,4731
PAY021941,ORD14642,2024-11-27,Card,Success,4731
PAY021942,ORD14643,2021-07-21,COD,Failed,4439
PAY021943,ORD14643,2021-07-20,UPI,Success,4439
PAY021944,ORD14644,2023-04-04,Card,Success,4613
PAY021945,ORD14645,2024-08-28,Card,Success,842
PAY021946,ORD14646,2023-04-15,UPI,Success,913
PAY021947,ORD14646,2023-04-12,UPI,Success,913
PAY021948,ORD14647,2025-05-25,Card,Success,3794
PAY021949,ORD14647,2025-05-30,UPI,Success,3794
PAY021950,ORD14648,2023-01-29,Card,Success,3805
PAY021951,ORD14648,2023-01-27,UPI,Success,3805
PAY021952,ORD14649,2023-10-11,UPI,Success,2820
PAY021953,ORD14650,2021-12-15,UPI,Failed,2651
PAY021954,ORD14651,2024-12-08,UPI,Success,4501
PAY021955,ORD14652,2021-01-05,UPI,Success,634
PAY021956,ORD14653,2024-12-20,COD,Success,2199
PAY021957,ORD14653,2024-12-20,Card,Success,2199
PAY021958,ORD14654,2025-07-10,UPI,Success,3729
PAY021959,ORD14655,2024-08-20,Card,Failed,1901
PAY021960,ORD14656,2021-04-13,Card,Success,2803
PAY021961,ORD14656,2021-04-14,UPI,Success,2803
PAY021962,ORD14657,2023-11-14,UPI,Failed,3866
PAY021963,ORD14658,2025-12-20,UPI,Success,3637
PAY021964,ORD14659,2024-10-29,COD,Success,1480
PAY021965,ORD14660,2022-07-05,Card,Success,4853
PAY021966,ORD14660,2022-07-10,Card,Success,4853
PAY021967,ORD14661,2023-09-28,COD,Success,834
PAY021968,ORD14661,2023-09-24,Card,Success,834
PAY021969,ORD14662,2022-09-09,COD,Success,3992
PAY021970,ORD14663,2023-09-10,UPI,Pending,752
PAY021971,ORD14664,2021-07-14,COD,Success,1536
PAY021972,ORD14664,2021-07-13,UPI,Success,1536
PAY021973,ORD14665,2023-10-04,Card,Failed,2787
PAY021974,ORD14665,2023-10-05,COD,Success,2787
PAY021975,ORD14666,2024-07-11,COD,Pending,2856
PAY021976,ORD14666,2024-07-10,Card,Success,2856
PAY021977,ORD14667,2022-04-20,COD,Success,4658
PAY021978,ORD14668,2024-05-19,COD,Success,3084
PAY021979,ORD14668,2024-05-21,UPI,Failed,3084
PAY021980,ORD14669,2022-09-06,Card,Failed,2952
PAY021981,ORD14670,2025-11-20,UPI,Success,2590
PAY021982,ORD14670,2025-11-18,COD,Success,2590
PAY021983,ORD14671,2021-07-18,UPI,Success,2780
PAY021984,ORD14672,2025-09-17,Card,Success,3309
PAY021985,ORD14672,2025-09-17,UPI,Success,3309
PAY021986,ORD14673,2024-09-14,UPI,Failed,4086
PAY021987,ORD14674,2025-04-07,UPI,Success,699
PAY021988,ORD14675,2025-09-28,UPI,Pending,3988
PAY021989,ORD14676,2022-11-28,Card,Success,2991
PAY021990,ORD14676,2022-11-24,Card,Success,2991
PAY021991,ORD14677,2025-08-03,UPI,Success,2855
PAY021992,ORD14678,2021-12-07,COD,Success,2024
PAY021993,ORD14679,2022-11-21,UPI,Success,2771
PAY021994,ORD14680,2023-05-23,UPI,Pending,4305
PAY021995,ORD14681,2023-04-22,Card,Success,3594
PAY021996,ORD14681,2023-04-18,UPI,Success,3594
PAY021997,ORD14682,2025-04-02,UPI,Success,1273
PAY021998,ORD14683,2025-04-29,UPI,Success,4791
PAY021999,ORD14684,2025-04-21,UPI,Success,1483
PAY022000,ORD14684,2025-04-17,UPI,Success,1483
PAY022001,ORD14685,2025-02-06,COD,Pending,1007
PAY022002,ORD14685,2025-02-11,UPI,Success,1007
PAY022003,ORD14686,2025-06-12,COD,Pending,539
PAY022004,ORD14686,2025-06-14,UPI,Success,539
PAY022005,ORD14687,2024-06-23,UPI,Success,3762
PAY022006,ORD14687,2024-06-26,Card,Failed,3762
PAY022007,ORD14688,2021-07-27,COD,Success,2412
PAY022008,ORD14688,2021-07-28,UPI,Success,2412
PAY022009,ORD14689,2023-05-10,COD,Success,1645
PAY022010,ORD14689,2023-05-14,Card,Success,1645
PAY022011,ORD14690,2021-02-04,Card,Pending,1683
PAY022012,ORD14690,2021-02-04,UPI,Failed,1683
PAY022013,ORD14691,2023-10-10,UPI,Success,4636
PAY022014,ORD14692,2021-03-07,COD,Success,4302
PAY022015,ORD14692,2021-03-09,UPI,Success,4302
PAY022016,ORD14693,2025-09-19,Card,Pending,2914
PAY022017,ORD14694,2023-05-25,UPI,Failed,4269
PAY022018,ORD14695,2023-10-09,COD,Pending,735
PAY022019,ORD14695,2023-10-09,Card,Success,735
PAY022020,ORD14696,2022-02-01,Card,Success,2935
PAY022021,ORD14697,2024-05-30,Card,Pending,3783
PAY022022,ORD14698,2024-02-25,UPI,Success,3690
PAY022023,ORD14698,2024-02-23,COD,Failed,3690
PAY022024,ORD14699,2023-04-04,Card,Success,4152
PAY022025,ORD14700,2021-12-08,UPI,Success,4714
PAY022026,ORD14700,2021-12-09,Card,Success,4714
PAY022027,ORD14701,2023-07-19,UPI,Success,2505
PAY022028,ORD14702,2025-07-05,Card,Success,4654
PAY022029,ORD14703,2024-06-16,UPI,Success,1236
PAY022030,ORD14704,2023-12-15,Card,Success,1516
PAY022031,ORD14704,2023-12-13,UPI,Success,1516
PAY022032,ORD14705,2023-03-15,UPI,Success,1248
PAY022033,ORD14706,2024-10-12,UPI,Success,2798
PAY022034,ORD14707,2021-12-25,UPI,Success,4971
PAY022035,ORD14707,2021-12-26,Card,Success,4971
PAY022036,ORD14708,2025-05-03,Card,Success,2367
PAY022037,ORD14708,2025-05-03,Card,Success,2367
PAY022038,ORD14709,2025-09-14,Card,Success,3441
PAY022039,ORD14709,2025-09-11,UPI,Success,3441
PAY022040,ORD14710,2022-04-16,UPI,Success,826
PAY022041,ORD14711,2024-01-12,Card,Success,3735
PAY022042,ORD14712,2025-04-19,Card,Pending,1417
PAY022043,ORD14712,2025-04-17,UPI,Success,1417
PAY022044,ORD14713,2023-03-31,UPI,Failed,4029
PAY022045,ORD14713,2023-03-27,Card,Success,4029
PAY022046,ORD14714,2024-07-03,Card,Success,1730
PAY022047,ORD14715,2023-02-02,Card,Success,2692
PAY022048,ORD14716,2025-06-30,COD,Success,977
PAY022049,ORD14716,2025-06-28,Card,Failed,977
PAY022050,ORD14717,2021-10-04,UPI,Failed,2686
PAY022051,ORD14717,2021-10-02,UPI,Success,2686
PAY022052,ORD14718,2022-11-22,UPI,Success,5000
