status_id,application_id,status,updated_at
ST44457,APP11115,Submitted,2025-09-16
ST44458,APP11115,Under Review,2025-09-22
ST44459,APP11115,Embassy Review,2025-09-24
ST44460,APP11115,Approved,2025-10-02
ST44461,APP11116,Submitted,2022-06-29
ST44462,APP11116,Under Review,2022-07-01
ST44463,APP11116,Embassy Review,2022-07-04
ST44464,APP11116,Rejected,2022-07-08
ST44465,APP11117,Submitted,2023-06-20
ST44466,APP11117,Under Review,2023-06-25
ST44467,APP11117,Embassy Review,2023-07-01
ST44468,APP11117,Approved,2023-07-07
ST44469,APP11118,Submitted,2025-02-20
ST44470,APP11118,Under Review,2025-02-22
ST44471,APP11118,Embassy Review,2025-02-24
ST44472,APP11118,Approved,2025-03-06
ST44473,APP11119,Submitted,2025-07-17
ST44474,APP11119,Under Review,2025-07-19
ST44475,APP11119,Embassy Review,2025-07-26
ST44476,APP11119,Approved,2025-08-03
ST44477,APP11120,Submitted,2024-04-09
ST44478,APP11120,Under Review,2024-04-11
ST44479,APP11120,Embassy Review,2024-04-18
ST44480,APP11120,Approved,2024-04-26
ST44481,APP11121,Submitted,2022-12-29
ST44482,APP11121,Under Review,2023-01-04
ST44483,APP11121,Embassy Review,2023-01-06
ST44484,APP11121,Rejected,2023-01-16
ST44485,APP11122,Submitted,2023-10-23
ST44486,APP11122,Under Review,2023-10-30
ST44487,APP11122,Embassy Review,2023-11-05
ST44488,APP11122,Approved,2023-11-09
ST44489,APP11123,Submitted,2023-01-10
ST44490,APP11123,Under Review,2023-01-17
ST44491,APP11123,Embassy Review,2023-01-23
ST44492,APP11123,Approved,2023-01-30
ST44493,APP11124,Submitted,2022-11-13
ST44494,APP11124,Under Review,2022-11-17
ST44495,APP11124,Embassy Review,2022-11-20
ST44496,APP11124,Approved,2022-11-30
ST44497,APP11125,Submitted,2025-05-20
ST44498,APP11125,Under Review,2025-05-23
ST44499,APP11125,Embassy Review,2025-05-26
ST44500,APP11125,Approved,2025-06-02
ST44501,APP11126,Submitted,2023-09-04
ST44502,APP11126,Under Review,2023-09-11
ST44503,APP11126,Embassy Review,2023-09-15
ST44504,APP11126,Approved,2023-09-20
ST44505,APP11127,Submitted,2023-12-07
ST44506,APP11127,Under Review,2023-12-12
ST44507,APP11127,Embassy Review,2023-12-15
ST44508,APP11127,Rejected,2023-12-19
ST44509,APP11128,Submitted,2024-08-25
ST44510,APP11128,Under Review,2024-08-28
ST44511,APP11128,Embassy Review,2024-09-01
ST44512,APP11128,Rejected,2024-09-05
ST44513,APP11129,Submitted,2022-09-21
ST44514,APP11129,Under Review,2022-09-24
ST44515,APP11129,Embassy Review,2022-09-29
ST44516,APP11129,Rejected,2022-10-05
ST44517,APP11130,Submitted,2025-11-09
ST44518,APP11130,Under Review,2025-11-16
ST44519,APP11130,Embassy Review,2025-11-19
ST44520,APP11130,Approved,2025-11-28
ST44521,APP11131,Submitted,2022-04-21
ST44522,APP11131,Under Review,2022-04-25
ST44523,APP11131,Embassy Review,2022-05-01
ST44524,APP11131,Approved,2022-05-04
ST44525,APP11132,Submitted,2025-09-14
ST44526,APP11132,Under Review,2025-09-18
ST44527,APP11132,Embassy Review,2025-09-22
ST44528,APP11132,Rejected,2025-09-29
ST44529,APP11133,Submitted,2025-03-09
ST44530,APP11133,Under Review,2025-03-13
ST44531,APP11133,Embassy Review,2025-03-15
ST44532,APP11133,Rejected,2025-03-22
ST44533,APP11134,Submitted,2024-10-07
ST44534,APP11134,Under Review,2024-10-11
ST44535,APP11134,Embassy Review,2024-10-14
ST44536,APP11134,Approved,2024-10-23
ST44537,APP11135,Submitted,2023-09-13
ST44538,APP11135,Under Review,2023-09-15
ST44539,APP11135,Embassy Review,2023-09-19
ST44540,APP11135,Approved,2023-09-23
ST44541,APP11136,Submitted,2025-02-05
ST44542,APP11136,Under Review,2025-02-09
ST44543,APP11136,Embassy Review,2025-02-15
ST44544,APP11136,Rejected,2025-02-21
ST44545,APP11137,Submitted,2023-10-11
ST44546,APP11137,Under Review,2023-10-17
ST44547,APP11137,Embassy Review,2023-10-21
ST44548,APP11137,Rejected,2023-10-31
ST44549,APP11138,Submitted,2022-02-09
ST44550,APP11138,Under Review,2022-02-14
ST44551,APP11138,Embassy Review,2022-02-17
ST44552,APP11138,Rejected,2022-02-20
ST44553,APP11139,Submitted,2022-04-06
ST44554,APP11139,Under Review,2022-04-11
ST44555,APP11139,Embassy Review,2022-04-14
ST44556,APP11139,Rejected,2022-04-17
ST44557,APP11140,Submitted,2024-05-18
ST44558,APP11140,Under Review,2024-05-22
ST44559,APP11140,Embassy Review,2024-05-26
ST44560,APP11140,Rejected,2024-05-30
ST44561,APP11141,Submitted,2024-01-16
ST44562,APP11141,Under Review,2024-01-21
ST44563,APP11141,Embassy Review,2024-01-28
ST44564,APP11141,Approved,2024-02-02
ST44565,APP11142,Submitted,2022-05-29
ST44566,APP11142,Under Review,2022-05-31
ST44567,APP11142,Embassy Review,2022-06-07
ST44568,APP11142,Rejected,2022-06-15
ST44569,APP11143,Submitted,2025-03-02
ST44570,APP11143,Under Review,2025-03-09
ST44571,APP11143,Embassy Review,2025-03-12
ST44572,APP11143,Approved,2025-03-22
ST44573,APP11144,Submitted,2023-11-16
ST44574,APP11144,Under Review,2023-11-20
ST44575,APP11144,Embassy Review,2023-11-24
ST44576,APP11144,Rejected,2023-11-30
ST44577,APP11145,Submitted,2025-02-24
ST44578,APP11145,Under Review,2025-03-03
ST44579,APP11145,Embassy Review,2025-03-05
ST44580,APP11145,Rejected,2025-03-13
ST44581,APP11146,Submitted,2024-08-31
ST44582,APP11146,Under Review,2024-09-02
ST44583,APP11146,Embassy Review,2024-09-08
ST44584,APP11146,Rejected,2024-09-16
ST44585,APP11147,Submitted,2023-11-21
ST44586,APP11147,Under Review,2023-11-25
ST44587,APP11147,Embassy Review,2023-12-01
ST44588,APP11147,Rejected,2023-12-04
ST44589,APP11148,Submitted,2024-02-18
ST44590,APP11148,Under Review,2024-02-20
ST44591,APP11148,Embassy Review,2024-02-27
ST44592,APP11148,Approved,2024-03-07
ST44593,APP11149,Submitted,2024-04-30
ST44594,APP11149,Under Review,2024-05-03
ST44595,APP11149,Embassy Review,2024-05-08
ST44596,APP11149,Approved,2024-05-17
ST44597,APP11150,Submitted,2025-10-11
ST44598,APP11150,Under Review,2025-10-17
ST44599,APP11150,Embassy Review,2025-10-24
ST44600,APP11150,Approved,2025-11-01
ST44601,APP11151,Submitted,2025-08-20
ST44602,APP11151,Under Review,2025-08-24
ST44603,APP11151,Embassy Review,2025-08-27
ST44604,APP11151,Approved,2025-08-31
ST44605,APP11152,Submitted,2025-06-27
ST44606,APP11152,Under Review,2025-07-03
ST44607,APP11152,Embassy Review,2025-07-10
ST44608,APP11152,Rejected,2025-07-15
ST44609,APP11153,Submitted,2025-09-12
ST44610,APP11153,Under Review,2025-09-19
ST44611,APP11153,Embassy Review,2025-09-24
ST44612,APP11153,Rejected,2025-09-29
ST44613,APP11154,Submitted,2024-02-21
ST44614,APP11154,Under Review,2024-02-24
ST44615,APP11154,Embassy Review,2024-03-01
ST44616,APP11154,Rejected,2024-03-11
ST44617,APP11155,Submitted,2023-04-22
ST44618,APP11155,Under Review,2023-04-28
ST44619,APP11155,Embassy Review,2023-05-04
ST44620,APP11155,Rejected,2023-05-09
ST44621,APP11156,Submitted,2022-12-10
ST44622,APP11156,Under Review,2022-12-14
ST44623,APP11156,Embassy Review,2022-12-17
ST44624,APP11156,Approved,2022-12-25
ST44625,APP11157,Submitted,2024-12-31
ST44626,APP11157,Under Review,2025-01-05
ST44627,APP11157,Embassy Review,2025-01-08
ST44628,APP11157,Approved,2025-01-13
ST44629,APP11158,Submitted,2022-06-22
ST44630,APP11158,Under Review,2022-06-25
ST44631,APP11158,Embassy Review,2022-06-27
ST44632,APP11158,Approved,2022-07-02
ST44633,APP11159,Submitted,2022-09-23
ST44634,APP11159,Under Review,2022-09-25
ST44635,APP11159,Embassy Review,2022-09-28
ST44636,APP11159,Approved,2022-10-06
ST44637,APP11160,Submitted,2022-08-11
ST44638,APP11160,Under Review,2022-08-17
ST44639,APP11160,Embassy Review,2022-08-21
ST44640,APP11160,Approved,2022-08-28
ST44641,APP11161,Submitted,2023-04-09
ST44642,APP11161,Under Review,2023-04-16
ST44643,APP11161,Embassy Review,2023-04-23
ST44644,APP11161,Rejected,2023-05-03
ST44645,APP11162,Submitted,2024-09-14
ST44646,APP11162,Under Review,2024-09-17
ST44647,APP11162,Embassy Review,2024-09-21
ST44648,APP11162,Rejected,2024-09-28
ST44649,APP11163,Submitted,2023-03-18
ST44650,APP11163,Under Review,2023-03-22
ST44651,APP11163,Embassy Review,2023-03-25
ST44652,APP11163,Rejected,2023-04-01
ST44653,APP11164,Submitted,2023-06-14
ST44654,APP11164,Under Review,2023-06-21
ST44655,APP11164,Embassy Review,2023-06-23
ST44656,APP11164,Rejected,2023-07-01
ST44657,APP11165,Submitted,2022-12-22
ST44658,APP11165,Under Review,2022-12-25
ST44659,APP11165,Embassy Review,2022-12-31
ST44660,APP11165,Approved,2023-01-07
ST44661,APP11166,Submitted,2022-10-11
ST44662,APP11166,Under Review,2022-10-13
ST44663,APP11166,Embassy Review,2022-10-16
ST44664,APP11166,Rejected,2022-10-24
ST44665,APP11167,Submitted,2023-08-03
ST44666,APP11167,Under Review,2023-08-10
ST44667,APP11167,Embassy Review,2023-08-13
ST44668,APP11167,Approved,2023-08-18
ST44669,APP11168,Submitted,2024-06-20
ST44670,APP11168,Under Review,2024-06-24
ST44671,APP11168,Embassy Review,2024-07-01
ST44672,APP11168,Rejected,2024-07-08
ST44673,APP11169,Submitted,2022-12-22
ST44674,APP11169,Under Review,2022-12-25
ST44675,APP11169,Embassy Review,2022-12-29
ST44676,APP11169,Rejected,2023-01-05
ST44677,APP11170,Submitted,2022-11-09
ST44678,APP11170,Under Review,2022-11-16
ST44679,APP11170,Embassy Review,2022-11-23
ST44680,APP11170,Approved,2022-11-27
ST44681,APP11171,Submitted,2025-05-02
ST44682,APP11171,Under Review,2025-05-04
ST44683,APP11171,Embassy Review,2025-05-11
ST44684,APP11171,Approved,2025-05-20
ST44685,APP11172,Submitted,2025-01-19
ST44686,APP11172,Under Review,2025-01-25
ST44687,APP11172,Embassy Review,2025-01-27
ST44688,APP11172,Approved,2025-02-03
ST44689,APP11173,Submitted,2023-06-11
ST44690,APP11173,Under Review,2023-06-18
ST44691,APP11173,Embassy Review,2023-06-23
ST44692,APP11173,Approved,2023-06-26
ST44693,APP11174,Submitted,2023-12-30
ST44694,APP11174,Under Review,2024-01-05
ST44695,APP11174,Embassy Review,2024-01-08
ST44696,APP11174,Approved,2024-01-18
ST44697,APP11175,Submitted,2022-09-28
ST44698,APP11175,Under Review,2022-10-01
ST44699,APP11175,Embassy Review,2022-10-04
ST44700,APP11175,Approved,2022-10-08
ST44701,APP11176,Submitted,2024-06-07
ST44702,APP11176,Under Review,2024-06-13
ST44703,APP11176,Embassy Review,2024-06-18
ST44704,APP11176,Rejected,2024-06-25
ST44705,APP11177,Submitted,2023-02-04
ST44706,APP11177,Under Review,2023-02-08
ST44707,APP11177,Embassy Review,2023-02-14
ST44708,APP11177,Approved,2023-02-22
ST44709,APP11178,Submitted,2024-08-20
ST44710,APP11178,Under Review,2024-08-23
ST44711,APP11178,Embassy Review,2024-08-27
ST44712,APP11178,Approved,2024-09-04
ST44713,APP11179,Submitted,2024-02-13
ST44714,APP11179,Under Review,2024-02-15
ST44715,APP11179,Embassy Review,2024-02-20
ST44716,APP11179,Rejected,2024-02-23
ST44717,APP11180,Submitted,2024-05-17
ST44718,APP11180,Under Review,2024-05-24
ST44719,APP11180,Embassy Review,2024-05-28
ST44720,APP11180,Approved,2024-06-07
ST44721,APP11181,Submitted,2024-01-25
ST44722,APP11181,Under Review,2024-01-30
ST44723,APP11181,Embassy Review,2024-02-02
ST44724,APP11181,Rejected,2024-02-08
ST44725,APP11182,Submitted,2022-05-09
ST44726,APP11182,Under Review,2022-05-15
ST44727,APP11182,Embassy Review,2022-05-20
ST44728,APP11182,Approved,2022-05-30
ST44729,APP11183,Submitted,2022-11-30
ST44730,APP11183,Under Review,2022-12-02
ST44731,APP11183,Embassy Review,2022-12-05
ST44732,APP11183,Approved,2022-12-14
ST44733,APP11184,Submitted,2022-07-28
ST44734,APP11184,Under Review,2022-08-04
ST44735,APP11184,Embassy Review,2022-08-09
ST44736,APP11184,Approved,2022-08-13
ST44737,APP11185,Submitted,2022-06-15
ST44738,APP11185,Under Review,2022-06-22
ST44739,APP11185,Embassy Review,2022-06-27
ST44740,APP11185,Approved,2022-07-07
ST44741,APP11186,Submitted,2023-08-30
ST44742,APP11186,Under Review,2023-09-03
ST44743,APP11186,Embassy Review,2023-09-08
ST44744,APP11186,Approved,2023-09-18
ST44745,APP11187,Submitted,2025-08-25
ST44746,APP11187,Under Review,2025-08-30
ST44747,APP11187,Embassy Review,2025-09-01
ST44748,APP11187,Rejected,2025-09-10
ST44749,APP11188,Submitted,2025-03-16
ST44750,APP11188,Under Review,2025-03-21
ST44751,APP11188,Embassy Review,2025-03-28
ST44752,APP11188,Rejected,2025-04-06
ST44753,APP11189,Submitted,2025-07-30
ST44754,APP11189,Under Review,2025-08-01
ST44755,APP11189,Embassy Review,2025-08-03
ST44756,APP11189,Approved,2025-08-11
ST44757,APP11190,Submitted,2025-08-06
ST44758,APP11190,Under Review,2025-08-08
ST44759,APP11190,Embassy Review,2025-08-11
ST44760,APP11190,Approved,2025-08-20
ST44761,APP11191,Submitted,2023-11-18
ST44762,APP11191,Under Review,2023-11-20
ST44763,APP11191,Embassy Review,2023-11-26
ST44764,APP11191,Rejected,2023-12-01
ST44765,APP11192,Submitted,2025-10-11
ST44766,APP11192,Under Review,2025-10-16
ST44767,APP11192,Embassy Review,2025-10-22
ST44768,APP11192,Approved,2025-10-27
ST44769,APP11193,Submitted,2025-11-03
ST44770,APP11193,Under Review,2025-11-05
ST44771,APP11193,Embassy Review,2025-11-12
ST44772,APP11193,Approved,2025-11-21
ST44773,APP11194,Submitted,2024-12-09
ST44774,APP11194,Under Review,2024-12-14
ST44775,APP11194,Embassy Review,2024-12-21
ST44776,APP11194,Rejected,2024-12-30
ST44777,APP11195,Submitted,2025-03-04
ST44778,APP11195,Under Review,2025-03-11
ST44779,APP11195,Embassy Review,2025-03-17
ST44780,APP11195,Approved,2025-03-20
ST44781,APP11196,Submitted,2023-07-21
ST44782,APP11196,Under Review,2023-07-27
ST44783,APP11196,Embassy Review,2023-07-31
ST44784,APP11196,Rejected,2023-08-10
ST44785,APP11197,Submitted,2024-05-16
ST44786,APP11197,Under Review,2024-05-21
ST44787,APP11197,Embassy Review,2024-05-23
ST44788,APP11197,Approved,2024-05-30
ST44789,APP11198,Submitted,2024-09-20
ST44790,APP11198,Under Review,2024-09-25
ST44791,APP11198,Embassy Review,2024-09-27
ST44792,APP11198,Approved,2024-10-03
ST44793,APP11199,Submitted,2023-12-13
ST44794,APP11199,Under Review,2023-12-19
ST44795,APP11199,Embassy Review,2023-12-25
ST44796,APP11199,Rejected,2023-12-29
ST44797,APP11200,Submitted,2024-09-16
ST44798,APP11200,Under Review,2024-09-22
ST44799,APP11200,Embassy Review,2024-09-25
ST44800,APP11200,Rejected,2024-09-30
ST44801,APP11201,Submitted,2022-01-07
ST44802,APP11201,Under Review,2022-01-10
ST44803,APP11201,Embassy Review,2022-01-12
ST44804,APP11201,Approved,2022-01-22
ST44805,APP11202,Submitted,2025-06-01
ST44806,APP11202,Under Review,2025-06-03
ST44807,APP11202,Embassy Review,2025-06-06
ST44808,APP11202,Approved,2025-06-13
ST44809,APP11203,Submitted,2025-02-22
ST44810,APP11203,Under Review,2025-03-01
ST44811,APP11203,Embassy Review,2025-03-05
ST44812,APP11203,Rejected,2025-03-11
ST44813,APP11204,Submitted,2024-04-02
ST44814,APP11204,Under Review,2024-04-06
ST44815,APP11204,Embassy Review,2024-04-08
ST44816,APP11204,Approved,2024-04-13
ST44817,APP11205,Submitted,2023-05-18
ST44818,APP11205,Under Review,2023-05-25
ST44819,APP11205,Embassy Review,2023-06-01
ST44820,APP11205,Rejected,2023-06-05
ST44821,APP11206,Submitted,2022-05-27
ST44822,APP11206,Under Review,2022-06-03
ST44823,APP11206,Embassy Review,2022-06-09
ST44824,APP11206,Rejected,2022-06-18
ST44825,APP11207,Submitted,2023-05-27
ST44826,APP11207,Under Review,2023-05-30
ST44827,APP11207,Embassy Review,2023-06-05
ST44828,APP11207,Approved,2023-06-08
ST44829,APP11208,Submitted,2024-08-30
ST44830,APP11208,Under Review,2024-09-06
ST44831,APP11208,Embassy Review,2024-09-09
ST44832,APP11208,Approved,2024-09-19
ST44833,APP11209,Submitted,2024-07-04
ST44834,APP11209,Under Review,2024-07-11
ST44835,APP11209,Embassy Review,2024-07-13
ST44836,APP11209,Rejected,2024-07-20
ST44837,APP11210,Submitted,2022-11-10
ST44838,APP11210,Under Review,2022-11-16
ST44839,APP11210,Embassy Review,2022-11-20
ST44840,APP11210,Rejected,2022-11-24
ST44841,APP11211,Submitted,2023-08-13
ST44842,APP11211,Under Review,2023-08-16
ST44843,APP11211,Embassy Review,2023-08-18
ST44844,APP11211,Approved,2023-08-22
ST44845,APP11212,Submitted,2023-04-18
ST44846,APP11212,Under Review,2023-04-21
ST44847,APP11212,Embassy Review,2023-04-28
ST44848,APP11212,Rejected,2023-05-02
ST44849,APP11213,Submitted,2023-12-13
ST44850,APP11213,Under Review,2023-12-17
ST44851,APP11213,Embassy Review,2023-12-24
ST44852,APP11213,Approved,2023-12-28
ST44853,APP11214,Submitted,2025-08-22
ST44854,APP11214,Under Review,2025-08-25
ST44855,APP11214,Embassy Review,2025-08-28
ST44856,APP11214,Approved,2025-08-31
ST44857,APP11215,Submitted,2022-06-03
ST44858,APP11215,Under Review,2022-06-08
ST44859,APP11215,Embassy Review,2022-06-10
ST44860,APP11215,Rejected,2022-06-19
ST44861,APP11216,Submitted,2024-03-12
ST44862,APP11216,Under Review,2024-03-17
ST44863,APP11216,Embassy Review,2024-03-21
ST44864,APP11216,Rejected,2024-03-30
ST44865,APP11217,Submitted,2024-11-07
ST44866,APP11217,Under Review,2024-11-11
ST44867,APP11217,Embassy Review,2024-11-17
ST44868,APP11217,Approved,2024-11-22
ST44869,APP11218,Submitted,2022-12-25
ST44870,APP11218,Under Review,2022-12-27
ST44871,APP11218,Embassy Review,2022-12-30
ST44872,APP11218,Approved,2023-01-07
ST44873,APP11219,Submitted,2023-07-01
ST44874,APP11219,Under Review,2023-07-03
ST44875,APP11219,Embassy Review,2023-07-05
ST44876,APP11219,Approved,2023-07-09
ST44877,APP11220,Submitted,2022-06-27
ST44878,APP11220,Under Review,2022-07-01
ST44879,APP11220,Embassy Review,2022-07-08
ST44880,APP11220,Approved,2022-07-13
ST44881,APP11221,Submitted,2024-04-26
ST44882,APP11221,Under Review,2024-05-03
ST44883,APP11221,Embassy Review,2024-05-08
ST44884,APP11221,Approved,2024-05-18
ST44885,APP11222,Submitted,2025-07-23
ST44886,APP11222,Under Review,2025-07-28
ST44887,APP11222,Embassy Review,2025-07-31
ST44888,APP11222,Approved,2025-08-08
ST44889,APP11223,Submitted,2024-06-28
ST44890,APP11223,Under Review,2024-07-03
ST44891,APP11223,Embassy Review,2024-07-05
ST44892,APP11223,Approved,2024-07-13
ST44893,APP11224,Submitted,2022-03-07
ST44894,APP11224,Under Review,2022-03-13
ST44895,APP11224,Embassy Review,2022-03-20
ST44896,APP11224,Approved,2022-03-25
ST44897,APP11225,Submitted,2025-06-09
ST44898,APP11225,Under Review,2025-06-12
ST44899,APP11225,Embassy Review,2025-06-16
ST44900,APP11225,Approved,2025-06-22
ST44901,APP11226,Submitted,2023-04-11
ST44902,APP11226,Under Review,2023-04-16
ST44903,APP11226,Embassy Review,2023-04-23
ST44904,APP11226,Approved,2023-05-01
ST44905,APP11227,Submitted,2022-06-26
ST44906,APP11227,Under Review,2022-06-29
ST44907,APP11227,Embassy Review,2022-07-06
ST44908,APP11227,Approved,2022-07-10
ST44909,APP11228,Submitted,2022-08-20
ST44910,APP11228,Under Review,2022-08-26
ST44911,APP11228,Embassy Review,2022-09-01
ST44912,APP11228,Rejected,2022-09-08
ST44913,APP11229,Submitted,2022-11-19
ST44914,APP11229,Under Review,2022-11-26
ST44915,APP11229,Embassy Review,2022-11-29
ST44916,APP11229,Approved,2022-12-07
ST44917,APP11230,Submitted,2022-01-25
ST44918,APP11230,Under Review,2022-01-28
ST44919,APP11230,Embassy Review,2022-01-30
ST44920,APP11230,Approved,2022-02-05
ST44921,APP11231,Submitted,2022-01-07
ST44922,APP11231,Under Review,2022-01-12
ST44923,APP11231,Embassy Review,2022-01-17
ST44924,APP11231,Approved,2022-01-25
ST44925,APP11232,Submitted,2023-05-25
ST44926,APP11232,Under Review,2023-06-01
ST44927,APP11232,Embassy Review,2023-06-05
ST44928,APP11232,Approved,2023-06-14
ST44929,APP11233,Submitted,2025-10-05
ST44930,APP11233,Under Review,2025-10-11
ST44931,APP11233,Embassy Review,2025-10-17
ST44932,APP11233,Rejected,2025-10-20
ST44933,APP11234,Submitted,2025-01-23
ST44934,APP11234,Under Review,2025-01-28
ST44935,APP11234,Embassy Review,2025-02-04
ST44936,APP11234,Approved,2025-02-07
ST44937,APP11235,Submitted,2022-05-15
ST44938,APP11235,Under Review,2022-05-22
ST44939,APP11235,Embassy Review,2022-05-29
ST44940,APP11235,Rejected,2022-06-08
ST44941,APP11236,Submitted,2023-08-04
ST44942,APP11236,Under Review,2023-08-07
ST44943,APP11236,Embassy Review,2023-08-09
ST44944,APP11236,Approved,2023-08-15
ST44945,APP11237,Submitted,2025-11-11
ST44946,APP11237,Under Review,2025-11-17
ST44947,APP11237,Embassy Review,2025-11-23
ST44948,APP11237,Approved,2025-11-30
ST44949,APP11238,Submitted,2023-10-06
ST44950,APP11238,Under Review,2023-10-13
ST44951,APP11238,Embassy Review,2023-10-16
ST44952,APP11238,Rejected,2023-10-24
ST44953,APP11239,Submitted,2024-06-08
ST44954,APP11239,Under Review,2024-06-12
ST44955,APP11239,Embassy Review,2024-06-16
ST44956,APP11239,Rejected,2024-06-20
ST44957,APP11240,Submitted,2025-07-05
ST44958,APP11240,Under Review,2025-07-08
ST44959,APP11240,Embassy Review,2025-07-13
ST44960,APP11240,Rejected,2025-07-23
ST44961,APP11241,Submitted,2023-11-02
ST44962,APP11241,Under Review,2023-11-06
ST44963,APP11241,Embassy Review,2023-11-12
ST44964,APP11241,Approved,2023-11-22
ST44965,APP11242,Submitted,2024-10-26
ST44966,APP11242,Under Review,2024-11-02
ST44967,APP11242,Embassy Review,2024-11-05
ST44968,APP11242,Rejected,2024-11-13
ST44969,APP11243,Submitted,2024-06-22
ST44970,APP11243,Under Review,2024-06-28
ST44971,APP11243,Embassy Review,2024-06-30
ST44972,APP11243,Rejected,2024-07-10
ST44973,APP11244,Submitted,2025-05-31
ST44974,APP11244,Under Review,2025-06-07
ST44975,APP11244,Embassy Review,2025-06-09
ST44976,APP11244,Rejected,2025-06-14
ST44977,APP11245,Submitted,2025-12-07
ST44978,APP11245,Under Review,2025-12-13
ST44979,APP11245,Embassy Review,2025-12-17
ST44980,APP11245,Rejected,2025-12-20
ST44981,APP11246,Submitted,2024-08-08
ST44982,APP11246,Under Review,2024-08-14
ST44983,APP11246,Embassy Review,2024-08-21
ST44984,APP11246,Rejected,2024-08-24
ST44985,APP11247,Submitted,2023-01-15
ST44986,APP11247,Under Review,2023-01-18
ST44987,APP11247,Embassy Review,2023-01-20
ST44988,APP11247,Rejected,2023-01-25
ST44989,APP11248,Submitted,2025-08-03
ST44990,APP11248,Under Review,2025-08-10
ST44991,APP11248,Embassy Review,2025-08-12
ST44992,APP11248,Approved,2025-08-22
ST44993,APP11249,Submitted,2023-11-04
ST44994,APP11249,Under Review,2023-11-07
ST44995,APP11249,Embassy Review,2023-11-12
ST44996,APP11249,Approved,2023-11-22
ST44997,APP11250,Submitted,2023-10-02
ST44998,APP11250,Under Review,2023-10-07
ST44999,APP11250,Embassy Review,2023-10-13
ST45000,APP11250,Approved,2023-10-19
ST45001,APP11251,Submitted,2023-03-20
ST45002,APP11251,Under Review,2023-03-25
ST45003,APP11251,Embassy Review,2023-03-28
ST45004,APP11251,Rejected,2023-04-07
ST45005,APP11252,Submitted,2024-05-16
ST45006,APP11252,Under Review,2024-05-19
ST45007,APP11252,Embassy Review,2024-05-24
ST45008,APP11252,Approved,2024-05-28
ST45009,APP11253,Submitted,2022-12-29
ST45010,APP11253,Under Review,2023-01-04
ST45011,APP11253,Embassy Review,2023-01-06
ST45012,APP11253,Approved,2023-01-09
ST45013,APP11254,Submitted,2024-05-24
ST45014,APP11254,Under Review,2024-05-30
ST45015,APP11254,Embassy Review,2024-06-05
ST45016,APP11254,Rejected,2024-06-12
ST45017,APP11255,Submitted,2022-09-21
ST45018,APP11255,Under Review,2022-09-26
ST45019,APP11255,Embassy Review,2022-10-02
ST45020,APP11255,Approved,2022-10-09
ST45021,APP11256,Submitted,2022-03-09
ST45022,APP11256,Under Review,2022-03-11
ST45023,APP11256,Embassy Review,2022-03-15
ST45024,APP11256,Rejected,2022-03-18
ST45025,APP11257,Submitted,2025-03-27
ST45026,APP11257,Under Review,2025-03-30
ST45027,APP11257,Embassy Review,2025-04-06
ST45028,APP11257,Approved,2025-04-15
ST45029,APP11258,Submitted,2022-12-09
ST45030,APP11258,Under Review,2022-12-16
ST45031,APP11258,Embassy Review,2022-12-21
ST45032,APP11258,Approved,2022-12-25
ST45033,APP11259,Submitted,2022-05-30
ST45034,APP11259,Under Review,2022-06-01
ST45035,APP11259,Embassy Review,2022-06-03
ST45036,APP11259,Rejected,2022-06-08
ST45037,APP11260,Submitted,2025-02-17
ST45038,APP11260,Under Review,2025-02-24
ST45039,APP11260,Embassy Review,2025-02-26
ST45040,APP11260,Rejected,2025-03-05
ST45041,APP11261,Submitted,2022-09-07
ST45042,APP11261,Under Review,2022-09-13
ST45043,APP11261,Embassy Review,2022-09-19
ST45044,APP11261,Approved,2022-09-29
ST45045,APP11262,Submitted,2024-06-18
ST45046,APP11262,Under Review,2024-06-24
ST45047,APP11262,Embassy Review,2024-06-26
ST45048,APP11262,Approved,2024-07-04
ST45049,APP11263,Submitted,2024-12-17
ST45050,APP11263,Under Review,2024-12-19
ST45051,APP11263,Embassy Review,2024-12-22
ST45052,APP11263,Rejected,2024-12-26
ST45053,APP11264,Submitted,2023-05-25
ST45054,APP11264,Under Review,2023-05-27
ST45055,APP11264,Embassy Review,2023-05-30
ST45056,APP11264,Approved,2023-06-05
ST45057,APP11265,Submitted,2024-03-11
ST45058,APP11265,Under Review,2024-03-16
ST45059,APP11265,Embassy Review,2024-03-21
ST45060,APP11265,Approved,2024-03-30
ST45061,APP11266,Submitted,2025-08-14
ST45062,APP11266,Under Review,2025-08-20
ST45063,APP11266,Embassy Review,2025-08-26
ST45064,APP11266,Approved,2025-09-03
ST45065,APP11267,Submitted,2024-02-09
ST45066,APP11267,Under Review,2024-02-12
ST45067,APP11267,Embassy Review,2024-02-16
ST45068,APP11267,Rejected,2024-02-21
ST45069,APP11268,Submitted,2025-11-09
ST45070,APP11268,Under Review,2025-11-13
ST45071,APP11268,Embassy Review,2025-11-20
ST45072,APP11268,Approved,2025-11-25
ST45073,APP11269,Submitted,2025-07-05
ST45074,APP11269,Under Review,2025-07-09
ST45075,APP11269,Embassy Review,2025-07-11
ST45076,APP11269,Approved,2025-07-14
ST45077,APP11270,Submitted,2022-05-20
ST45078,APP11270,Under Review,2022-05-22
ST45079,APP11270,Embassy Review,2022-05-24
ST45080,APP11270,Rejected,2022-06-02
ST45081,APP11271,Submitted,2022-09-11
