application_id,applicant_id,visa_type,destination_country,application_date,travel_date,duration_days,application_status
APP10438,A4182,Student,New Zealand,2023-02-26,2023-04-27,257,Rejected
APP10439,A4183,Transit,Belgium,2022-11-02,2022-12-02,2,Rejected
APP10440,A4183,Student,Austria,2025-01-20,2025-02-04,610,Pending
APP10441,A4183,Tourist,USA,2022-03-01,2022-04-15,12,Pending
APP10442,A4184,Work,Japan,2025-05-30,2025-08-28,144,Rejected
APP10443,A4185,Work,Japan,2022-06-26,2022-07-26,118,Pending
APP10444,A4185,Work,UK,2022-03-22,2022-04-21,315,Rejected
APP10445,A4186,Business,Denmark,2024-09-06,2024-10-21,52,Rejected
APP10446,A4186,Business,Canada,2024-11-05,2025-01-04,26,Pending
APP10447,A4186,Student,Spain,2025-06-02,2025-08-31,660,Pending
APP10448,A4187,Student,Norway,2024-02-02,2024-02-17,424,Approved
APP10449,A4187,Transit,Italy,2023-11-17,2023-12-02,2,Approved
APP10450,A4188,Student,Singapore,2022-09-03,2022-09-18,295,Approved
APP10451,A4189,Work,Italy,2025-10-06,2025-12-05,109,Approved
APP10452,A4189,Student,Italy,2023-11-22,2024-01-21,408,Rejected
APP10453,A4189,Transit,Singapore,2022-05-16,2022-06-15,3,Pending
APP10454,A4190,Tourist,South Korea,2023-05-05,2023-08-03,28,Approved
APP10455,A4190,Student,UAE,2025-09-25,2025-10-25,338,Rejected
APP10456,A4190,Business,Spain,2024-10-28,2024-11-12,54,Rejected
APP10457,A4190,Transit,Austria,2022-10-15,2022-11-14,3,Rejected
APP10458,A4191,Work,Denmark,2024-02-11,2024-02-26,200,Rejected
APP10459,A4191,Transit,Canada,2025-03-09,2025-03-24,2,Pending
APP10460,A4191,Business,Sweden,2022-05-22,2022-06-21,47,Rejected
APP10461,A4192,Work,Switzerland,2022-11-04,2022-12-04,361,Approved
APP10462,A4192,Business,Belgium,2025-01-10,2025-02-09,52,Rejected
APP10463,A4192,Student,South Korea,2025-03-12,2025-05-11,628,Approved
APP10464,A4192,Tourist,Japan,2022-08-05,2022-09-19,10,Approved
APP10465,A4193,Student,New Zealand,2022-12-04,2023-01-18,328,Rejected
APP10466,A4194,Business,Denmark,2022-06-13,2022-06-28,37,Pending
APP10467,A4194,Business,Italy,2024-12-25,2025-02-08,9,Approved
APP10468,A4194,Business,Austria,2024-10-15,2024-11-29,23,Approved
APP10469,A4194,Student,Canada,2022-01-18,2022-02-17,548,Approved
APP10470,A4195,Transit,Singapore,2022-01-20,2022-04-20,5,Approved
APP10471,A4195,Business,Belgium,2025-05-25,2025-06-09,49,Approved
APP10472,A4196,Business,Italy,2024-04-23,2024-06-07,56,Pending
APP10473,A4196,Student,Germany,2022-12-21,2023-02-19,651,Approved
APP10474,A4196,Transit,Austria,2025-04-20,2025-06-19,3,Approved
APP10475,A4197,Business,Spain,2022-04-04,2022-04-19,14,Pending
APP10476,A4197,Business,Norway,2023-02-01,2023-03-03,57,Approved
APP10477,A4198,Work,Germany,2023-03-18,2023-05-02,244,Pending
APP10478,A4198,Work,France,2025-07-13,2025-07-28,235,Pending
APP10479,A4199,Business,New Zealand,2025-02-15,2025-03-02,11,Rejected
APP10480,A4200,Business,Germany,2023-04-09,2023-06-08,30,Approved
APP10481,A4200,Business,Canada,2023-06-30,2023-08-14,40,Pending
APP10482,A4201,Business,South Korea,2024-05-13,2024-05-28,54,Approved
APP10483,A4201,Student,France,2022-03-15,2022-05-14,678,Approved
APP10484,A4201,Business,USA,2022-09-04,2022-11-03,31,Rejected
APP10485,A4202,Work,Netherlands,2023-02-04,2023-05-05,246,Rejected
APP10486,A4202,Student,Australia,2023-05-06,2023-07-05,327,Rejected
APP10487,A4202,Work,Switzerland,2022-11-17,2023-01-16,149,Pending
APP10488,A4202,Business,Denmark,2023-06-17,2023-08-16,40,Pending
APP10489,A4203,Work,Denmark,2024-11-09,2025-01-08,217,Pending
APP10490,A4203,Business,Italy,2024-11-12,2024-12-27,56,Approved
APP10491,A4204,Tourist,Sweden,2022-12-01,2022-12-16,14,Approved
APP10492,A4205,Work,Italy,2024-12-17,2025-02-15,361,Pending
APP10493,A4205,Work,Norway,2025-02-01,2025-03-03,153,Pending
APP10494,A4205,Tourist,Switzerland,2023-11-03,2023-12-18,17,Approved
APP10495,A4205,Student,Australia,2022-02-25,2022-03-27,476,Rejected
APP10496,A4206,Business,Austria,2024-10-29,2024-11-13,55,Approved
APP10497,A4206,Tourist,UK,2022-10-17,2023-01-15,16,Approved
APP10498,A4207,Tourist,South Korea,2022-06-25,2022-08-09,8,Approved
APP10499,A4207,Transit,Spain,2025-06-26,2025-08-25,5,Pending
APP10500,A4207,Work,Austria,2024-02-17,2024-03-18,208,Pending
APP10501,A4208,Tourist,Canada,2025-01-05,2025-02-04,16,Rejected
APP10502,A4208,Business,Sweden,2024-08-29,2024-11-27,36,Approved
APP10503,A4208,Student,USA,2025-12-16,2026-03-16,468,Pending
APP10504,A4208,Transit,Canada,2024-05-25,2024-08-23,4,Rejected
APP10505,A4209,Work,Switzerland,2024-10-13,2024-10-28,205,Pending
APP10506,A4209,Student,Denmark,2022-08-12,2022-10-11,659,Approved
APP10507,A4210,Tourist,Italy,2023-07-27,2023-08-26,19,Pending
APP10508,A4210,Business,Denmark,2024-06-13,2024-09-11,30,Rejected
APP10509,A4210,Tourist,Denmark,2022-07-09,2022-09-07,11,Rejected
APP10510,A4210,Business,Sweden,2025-03-06,2025-04-20,26,Approved
APP10511,A4211,Student,Spain,2025-11-08,2025-11-23,481,Rejected
APP10512,A4211,Student,Italy,2022-01-05,2022-02-04,200,Rejected
APP10513,A4212,Business,Australia,2024-04-08,2024-07-07,59,Approved
APP10514,A4212,Work,Norway,2025-04-05,2025-05-05,133,Rejected
APP10515,A4212,Transit,Spain,2022-03-18,2022-05-17,2,Approved
APP10516,A4212,Work,UAE,2023-11-20,2023-12-20,239,Pending
APP10517,A4213,Work,Italy,2025-02-26,2025-05-27,195,Pending
APP10518,A4213,Business,Italy,2023-04-06,2023-04-21,44,Rejected
APP10519,A4213,Student,New Zealand,2025-11-23,2026-01-22,570,Rejected
APP10520,A4213,Work,Germany,2023-07-17,2023-08-31,247,Rejected
APP10521,A4214,Work,Netherlands,2024-10-11,2024-10-26,246,Pending
APP10522,A4215,Transit,Norway,2024-03-14,2024-03-29,1,Pending
APP10523,A4215,Student,Canada,2024-07-27,2024-09-10,384,Pending
APP10524,A4215,Work,Germany,2025-09-21,2025-12-20,262,Pending
APP10525,A4216,Business,Netherlands,2024-04-17,2024-06-01,53,Approved
APP10526,A4217,Business,Belgium,2024-09-05,2024-10-05,17,Approved
APP10527,A4217,Transit,Belgium,2022-06-27,2022-09-25,1,Approved
APP10528,A4218,Work,South Korea,2022-07-19,2022-09-17,96,Approved
APP10529,A4218,Work,Spain,2022-07-29,2022-09-12,216,Approved
APP10530,A4219,Work,Germany,2024-08-29,2024-09-28,301,Pending
APP10531,A4220,Transit,UAE,2023-03-24,2023-05-23,1,Approved
APP10532,A4220,Work,Sweden,2022-07-21,2022-09-19,281,Pending
APP10533,A4220,Tourist,Italy,2022-02-22,2022-04-23,7,Approved
APP10534,A4220,Tourist,Norway,2024-03-05,2024-03-20,15,Approved
APP10535,A4221,Student,Denmark,2022-07-18,2022-10-16,549,Approved
APP10536,A4221,Tourist,Germany,2024-04-03,2024-05-03,30,Rejected
APP10537,A4221,Tourist,Germany,2025-11-04,2025-12-19,8,Approved
APP10538,A4221,Student,USA,2023-02-07,2023-05-08,200,Approved
APP10539,A4222,Business,Germany,2022-05-29,2022-08-27,42,Rejected
APP10540,A4222,Student,Austria,2025-04-15,2025-07-14,319,Approved
APP10541,A4222,Transit,Norway,2023-09-30,2023-11-29,4,Approved
APP10542,A4223,Business,Australia,2023-05-20,2023-06-19,55,Rejected
APP10543,A4223,Student,Sweden,2022-12-09,2023-01-08,616,Rejected
APP10544,A4223,Tourist,Sweden,2022-10-15,2023-01-13,16,Pending
APP10545,A4224,Transit,Australia,2025-11-06,2025-12-06,4,Approved
APP10546,A4225,Student,Australia,2024-11-15,2024-12-30,353,Approved
APP10547,A4226,Work,Australia,2022-02-28,2022-05-29,305,Rejected
APP10548,A4226,Business,Sweden,2025-11-13,2025-11-28,17,Approved
APP10549,A4226,Work,Singapore,2024-12-20,2025-02-03,122,Approved
APP10550,A4227,Tourist,Italy,2025-03-29,2025-05-13,10,Approved
APP10551,A4227,Business,USA,2022-04-12,2022-05-12,53,Rejected
APP10552,A4227,Transit,Spain,2022-01-13,2022-01-28,1,Approved
APP10553,A4228,Transit,Germany,2023-04-09,2023-06-08,1,Approved
APP10554,A4229,Work,Canada,2022-08-28,2022-09-27,140,Approved
APP10555,A4229,Tourist,France,2025-07-05,2025-08-19,27,Approved
APP10556,A4229,Tourist,Japan,2023-07-25,2023-09-23,20,Approved
APP10557,A4229,Business,Canada,2022-09-21,2022-10-21,51,Pending
APP10558,A4230,Work,Austria,2024-08-03,2024-11-01,233,Approved
APP10559,A4231,Student,Australia,2024-03-12,2024-03-27,291,Pending
APP10560,A4231,Business,Sweden,2025-04-04,2025-06-03,23,Pending
APP10561,A4231,Tourist,UK,2024-10-12,2024-10-27,28,Approved
APP10562,A4231,Transit,UAE,2024-09-30,2024-10-30,1,Pending
APP10563,A4232,Business,Canada,2025-07-02,2025-08-16,49,Approved
APP10564,A4233,Student,Switzerland,2024-10-20,2025-01-18,300,Rejected
APP10565,A4233,Work,Canada,2024-12-29,2025-01-28,295,Pending
APP10566,A4233,Business,Spain,2024-07-07,2024-07-22,43,Pending
APP10567,A4234,Student,South Korea,2022-10-23,2023-01-21,672,Rejected
APP10568,A4234,Business,Australia,2024-11-05,2024-12-20,59,Rejected
APP10569,A4235,Work,Singapore,2023-02-01,2023-02-16,258,Pending
APP10570,A4235,Tourist,Norway,2023-05-24,2023-08-22,12,Rejected
APP10571,A4235,Work,Germany,2025-05-27,2025-07-26,250,Approved
APP10572,A4235,Student,UAE,2023-02-14,2023-03-16,214,Approved
APP10573,A4236,Business,Austria,2025-09-06,2025-11-05,9,Pending
APP10574,A4237,Student,Austria,2023-12-16,2024-01-30,208,Approved
APP10575,A4237,Transit,Denmark,2023-08-06,2023-11-04,3,Approved
APP10576,A4238,Tourist,Italy,2022-12-22,2023-01-06,5,Approved
APP10577,A4239,Business,Singapore,2022-11-29,2023-01-28,8,Rejected
APP10578,A4240,Work,Belgium,2025-06-21,2025-08-05,250,Pending
APP10579,A4241,Tourist,Australia,2025-02-05,2025-04-06,5,Approved
APP10580,A4242,Work,Spain,2023-04-29,2023-06-28,91,Approved
APP10581,A4242,Transit,Germany,2022-06-20,2022-09-18,5,Approved
APP10582,A4243,Business,Norway,2025-04-23,2025-07-22,13,Rejected
APP10583,A4244,Tourist,Italy,2025-02-01,2025-04-02,30,Pending
APP10584,A4244,Transit,Australia,2024-03-31,2024-05-30,2,Approved
APP10585,A4245,Tourist,Belgium,2023-05-23,2023-07-22,25,Pending
APP10586,A4245,Transit,Canada,2024-03-28,2024-05-12,4,Rejected
APP10587,A4246,Business,USA,2023-02-24,2023-04-10,49,Approved
APP10588,A4246,Student,Sweden,2023-11-25,2023-12-25,265,Pending
APP10589,A4246,Tourist,Belgium,2024-06-20,2024-08-04,28,Approved
APP10590,A4246,Student,Australia,2025-04-17,2025-05-17,300,Approved
APP10591,A4247,Work,New Zealand,2022-11-24,2022-12-09,189,Rejected
APP10592,A4247,Work,Germany,2022-01-11,2022-04-11,95,Approved
APP10593,A4248,Student,New Zealand,2023-08-31,2023-11-29,384,Rejected
APP10594,A4248,Transit,Sweden,2024-09-21,2024-11-05,5,Rejected
APP10595,A4248,Business,Sweden,2024-12-24,2025-03-24,40,Approved
APP10596,A4249,Student,UAE,2023-06-11,2023-06-26,355,Approved
APP10597,A4249,Student,Canada,2025-09-26,2025-11-25,631,Approved
APP10598,A4249,Tourist,Singapore,2024-07-24,2024-10-22,12,Approved
APP10599,A4250,Transit,Denmark,2022-09-28,2022-12-27,4,Rejected
APP10600,A4250,Transit,Norway,2023-01-30,2023-03-31,3,Pending
APP10601,A4250,Business,Spain,2024-07-22,2024-08-06,47,Rejected
APP10602,A4250,Tourist,Netherlands,2023-04-25,2023-05-25,16,Rejected
APP10603,A4251,Tourist,Belgium,2025-03-21,2025-05-20,30,Approved
APP10604,A4251,Tourist,South Korea,2023-12-21,2024-02-04,6,Approved
APP10605,A4252,Tourist,Belgium,2025-01-29,2025-03-30,28,Approved
APP10606,A4253,Transit,Italy,2024-08-22,2024-10-21,4,Pending
APP10607,A4253,Business,Australia,2024-03-28,2024-04-12,21,Approved
APP10608,A4253,Work,Spain,2025-12-18,2026-01-02,101,Rejected
APP10609,A4253,Transit,Singapore,2024-06-11,2024-08-10,5,Rejected
APP10610,A4254,Work,Singapore,2024-04-18,2024-05-18,286,Rejected
APP10611,A4254,Student,Switzerland,2023-08-26,2023-10-25,669,Approved
APP10612,A4254,Tourist,Spain,2025-03-24,2025-04-08,7,Approved
APP10613,A4255,Transit,Switzerland,2024-10-25,2024-12-09,4,Rejected
APP10614,A4255,Business,Denmark,2022-07-20,2022-09-18,37,Rejected
APP10615,A4255,Business,UK,2022-05-01,2022-05-16,33,Pending
APP10616,A4256,Business,Singapore,2024-11-30,2025-01-29,26,Approved
APP10617,A4257,Student,UK,2024-10-21,2025-01-19,318,Pending
APP10618,A4258,Business,UK,2023-06-28,2023-07-13,30,Rejected
APP10619,A4258,Business,Switzerland,2024-08-13,2024-11-11,14,Pending
APP10620,A4258,Work,Denmark,2025-09-21,2025-12-20,159,Pending
APP10621,A4258,Work,New Zealand,2025-12-12,2026-01-26,126,Pending
APP10622,A4259,Transit,New Zealand,2025-06-01,2025-06-16,2,Rejected
APP10623,A4259,Tourist,Austria,2023-01-25,2023-03-26,21,Approved
APP10624,A4259,Tourist,Italy,2024-02-15,2024-03-31,17,Pending
APP10625,A4260,Tourist,Japan,2023-11-02,2024-01-01,10,Approved
APP10626,A4260,Work,Norway,2024-06-15,2024-06-30,155,Rejected
APP10627,A4261,Tourist,Austria,2022-12-10,2023-01-24,27,Approved
APP10628,A4261,Student,UAE,2025-08-29,2025-09-28,450,Approved
APP10629,A4261,Work,Sweden,2024-06-07,2024-07-07,310,Rejected
APP10630,A4262,Student,New Zealand,2025-02-04,2025-03-06,361,Approved
APP10631,A4262,Business,UAE,2024-02-06,2024-03-22,25,Approved
APP10632,A4263,Tourist,Japan,2022-10-17,2022-12-16,23,Approved
APP10633,A4263,Work,UAE,2025-04-05,2025-07-04,337,Pending
APP10634,A4263,Work,USA,2022-07-11,2022-08-25,348,Pending
APP10635,A4264,Business,Australia,2025-11-22,2026-02-20,19,Pending
APP10636,A4264,Work,Italy,2023-07-22,2023-08-21,278,Rejected
APP10637,A4265,Transit,Netherlands,2023-06-28,2023-07-13,3,Approved
APP10638,A4265,Tourist,Italy,2023-05-23,2023-06-07,11,Approved
APP10639,A4265,Business,Austria,2025-08-18,2025-10-02,26,Rejected
APP10640,A4266,Student,Norway,2022-09-29,2022-10-29,425,Rejected
APP10641,A4266,Business,UAE,2022-06-06,2022-06-21,23,Pending
APP10642,A4267,Student,UK,2023-10-15,2024-01-13,393,Approved
APP10643,A4267,Transit,UAE,2025-12-08,2026-03-08,4,Pending
APP10644,A4268,Transit,Italy,2025-07-24,2025-08-23,1,Rejected
APP10645,A4268,Business,New Zealand,2024-09-07,2024-12-06,27,Approved
APP10646,A4269,Business,Japan,2025-06-11,2025-06-26,38,Pending
APP10647,A4270,Student,Singapore,2025-04-01,2025-05-01,681,Approved
APP10648,A4270,Work,South Korea,2024-10-05,2024-11-04,172,Rejected
APP10649,A4270,Transit,Switzerland,2024-01-04,2024-04-03,2,Pending
APP10650,A4270,Transit,Sweden,2022-05-26,2022-07-10,5,Approved
APP10651,A4271,Transit,Singapore,2022-09-26,2022-11-25,1,Approved
APP10652,A4271,Business,New Zealand,2024-03-08,2024-06-06,22,Pending
APP10653,A4272,Business,Netherlands,2025-08-13,2025-10-12,54,Approved
APP10654,A4273,Work,Netherlands,2022-01-03,2022-01-18,156,Pending
APP10655,A4273,Transit,Australia,2023-11-10,2024-01-09,1,Rejected
APP10656,A4274,Student,Canada,2023-01-17,2023-02-16,421,Approved
APP10657,A4274,Transit,Singapore,2022-10-26,2022-12-10,3,Pending
APP10658,A4275,Work,Norway,2022-04-21,2022-05-21,135,Rejected
APP10659,A4275,Work,Belgium,2025-07-03,2025-09-01,251,Rejected
APP10660,A4275,Transit,UAE,2024-02-29,2024-04-14,5,Pending
APP10661,A4276,Transit,UAE,2024-03-24,2024-05-08,1,Rejected
APP10662,A4276,Student,Japan,2024-09-25,2024-11-09,362,Pending
APP10663,A4277,Transit,Canada,2022-03-08,2022-03-23,5,Approved
APP10664,A4277,Student,France,2022-03-26,2022-05-25,392,Pending
APP10665,A4278,Transit,UK,2023-12-21,2024-02-19,5,Pending
APP10666,A4278,Work,UK,2022-09-08,2022-10-08,315,Approved
APP10667,A4279,Student,Australia,2023-11-13,2024-01-12,326,Approved
APP10668,A4280,Work,Australia,2023-06-22,2023-08-21,227,Rejected
APP10669,A4280,Transit,South Korea,2023-07-18,2023-08-17,5,Rejected
APP10670,A4281,Student,Sweden,2024-07-29,2024-08-13,712,Rejected
APP10671,A4281,Tourist,Canada,2024-01-22,2024-03-22,25,Approved
APP10672,A4281,Work,France,2022-10-28,2022-11-27,312,Rejected
APP10673,A4282,Transit,USA,2024-03-15,2024-04-29,3,Pending
APP10674,A4282,Tourist,France,2023-01-16,2023-01-31,19,Approved
APP10675,A4282,Student,Austria,2023-05-31,2023-08-29,345,Approved
APP10676,A4282,Student,Denmark,2025-09-10,2025-09-25,282,Rejected
APP10677,A4283,Transit,UAE,2025-06-26,2025-08-10,2,Pending
APP10678,A4283,Student,Sweden,2025-01-07,2025-01-22,484,Approved
APP10679,A4284,Work,Sweden,2023-04-12,2023-05-27,344,Rejected
APP10680,A4284,Transit,Japan,2023-06-14,2023-07-14,1,Approved
APP10681,A4284,Transit,Netherlands,2025-05-09,2025-07-08,3,Pending
APP10682,A4285,Tourist,South Korea,2025-04-28,2025-05-13,29,Approved
APP10683,A4285,Student,Norway,2022-09-22,2022-10-07,180,Rejected
APP10684,A4285,Business,Italy,2023-04-29,2023-05-14,11,Pending
APP10685,A4286,Tourist,Germany,2022-07-09,2022-08-08,22,Approved
APP10686,A4286,Transit,Australia,2022-09-16,2022-10-31,5,Pending
APP10687,A4286,Business,Spain,2023-03-18,2023-04-17,22,Approved
APP10688,A4286,Tourist,Italy,2023-10-04,2023-10-19,7,Pending
APP10689,A4287,Business,Norway,2025-05-16,2025-06-15,47,Approved
APP10690,A4287,Work,Singapore,2025-11-01,2025-12-16,309,Approved
APP10691,A4287,Student,South Korea,2024-06-04,2024-06-19,346,Pending
APP10692,A4287,Transit,Italy,2022-11-08,2022-11-23,1,Rejected
APP10693,A4288,Business,Denmark,2025-06-01,2025-07-31,31,Pending
APP10694,A4288,Transit,Netherlands,2025-07-30,2025-08-29,1,Pending
APP10695,A4289,Business,Canada,2023-07-29,2023-08-13,46,Approved
APP10696,A4289,Business,UK,2022-02-18,2022-03-05,25,Approved
APP10697,A4289,Tourist,Sweden,2022-05-30,2022-06-29,22,Approved
APP10698,A4290,Tourist,Australia,2022-11-07,2023-02-05,8,Approved
APP10699,A4291,Student,Germany,2022-03-12,2022-03-27,464,Approved
APP10700,A4291,Transit,Denmark,2023-11-24,2024-01-08,3,Approved
APP10701,A4291,Business,Switzerland,2024-10-24,2024-11-08,8,Rejected
APP10702,A4291,Student,Sweden,2023-06-04,2023-09-02,520,Approved
APP10703,A4292,Student,UK,2022-09-09,2022-10-24,580,Approved
APP10704,A4293,Business,South Korea,2022-09-07,2022-10-22,36,Approved
APP10705,A4293,Business,Denmark,2022-05-27,2022-07-26,20,Pending
APP10706,A4293,Business,Germany,2022-01-30,2022-03-31,45,Approved
APP10707,A4294,Transit,Italy,2022-07-01,2022-07-16,1,Pending
APP10708,A4294,Transit,Norway,2023-02-04,2023-05-05,2,Rejected
APP10709,A4295,Tourist,Netherlands,2025-05-09,2025-08-07,19,Approved
APP10710,A4295,Student,Austria,2023-09-01,2023-09-16,395,Rejected
APP10711,A4295,Work,Canada,2023-03-02,2023-04-16,253,Pending
APP10712,A4295,Tourist,Denmark,2023-07-10,2023-08-24,10,Pending
APP10713,A4296,Work,Canada,2022-07-22,2022-08-21,271,Approved
APP10714,A4296,Tourist,Germany,2023-08-26,2023-10-25,26,Approved
APP10715,A4296,Business,Germany,2022-10-17,2022-12-01,44,Pending
APP10716,A4296,Student,USA,2023-11-07,2024-01-06,582,Approved
APP10717,A4297,Tourist,Spain,2025-11-22,2025-12-07,7,Approved
APP10718,A4297,Student,UK,2024-01-28,2024-02-27,336,Rejected
APP10719,A4298,Tourist,Japan,2025-02-24,2025-04-25,7,Pending
APP10720,A4298,Transit,France,2024-04-22,2024-06-21,2,Rejected
APP10721,A4298,Work,Norway,2024-08-26,2024-09-10,354,Pending
APP10722,A4299,Business,UAE,2025-09-10,2025-10-10,23,Pending
APP10723,A4299,Tourist,UK,2024-11-06,2025-02-04,7,Pending
APP10724,A4299,Student,South Korea,2022-12-09,2023-03-09,491,Rejected
APP10725,A4299,Tourist,New Zealand,2023-08-02,2023-09-16,24,Pending
APP10726,A4300,Tourist,Denmark,2022-06-01,2022-06-16,20,Approved
APP10727,A4300,Work,UK,2023-06-15,2023-09-13,203,Approved
APP10728,A4301,Tourist,Canada,2024-01-17,2024-03-17,21,Approved
APP10729,A4301,Transit,New Zealand,2024-09-29,2024-11-28,5,Approved
APP10730,A4302,Student,Canada,2022-07-10,2022-08-24,292,Approved
APP10731,A4302,Tourist,Japan,2025-11-20,2025-12-05,14,Pending
APP10732,A4302,Tourist,Canada,2025-08-17,2025-10-01,5,Pending
APP10733,A4302,Work,Switzerland,2022-11-14,2023-01-13,306,Approved
APP10734,A4303,Work,Sweden,2022-05-21,2022-08-19,268,Pending
APP10735,A4303,Work,Austria,2022-06-20,2022-08-04,127,Rejected
APP10736,A4303,Transit,Sweden,2023-01-05,2023-02-19,4,Approved
APP10737,A4304,Work,South Korea,2022-10-24,2022-12-23,237,Pending
APP10738,A4304,Business,UK,2022-09-24,2022-11-23,60,Pending
APP10739,A4304,Transit,Netherlands,2024-05-22,2024-07-06,5,Rejected
APP10740,A4304,Student,South Korea,2023-03-14,2023-04-28,565,Approved
APP10741,A4305,Student,Spain,2024-02-18,2024-04-18,500,Rejected
APP10742,A4305,Work,Canada,2025-05-27,2025-06-26,294,Pending
APP10743,A4305,Student,Australia,2025-07-09,2025-08-23,703,Approved
APP10744,A4306,Business,Japan,2023-08-28,2023-11-26,53,Approved
APP10745,A4306,Work,Sweden,2024-10-26,2025-01-24,274,Rejected
APP10746,A4306,Student,France,2022-10-17,2022-11-16,241,Approved
APP10747,A4306,Transit,Belgium,2025-11-20,2025-12-05,1,Rejected
APP10748,A4307,Business,UK,2024-02-08,2024-02-23,42,Approved
APP10749,A4308,Transit,USA,2023-06-12,2023-08-11,5,Pending
APP10750,A4309,Work,Denmark,2022-04-06,2022-06-05,147,Pending
APP10751,A4310,Business,Spain,2024-08-07,2024-09-21,29,Approved
APP10752,A4310,Transit,Germany,2022-01-19,2022-02-03,1,Pending
APP10753,A4310,Student,France,2023-06-22,2023-09-20,304,Rejected
APP10754,A4311,Student,Sweden,2022-04-29,2022-05-14,205,Approved
APP10755,A4312,Work,UAE,2025-01-18,2025-04-18,271,Pending
APP10756,A4312,Transit,Germany,2023-01-17,2023-03-18,5,Rejected
APP10757,A4312,Work,Canada,2024-02-22,2024-05-22,145,Approved
APP10758,A4313,Student,UK,2022-05-24,2022-08-22,315,Approved
APP10759,A4313,Tourist,UK,2023-04-15,2023-07-14,10,Approved
APP10760,A4313,Work,Belgium,2025-03-05,2025-05-04,295,Approved
APP10761,A4314,Work,South Korea,2022-09-16,2022-12-15,231,Approved
APP10762,A4315,Transit,UK,2024-02-24,2024-04-09,2,Approved
APP10763,A4316,Transit,Norway,2022-08-05,2022-09-19,3,Pending
APP10764,A4316,Tourist,Canada,2025-12-10,2026-01-09,27,Pending
APP10765,A4316,Business,Switzerland,2023-08-22,2023-09-21,8,Pending
APP10766,A4316,Student,Italy,2024-04-08,2024-04-23,411,Approved
APP10767,A4317,Transit,UAE,2023-02-09,2023-05-10,4,Rejected
APP10768,A4317,Transit,UK,2025-10-27,2025-12-11,3,Pending
APP10769,A4318,Transit,UAE,2025-02-18,2025-04-04,3,Approved
APP10770,A4318,Student,South Korea,2022-03-01,2022-03-31,451,Approved
APP10771,A4318,Tourist,UK,2024-09-18,2024-10-18,8,Pending
APP10772,A4319,Work,Singapore,2024-04-16,2024-05-16,266,Pending
APP10773,A4320,Business,Canada,2025-09-16,2025-11-15,28,Rejected
APP10774,A4321,Business,USA,2023-08-19,2023-10-03,19,Pending
APP10775,A4322,Business,Switzerland,2023-04-17,2023-05-17,35,Approved
APP10776,A4322,Student,Italy,2023-10-31,2024-01-29,599,Approved
APP10777,A4323,Tourist,UK,2022-04-26,2022-05-11,19,Approved
APP10778,A4323,Business,Denmark,2022-11-05,2023-02-03,54,Pending
APP10779,A4323,Student,Spain,2022-07-16,2022-09-14,663,Pending
APP10780,A4323,Work,Australia,2023-08-30,2023-10-14,279,Approved
APP10781,A4324,Student,South Korea,2022-03-30,2022-05-29,278,Approved
APP10782,A4324,Tourist,Netherlands,2025-04-26,2025-05-26,5,Approved
APP10783,A4324,Transit,UK,2023-04-14,2023-04-29,4,Rejected
APP10784,A4324,Tourist,South Korea,2024-01-31,2024-03-16,29,Approved
APP10785,A4325,Tourist,Switzerland,2025-09-04,2025-11-03,11,Rejected
APP10786,A4326,Student,Canada,2025-12-11,2026-01-10,675,Rejected
APP10787,A4326,Business,South Korea,2024-02-21,2024-05-21,39,Approved
APP10788,A4326,Transit,South Korea,2022-09-26,2022-10-26,2,Rejected
APP10789,A4326,Business,Germany,2025-11-15,2025-11-30,7,Rejected
APP10790,A4327,Business,Singapore,2023-05-30,2023-06-14,60,Rejected
APP10791,A4327,Tourist,South Korea,2023-10-28,2023-11-12,11,Approved
APP10792,A4328,Student,Germany,2023-01-14,2023-04-14,400,Approved
APP10793,A4328,Transit,Spain,2023-01-18,2023-03-19,5,Rejected
APP10794,A4328,Work,Canada,2023-07-23,2023-10-21,226,Approved
APP10795,A4329,Business,Australia,2024-11-30,2024-12-15,45,Rejected
APP10796,A4329,Transit,Austria,2024-06-04,2024-07-04,3,Pending
APP10797,A4330,Work,Sweden,2023-08-27,2023-09-26,156,Rejected
APP10798,A4330,Student,Canada,2024-11-06,2024-12-21,533,Approved
APP10799,A4331,Transit,France,2023-05-11,2023-07-10,3,Pending
APP10800,A4331,Tourist,UK,2024-06-30,2024-09-28,5,Approved
APP10801,A4331,Business,Austria,2022-03-09,2022-05-08,16,Pending
APP10802,A4331,Work,Belgium,2024-08-24,2024-09-23,290,Rejected
APP10803,A4332,Business,Singapore,2023-03-08,2023-05-07,60,Rejected
APP10804,A4332,Business,USA,2022-11-29,2023-01-28,29,Rejected
APP10805,A4332,Tourist,Spain,2023-04-30,2023-05-15,20,Pending
APP10806,A4332,Transit,Norway,2022-04-14,2022-05-14,1,Approved
APP10807,A4333,Work,UAE,2024-12-26,2025-02-09,336,Approved
APP10808,A4333,Business,Belgium,2025-02-08,2025-03-25,17,Rejected
APP10809,A4333,Tourist,Canada,2025-09-12,2025-10-12,21,Approved
APP10810,A4333,Tourist,Spain,2024-09-27,2024-10-12,25,Approved
APP10811,A4334,Tourist,Japan,2025-11-13,2025-11-28,5,Approved
APP10812,A4334,Work,Netherlands,2025-08-17,2025-09-16,135,Pending
